doi,subtype,creator,affilname,publicationName,aggregationType,include?,proc_pubmed_id,proc_abstract,proc_title,text_to_proc
10.1115/IMECE2019-11912,cp,Chiou R.Y.,Drexel University,"ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)",Conference Proceeding,0.0,0,paper describe recent development ongoing project develop series virtual reality vr base robotic ultrasonic welding laboratory simulation design impress upon user importance proper laboratory safety procedure potential consequence so robotic ultrasonic weld virtual reality laboratory develop educational project laboratory component undergraduate engineering curricula ultrasonic weld relatively fast clean process require adhesive bind agent soldier flute solvent however do either experience elder welding robot since difficult weld due highfrequency mechanical vibration complex weld path paper explore use virtual reality simulation industrial robots application field industrial design automation labonachip device virtual reality base weld simulator learn ultrasonic welding make easy faster accordingly educational approach combine integrate multiple discipline afford efficient effective use time resource conclude section discusse student learning outcomes project ,virtual reality laboratory green robotic ultrasonic welding ,"Chiou R.Y. virtual reality laboratory green robotic ultrasonic welding  paper describe recent development ongoing project develop series virtual reality vr base robotic ultrasonic welding laboratory simulation design impress upon user importance proper laboratory safety procedure potential consequence so robotic ultrasonic weld virtual reality laboratory develop educational project laboratory component undergraduate engineering curricula ultrasonic weld relatively fast clean process require adhesive bind agent soldier flute solvent however do either experience elder welding robot since difficult weld due highfrequency mechanical vibration complex weld path paper explore use virtual reality simulation industrial robots application field industrial design automation labonachip device virtual reality base weld simulator learn ultrasonic welding make easy faster accordingly educational approach combine integrate multiple discipline afford efficient effective use time resource conclude section discusse student learning outcomes project  cp Drexel University ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE) Conference Proceeding 0"
10.1007/978-3-030-37858-5_41,cp,Daineko Y.,International Information Technology University,Communications in Computer and Information Science,Book Series,,0,field education relatively conservative time fast evolve sphere human activity around world kazakhstan well due constant advance technology area information technology particular new teaching learn approach method technique introduce educational process apply various technology like artificial intelligence computer vision robotic etc virtual reality one those virtual laboratory one computerbase learning system help study various process physical chemical etc simulate visualize personal computer without use actual equipment reagent moreover help simulation possible observe process detail different point enlarge image convenient size paper application help study physics secondary school present contain set practical problem task number physics section task visualization scene virtual reality integrate article content architecture interface application present along short review research field application virtual reality education ,use virtual reality technology study physics ,Daineko Y. use virtual reality technology study physics  field education relatively conservative time fast evolve sphere human activity around world kazakhstan well due constant advance technology area information technology particular new teaching learn approach method technique introduce educational process apply various technology like artificial intelligence computer vision robotic etc virtual reality one those virtual laboratory one computerbase learning system help study various process physical chemical etc simulate visualize personal computer without use actual equipment reagent moreover help simulation possible observe process detail different point enlarge image convenient size paper application help study physics secondary school present contain set practical problem task number physics section task visualization scene virtual reality integrate article content architecture interface application present along short review research field application virtual reality education  cp International Information Technology University Communications in Computer and Information Science Book Series 0
10.1007/978-3-030-36708-4_54,cp,Nguyen H.T.,University of New South Wales at Australian Defence Force Academy,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Book Series,0.0,0,paper introduce deep reinforcement learning method train autonomous aerial agent act shepherd provide guidance swarm ground vehicle learner situate within highfidelity roboticoperatingsystem ros base simulation environment consist unmanned aerial vehicle uav learn guide swarm unmanned ground vehicle uggs target location approach use combination machine education apprenticeship bootstrappe deeplearningbased methodology decompose complex shepherd strategy subproblem require simple skill get fuse form overall skill require shepherd propose methodology effective training uav agent multiple reward designing scheme ,deep hierarchical reinforcement learner aerial shepherding ground swarm ,Nguyen H.T. deep hierarchical reinforcement learner aerial shepherding ground swarm  paper introduce deep reinforcement learning method train autonomous aerial agent act shepherd provide guidance swarm ground vehicle learner situate within highfidelity roboticoperatingsystem ros base simulation environment consist unmanned aerial vehicle uav learn guide swarm unmanned ground vehicle uggs target location approach use combination machine education apprenticeship bootstrappe deeplearningbased methodology decompose complex shepherd strategy subproblem require simple skill get fuse form overall skill require shepherd propose methodology effective training uav agent multiple reward designing scheme  cp University of New South Wales at Australian Defence Force Academy Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics) Book Series 0
10.1007/978-3-030-35699-6_7,cp,Hughes J.,Downing College,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Book Series,1.0,0,review explore natural learn curve give appropriate robocup rescue challenge right age child get involve age group continue learn experience reach graduate level reduce cost learning experience simulation attractive option large part world realism simulation challenge increase stepbystep support powerful also complex interface levelagegroup result natural learning curve allow lifelong learn paper detail requirement platform review number different simulation platform accompany interface focus suitability use education rescue robotic result review simulation platform casestudy example game field rescue simulation platform suitable student different point along learn curve ,review robot rescue simulation platform robotic education ,Hughes J. review robot rescue simulation platform robotic education  review explore natural learn curve give appropriate robocup rescue challenge right age child get involve age group continue learn experience reach graduate level reduce cost learning experience simulation attractive option large part world realism simulation challenge increase stepbystep support powerful also complex interface levelagegroup result natural learning curve allow lifelong learn paper detail requirement platform review number different simulation platform accompany interface focus suitability use education rescue robotic result review simulation platform casestudy example game field rescue simulation platform suitable student different point along learn curve  cp Downing College Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics) Book Series 0
10.1007/978-3-030-27544-0_16,cp,Gerndt R.,Ostfalia Hochschule fÃ¼r angewandte Wissenschaften- Hochschule Braunschweig/WolfenbÃ¼ttel,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Book Series,,0,robothuman soccer game among prominent goal robocup robocup league contribute goal example simulation league research strategic game play standard platform league stable walking vision algorithm humanoid league mechatronics bipedal robot however especially humanoid league swift improvement performance robot make significantly hard newcomer enter field research robot increase size new challenge mechatronics bipedal robot software increase complexity gap new team widen course game many approach easy entry introduction twoleague system standard platform spl small size league ssl educational challenge regional home event spl ssl approach require fully develop hard software order compete home challenge propose entrylevel league reduce set requirement bridge gap junior level advance humanoid league believe humanoid league reach goal new researcher university attract regular basis attract new researcher require easy entry path new team suitable undergraduate student universitie limited budget humanoid rookie sub league url give new researcher team time gather experience fund necessary successfully participate contribute humanoid league development towards game paper intend spark discussion current state roadmap humanoid league within robocup community ,bridge gap humanoid robotics rookie league ,Gerndt R. bridge gap humanoid robotics rookie league  robothuman soccer game among prominent goal robocup robocup league contribute goal example simulation league research strategic game play standard platform league stable walking vision algorithm humanoid league mechatronics bipedal robot however especially humanoid league swift improvement performance robot make significantly hard newcomer enter field research robot increase size new challenge mechatronics bipedal robot software increase complexity gap new team widen course game many approach easy entry introduction twoleague system standard platform spl small size league ssl educational challenge regional home event spl ssl approach require fully develop hard software order compete home challenge propose entrylevel league reduce set requirement bridge gap junior level advance humanoid league believe humanoid league reach goal new researcher university attract regular basis attract new researcher require easy entry path new team suitable undergraduate student universitie limited budget humanoid rookie sub league url give new researcher team time gather experience fund necessary successfully participate contribute humanoid league development towards game paper intend spark discussion current state roadmap humanoid league within robocup community  cp Ostfalia Hochschule fÃ¼r angewandte Wissenschaften- Hochschule Braunschweig/WolfenbÃ¼ttel Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics) Book Series 0
10.1007/978-3-030-23528-4_47,cp,Angarita A.,Universidad Pontificia Bolivariana,Communications in Computer and Information Science,Book Series,,0,virtual reality locomotion subject study play important role affect immersion presence walking constitute challenging interaction virtual reality installment complex task recreate approach focus input device employ diverse technology include robotic omnidirectional treadmills reorientation track recently inertial measurement unit optical tracking lowfriction surface amongst various solution target consumerlevel vr product gain momentum vr headset become affordable create opportunity mass impact content creation entertainment tourism healthcare training education simulation application employ vr paper present development low limb virtual reality roomscale environment user walk use smartwatch tool capture walking datum without require external sensor track system preliminary study focus usability assessment gather perception use smartwatch suitable tracking tool vr installment ,increase virtual reality immersion smartwatch low limb motion tracking ,Angarita A. increase virtual reality immersion smartwatch low limb motion tracking  virtual reality locomotion subject study play important role affect immersion presence walking constitute challenging interaction virtual reality installment complex task recreate approach focus input device employ diverse technology include robotic omnidirectional treadmills reorientation track recently inertial measurement unit optical tracking lowfriction surface amongst various solution target consumerlevel vr product gain momentum vr headset become affordable create opportunity mass impact content creation entertainment tourism healthcare training education simulation application employ vr paper present development low limb virtual reality roomscale environment user walk use smartwatch tool capture walking datum without require external sensor track system preliminary study focus usability assessment gather perception use smartwatch suitable tracking tool vr installment  cp Universidad Pontificia Bolivariana Communications in Computer and Information Science Book Series 0
10.1007/978-3-030-16423-2_7,ch,Almeida C.,Universidade do Minho,Mechanisms and Machine Science,Book Series,,0,gap progress transoral robotic surgery ton adoption training encourage industry develop variety multiplescenario endoscopic procedure without need physical environment word surgical simulation platform consequently author aim develop initial form virtual platform reproduction toss embed highly flexible robotic manipulator patient head neck threedimensional d model acquire compute tomography ct image simulate surgery platform intent provide experience inexperienced surgeon medical student way preplanne replace practice surgery outside operate room platform develop c window operate system use mobilebody sdk simulation system use two c program library open inventor mobile stage virtual system develop provide total visualization patient head neck anatomy different perspective different camera view provide movement possible robotic system reality training tool allow proper placement robot short path possible significantly influence success operation also platform efficient educational tool medical student doctor inexperienced toss ,transoral robotic surgery ton emulation use highly flexible robotic system ,Almeida C. transoral robotic surgery ton emulation use highly flexible robotic system  gap progress transoral robotic surgery ton adoption training encourage industry develop variety multiplescenario endoscopic procedure without need physical environment word surgical simulation platform consequently author aim develop initial form virtual platform reproduction toss embed highly flexible robotic manipulator patient head neck threedimensional d model acquire compute tomography ct image simulate surgery platform intent provide experience inexperienced surgeon medical student way preplanne replace practice surgery outside operate room platform develop c window operate system use mobilebody sdk simulation system use two c program library open inventor mobile stage virtual system develop provide total visualization patient head neck anatomy different perspective different camera view provide movement possible robotic system reality training tool allow proper placement robot short path possible significantly influence success operation also platform efficient educational tool medical student doctor inexperienced toss  ch Universidade do Minho Mechanisms and Machine Science Book Series 0
10.1016/j.promfg.2019.03.047,cp,Komenda T.,Technische Universitat Wien;Fraunhofer Austria Research GmbH,Procedia Manufacturing,Conference Proceeding,0.0,0,digitalization strategie cyberphysical production system cap one key factor industry topic address data preparation realtime datum process big datum analytic visualization machine interface design also cyber security safety especially unauthorized access protect personal enterprise datum unauthorized control production facility imply risk come digitalization increase complexity stateoftheart technology educational institution need provide practiceoriente teach method learn factory help engineer today understand impact development light fact paper present practical approach teach digitalization strategie cap plan implement impact digitalization strategy teach usecase humanrobotcollaboration objective usecase realize realtime obstacle avoidance approach collaborative application base local positioning system student learn model kinematics robot program robot also design machine interface realtime datum transfer processing well impact digitalization safety security implementation usecase part tu wien teach portfolio thus part learn factory student apprentice possibility experiment gain experience deliberate error simulation ,practical approach teach digitalization safety strategy cyberphysical production system ,Komenda T. practical approach teach digitalization safety strategy cyberphysical production system  digitalization strategie cyberphysical production system cap one key factor industry topic address data preparation realtime datum process big datum analytic visualization machine interface design also cyber security safety especially unauthorized access protect personal enterprise datum unauthorized control production facility imply risk come digitalization increase complexity stateoftheart technology educational institution need provide practiceoriente teach method learn factory help engineer today understand impact development light fact paper present practical approach teach digitalization strategie cap plan implement impact digitalization strategy teach usecase humanrobotcollaboration objective usecase realize realtime obstacle avoidance approach collaborative application base local positioning system student learn model kinematics robot program robot also design machine interface realtime datum transfer processing well impact digitalization safety security implementation usecase part tu wien teach portfolio thus part learn factory student apprentice possibility experiment gain experience deliberate error simulation  cp Technische Universitat Wien;Fraunhofer Austria Research GmbH Procedia Manufacturing Conference Proceeding 0
10.1016/j.promfg.2019.03.008,cp,Mourtzis D.,Panepistimion Patron,Procedia Manufacturing,Conference Proceeding,0.0,0,industry attempt integrate new technology digitalize era current approach restructuring production imperative take consideration plethora alternative reveal industry technology perceivable decisionmaking procedure become highly complex order support decisionmake process software platform analyze datum provide insight via investigation different configuration manufacturing system use low cost low risk quick data analysis benefit render simulation appeal choice examine various scenario production line industry well aware limitation challenge current production practice however lack expertise experience emerge technology application make hesitant adopt current practice contrast academia increase knowledge technical aspect include test wide variety tool methodology usually laboratory environment nowadays consider rapid technological evolution gap academic industrial practice broaden time research work collaboration advance engineer educational approach propose technical knowledge university transfer highly automate production line manufacture thermosiphon systems collaboration beneficial party provide industry capability solve modern problem integrate digital technology provide academia valuable experience real industrial problem propose approach include remote communication two party data knowledge exchange aim restructure production line include additional robot validate propose design productivity propose scenario compare current throughput ,optimization highly automate production line advance engineering educational approach ,Mourtzis D. optimization highly automate production line advance engineering educational approach  industry attempt integrate new technology digitalize era current approach restructuring production imperative take consideration plethora alternative reveal industry technology perceivable decisionmaking procedure become highly complex order support decisionmake process software platform analyze datum provide insight via investigation different configuration manufacturing system use low cost low risk quick data analysis benefit render simulation appeal choice examine various scenario production line industry well aware limitation challenge current production practice however lack expertise experience emerge technology application make hesitant adopt current practice contrast academia increase knowledge technical aspect include test wide variety tool methodology usually laboratory environment nowadays consider rapid technological evolution gap academic industrial practice broaden time research work collaboration advance engineer educational approach propose technical knowledge university transfer highly automate production line manufacture thermosiphon systems collaboration beneficial party provide industry capability solve modern problem integrate digital technology provide academia valuable experience real industrial problem propose approach include remote communication two party data knowledge exchange aim restructure production line include additional robot validate propose design productivity propose scenario compare current throughput  cp Panepistimion Patron Procedia Manufacturing Conference Proceeding 0
10.1007/978-3-030-15857-6_10,ch,DÄbek P.,"PrzemysÅowy Instytut Automatyki i PomiarÃ³w, Warsaw",Advances in Intelligent Systems and Computing,Book Series,0.0,0,paper describe concept behind iris social robot system accompanying tool application education entertainment area important development area point out concept multifacete solution system describe include robot high fidelity computer simulator main assumption robot highlevel control system give include concept lesson scenario system already development current state describe particular current state robot head neck upper trunk bust important mechatronic aspect highlight illustrative example emotion express mean develop robot bust simulator present possible direction development indicate ,concept physical design simulator iris social robot head ,"DÄbek P. concept physical design simulator iris social robot head  paper describe concept behind iris social robot system accompanying tool application education entertainment area important development area point out concept multifacete solution system describe include robot high fidelity computer simulator main assumption robot highlevel control system give include concept lesson scenario system already development current state describe particular current state robot head neck upper trunk bust important mechatronic aspect highlight illustrative example emotion express mean develop robot bust simulator present possible direction development indicate  ch PrzemysÅowy Instytut Automatyki i PomiarÃ³w, Warsaw Advances in Intelligent Systems and Computing Book Series 0"
10.1007/978-3-319-97085-1_22,cp,Tatarian K.,American University of Beirut,Advances in Intelligent Systems and Computing,Book Series,1.0,0,impressive rise popularity within education level robotic rapidly grow field merge science technology engineering mathematic stem nevertheless lack standard educational robotic lead several issue namely little almost code reuse educational robotic curriculum different school large dependency proprietary solution endless paradigm shift text visual flow programming language paper propose novel educational programming language architecture teach student program robot architecture combine robot operating system ros quasistandard snap visual programming language targeting student primary education high school oppose limited alternative available ros solution propose require acquisition robotic platform run directly browser benefit power internet program rosenable real simulated robot ,tailor ros educational programming language architecture ,Tatarian K. tailor ros educational programming language architecture  impressive rise popularity within education level robotic rapidly grow field merge science technology engineering mathematic stem nevertheless lack standard educational robotic lead several issue namely little almost code reuse educational robotic curriculum different school large dependency proprietary solution endless paradigm shift text visual flow programming language paper propose novel educational programming language architecture teach student program robot architecture combine robot operating system ros quasistandard snap visual programming language targeting student primary education high school oppose limited alternative available ros solution propose require acquisition robotic platform run directly browser benefit power internet program rosenable real simulated robot  cp American University of Beirut Advances in Intelligent Systems and Computing Book Series 0
10.1007/978-3-319-94346-6_14,cp,Hernandez-CedeÃ±o J.,Universidad de Costa Rica,Advances in Intelligent Systems and Computing,Book Series,,0,robotic combine computer science humancentere study substantial impact area education innovation robot prove good tool gain maintain user involvement different activity education robot use teaching assistant improve participation enhance concentration get student attention research involve nao humanoid robot workshop presentation aim measure impact technique level engagement show participant robot program simulate speech gesticulate talk apply wizard oz technique ,nao copresenter robotics workshop participant feedback engagement level achieve robot classroom ,Hernandez-CedeÃ±o J. nao copresenter robotics workshop participant feedback engagement level achieve robot classroom  robotic combine computer science humancentere study substantial impact area education innovation robot prove good tool gain maintain user involvement different activity education robot use teaching assistant improve participation enhance concentration get student attention research involve nao humanoid robot workshop presentation aim measure impact technique level engagement show participant robot program simulate speech gesticulate talk apply wizard oz technique  cp Universidad de Costa Rica Advances in Intelligent Systems and Computing Book Series 0
10.1109/LARS/SBR/WRE.2018.00101,cp,De Lima P.V.S.G.,Universidade de Pernambuco,"Proceedings - 15th Latin American Robotics Symposium, 6th Brazilian Robotics Symposium and 9th Workshop on Robotics in Education, LARS/SBR/WRE 2018",Conference Proceeding,1.0,0,linefollowe robot ability recognize follow line draw surface element operate principle could use development numerous autonomous technology application education industry simulator develop aide perform several trial order validate project take pololu pi robot model propose solution simulate physical structure behavior operation able read line surface enable user observe robot follow line accord code use paper aim validate develop simulator alternative ease process learn use pi platform apply educational competitive environment ,improve early robotic education use linefollowe robot simulator ,"De Lima P.V.S.G. improve early robotic education use linefollowe robot simulator  linefollowe robot ability recognize follow line draw surface element operate principle could use development numerous autonomous technology application education industry simulator develop aide perform several trial order validate project take pololu pi robot model propose solution simulate physical structure behavior operation able read line surface enable user observe robot follow line accord code use paper aim validate develop simulator alternative ease process learn use pi platform apply educational competitive environment  cp Universidade de Pernambuco Proceedings - 15th Latin American Robotics Symposium, 6th Brazilian Robotics Symposium and 9th Workshop on Robotics in Education, LARS/SBR/WRE 2018 Conference Proceeding 0"
10.1109/ROMAN.2018.8525598,cp,Khamassi M.,National Technical University of Athens;Sorbonne Universite,RO-MAN 2018 - 27th IEEE International Symposium on Robot and Human Interactive Communication,Conference Proceeding,,0,use robot therapeutic educational tool child autism require robot able adapt behavior specifically child interact particular child may like look eye robot may not may like robot extroverte behavior other may prefer introvert behavior present algorithm adapt robot expressivity parameter action mutual gaze duration hand movement expressivity online manner interaction reward signal use learn base estimation child mutual engagement robot measure nonverbal cues child gaze distance robot first present pilot joint attention task child autism interact robot whose level expressivity predetermine progressively increase show result suggest need online adaptation expressivity present propose learn algorithm promising simulation task altogether result suggest way enable robot learning base nonverbal cue cope high degree nonstationaritie occur interaction child ,framework robot learning childrobot interaction human engagement reward signal ,Khamassi M. framework robot learning childrobot interaction human engagement reward signal  use robot therapeutic educational tool child autism require robot able adapt behavior specifically child interact particular child may like look eye robot may not may like robot extroverte behavior other may prefer introvert behavior present algorithm adapt robot expressivity parameter action mutual gaze duration hand movement expressivity online manner interaction reward signal use learn base estimation child mutual engagement robot measure nonverbal cues child gaze distance robot first present pilot joint attention task child autism interact robot whose level expressivity predetermine progressively increase show result suggest need online adaptation expressivity present propose learn algorithm promising simulation task altogether result suggest way enable robot learning base nonverbal cue cope high degree nonstationaritie occur interaction child  cp National Technical University of Athens;Sorbonne Universite RO-MAN 2018 - 27th IEEE International Symposium on Robot and Human Interactive Communication Conference Proceeding 0
10.3390/su10114040,ar,SalmerÃ³n-Manzano E.,International University of La Rioja,Sustainability (Switzerland),Journal,,0,education integrate globalization process support technological advance learn sustainability universitie one key point university survival strongly depend number student enroll thus many educational institution develop curricula base use new technology without doubt virtual laboratory late technology regard objective work determine main institution research trend relation virtual laboratory methodology follow research perform bibliometric analysis whole scientific production index scope world scientific production analyse follow domain first trend time type publication country second main subject keyword third main institution main topic fourth main journal proceeding publish topic case study analyse detailed representative country spain productive institution field universidad de educacin distancia use rank establish average citation per publish paper first three institution usa massachusetts institute technology mit university washington seattle carnegie melon university scientific category world level case study similar first field engineering follow computer science highlight wide spectrum branch knowledge topic publish indicate great acceptance teaching methodology field education finally community detection apply case study six cluster find virtual reality user learn programming automaticrobotics computer simulation engineering education main conclusion bibliographic analysis confirm research virtual laboratory active field scientific productivity exponentially increase recent year tandem university growth therefore expectation high field near future possibility virtual laboratory open new perspective high education sustainability educational policy country could reorient view fulltext ,high education sustainability virtual laboratory spanish university case study ,SalmerÃ³n-Manzano E. high education sustainability virtual laboratory spanish university case study  education integrate globalization process support technological advance learn sustainability universitie one key point university survival strongly depend number student enroll thus many educational institution develop curricula base use new technology without doubt virtual laboratory late technology regard objective work determine main institution research trend relation virtual laboratory methodology follow research perform bibliometric analysis whole scientific production index scope world scientific production analyse follow domain first trend time type publication country second main subject keyword third main institution main topic fourth main journal proceeding publish topic case study analyse detailed representative country spain productive institution field universidad de educacin distancia use rank establish average citation per publish paper first three institution usa massachusetts institute technology mit university washington seattle carnegie melon university scientific category world level case study similar first field engineering follow computer science highlight wide spectrum branch knowledge topic publish indicate great acceptance teaching methodology field education finally community detection apply case study six cluster find virtual reality user learn programming automaticrobotics computer simulation engineering education main conclusion bibliographic analysis confirm research virtual laboratory active field scientific productivity exponentially increase recent year tandem university growth therefore expectation high field near future possibility virtual laboratory open new perspective high education sustainability educational policy country could reorient view fulltext  ar International University of La Rioja Sustainability (Switzerland) Journal 0
10.1109/ICMA.2018.8484701,cp,Nagata F.,Sanyo-Onoda City University,"Proceedings of 2018 IEEE International Conference on Mechatronics and Automation, ICMA 2018",Conference Proceeding,0.0,0,industrial robot apply various industrial field four decade however seem lowcost cadcam interface permeate robot user yet paper outline font handler propose three type industrial robot cope problem without conventional teaching process specialized tool handler produce desire trajectory call cls cutter location source data outline font base spine interpolation approach promise cadcam interface commerciallyprovide industrial robot widelyuse design tool illustrator photoshop establish usefulness effectiveness evaluate simulation actual draw engrave experiment outline font use industrial robot fanuc ric dense vs engineering education robot robot ,outline font handler industrial robot ,"Nagata F. outline font handler industrial robot  industrial robot apply various industrial field four decade however seem lowcost cadcam interface permeate robot user yet paper outline font handler propose three type industrial robot cope problem without conventional teaching process specialized tool handler produce desire trajectory call cls cutter location source data outline font base spine interpolation approach promise cadcam interface commerciallyprovide industrial robot widelyuse design tool illustrator photoshop establish usefulness effectiveness evaluate simulation actual draw engrave experiment outline font use industrial robot fanuc ric dense vs engineering education robot robot  cp Sanyo-Onoda City University Proceedings of 2018 IEEE International Conference on Mechatronics and Automation, ICMA 2018 Conference Proceeding 0"
10.1109/ICCPS.2018.00021,cp,Schmittle M.,University of Delaware,"Proceedings - 9th ACM/IEEE International Conference on Cyber-Physical Systems, ICCPS 2018",Conference Proceeding,0.0,0,multirotor unman aerial vehicle uav grow popularity research education overcoming challenge associate fix wing ground robot unfortunately extensive physical testing expensive time consume short flight time due battery constraint safety precaution simulation tool offer low barrier entry enable test validation field trial however wellknown simulator today high barrier entry due need powerful computer time require initial set up paper present openuav open source test bed uav education research overcome barrier leverage container service cap technology enable student researcher carry simulation cloud base framework opensource tool include ros gazebo decker px ansible design simulation framework special hardware requirement two usecase present first show uav navigate around obstacle second test multiuav swarm formation algorithm knowledge first opensource cloudenable test uav code available github httpsgithubcomopenuav ,openuav uav test cps robotic community ,"Schmittle M. openuav uav test cps robotic community  multirotor unman aerial vehicle uav grow popularity research education overcoming challenge associate fix wing ground robot unfortunately extensive physical testing expensive time consume short flight time due battery constraint safety precaution simulation tool offer low barrier entry enable test validation field trial however wellknown simulator today high barrier entry due need powerful computer time require initial set up paper present openuav open source test bed uav education research overcome barrier leverage container service cap technology enable student researcher carry simulation cloud base framework opensource tool include ros gazebo decker px ansible design simulation framework special hardware requirement two usecase present first show uav navigate around obstacle second test multiuav swarm formation algorithm knowledge first opensource cloudenable test uav code available github httpsgithubcomopenuav  cp University of Delaware Proceedings - 9th ACM/IEEE International Conference on Cyber-Physical Systems, ICCPS 2018 Conference Proceeding 0"
10.1109/CCDC.2018.8407721,cp,Wang J.,Chongqing College of Electronic Engineering,"Proceedings of the 30th Chinese Control and Decision Conference, CCDC 2018",Conference Proceeding,,0,light fact current pcb design textbook adopt high education institution concern actual practical circuit design application paper use practical engineering case illustrate several point summarize innovative practical experience process compile altium designer textbook textbook feature typical example use numerous training case help student master schematic diagram pcb d pcb design pcb constraint rule interactive route schematic library pcb library integrate library creation circuit design simulation technology gradually finally study use robot circuit design example explore design method hierarchical schematic diagram multichannel circuit purpose improve student pcb design skill teach practice indicate adopt new textbook design case could optimize student knowledge structure strengthen circuit pcb design capacity also beneficial cultivate student learn innovative capacity survey questionnaire student think study course master design skill circuit pcb ,textbook compilation altium designer highlight practical characteristic ,"Wang J. textbook compilation altium designer highlight practical characteristic  light fact current pcb design textbook adopt high education institution concern actual practical circuit design application paper use practical engineering case illustrate several point summarize innovative practical experience process compile altium designer textbook textbook feature typical example use numerous training case help student master schematic diagram pcb d pcb design pcb constraint rule interactive route schematic library pcb library integrate library creation circuit design simulation technology gradually finally study use robot circuit design example explore design method hierarchical schematic diagram multichannel circuit purpose improve student pcb design skill teach practice indicate adopt new textbook design case could optimize student knowledge structure strengthen circuit pcb design capacity also beneficial cultivate student learn innovative capacity survey questionnaire student think study course master design skill circuit pcb  cp Chongqing College of Electronic Engineering Proceedings of the 30th Chinese Control and Decision Conference, CCDC 2018 Conference Proceeding 0"
10.1109/EITT.2018.00020,cp,Pei Z.,Shaanxi Normal University,"Proceedings - 2018 7th International Conference of Educational Innovation through Technology, EITT 2018",Conference Proceeding,1.0,0,educational robot product development advanced technology field education research prospective epochal research summarize classification core characteristic application area exist problem educational robot accord form core function educational robot divide intelligent assistant robot virtual simulation robot multifunctional suite robot noncommon educational robot educational robot characteristic flexibility digitization repeatability humanization natural interactivity application educational robot concentrate mainly field stem education language learn special education on however exist gender problem teacher problem technical problem resource problem application educational robot ,educational robot classification characteristic application area problem ,"Pei Z. educational robot classification characteristic application area problem  educational robot product development advanced technology field education research prospective epochal research summarize classification core characteristic application area exist problem educational robot accord form core function educational robot divide intelligent assistant robot virtual simulation robot multifunctional suite robot noncommon educational robot educational robot characteristic flexibility digitization repeatability humanization natural interactivity application educational robot concentrate mainly field stem education language learn special education on however exist gender problem teacher problem technical problem resource problem application educational robot  cp Shaanxi Normal University Proceedings - 2018 7th International Conference of Educational Innovation through Technology, EITT 2018 Conference Proceeding 0"
10.1145/3234825.3234839,cp,Peng L.,Baoji University of Arts and Sciences,ACM International Conference Proceeding Series,Conference Proceeding,0.0,0,artificial intelligence ai simulation human thought process consciousness computer system expert go far chart future development ai system surpass human intelligence single civilizationshifte event know technological singularity singularity near future ai promise concrete application throughout everyday life include education challenge china already take up present main application socalle weak artificial intelligence chinese education moon web class flip class model result already prove outstanding deep combination ai education look forward benefit like increase usefulness afterschool tutoring robot revive teacher burdensome responsibility balance global education resource however also use ai education reasonably contextualize gather datum strengthen legal protection develop moral guideline machine programming address three point address concern many laypeople ai system implement offer protection fragile beginning education encourage development well one future ,prediction potential development artificial intelligence chinese education ,Peng L. prediction potential development artificial intelligence chinese education  artificial intelligence ai simulation human thought process consciousness computer system expert go far chart future development ai system surpass human intelligence single civilizationshifte event know technological singularity singularity near future ai promise concrete application throughout everyday life include education challenge china already take up present main application socalle weak artificial intelligence chinese education moon web class flip class model result already prove outstanding deep combination ai education look forward benefit like increase usefulness afterschool tutoring robot revive teacher burdensome responsibility balance global education resource however also use ai education reasonably contextualize gather datum strengthen legal protection develop moral guideline machine programming address three point address concern many laypeople ai system implement offer protection fragile beginning education encourage development well one future  cp Baoji University of Arts and Sciences ACM International Conference Proceeding Series Conference Proceeding 0
