include?,text_to_proc
0,"Lhotska L. virtual reality research education case study  first virtual reality vr application game since time hardware software reach maturity new area application open industry healthcare different application area also share similarity particular simulation close reality possible allow train necessary skill without danger damage machinery cause patient injury avoid critical situation present several example vr application various industrial area vr use interconnect advanced technology robotic internet thing healthcare several study perform prove vr suitable mean treatment certain health problem additional tool example pain alleviation finally discuss vr use university education tool view d object scene passively also tool active interaction execution define task cp CeskÃ© vysokÃ© ucenÃ­ technickÃ© v Praze 29th Annual Conference of the European Association for Education in Electrical and Information Engineering, EAEEIE 2019 - Proceedings Conference Proceeding 0"
0,"PeidrÃ³ A. simulation tool analyze kinetostatic effect singularity parallel robot  singularity produce important change kinetostatic property parallel robot ability resist external force zero actuation torque inability resist loss control dexterity kinetostatic effect singularity graphically visualize mean four velocity force ellipsoid degenerate robot cross singularity paper present educational simulation tool help student understand effect mean visualization aforementione eclipse time pid control robot simulate external force order demonstrate singularity affect control robot cp Universidad Miguel Hernandez de Elche IEEE International Conference on Emerging Technologies and Factory Automation, ETFA Conference Proceeding 0"
0,Miao R. development inexpensive decentralize autonomous aquatic craft swarm system ocean exploration  swarm robotics maritime engineering promising approach characterize large number relatively small inexpensive autonomous aquatic craft aac monitor marine environment compare single large aquatic man unmanned surface vehicle highly distribute aquatic swarm system several aac feature advantage numerous realworld maritime mission natural potential qualify new class task uniformly feature low cost high efficiency time article develop inexpensive aac base embeddedsystem companion computer opensource autopilot provide verification platform education research swarm algorithm water surface topology communication network include inner communication network exchange information among aac external communication network monitor state aac swarm system aacss design base topology build bee unit aacss emergence control network transmitter receiver couple distribute recover aac swarm motion behavior aac resolve capability gotowaypoint path follow accomplish two uncoupled controller speed controller head controller good performance velocity head controller gotowaypoint proven series simulation path follow achieve tracking set order waypoint gotowaypoint finally sea trial conduct china national deep sea center successfully demonstrate motion capability aac sea trial result show aac suit carry environmental monitoring task efficiently cover desire path allow redundancy data collection process tolerate individual aac pathfollowe offset cause wind wave ar Harbin Engineering University Journal of Marine Science and Application Journal 0
1,GonzÃ¡lez-GarcÃ­a S. design teach guide use simulation undergraduate robotic course pilot study  educational area engineering research use simulation illustrate concept exercise see class case robotic course class simulation use demonstrate theoretical concept result inconclusive whether use stateoftheart simulation traditional teaching method improve academic performance student point view author negative result could teacher receive guidance incorporate use simulation teach strategy paper report evaluation platform simulate industrial robot base matlab simulink environment platform use teacher undergraduate robotic course teacher train use platform teacher group b addition training also receive guidance use platform class teacher group c freely decide use platform class group teacher cover topic forward kinematic exercise give student solve practical session result student group b attain well academic performance compare student group c fact show necessary train professor use platform also incorporation technology course ar Tecnologico de Monterrey International Journal on Interactive Design and Manufacturing Journal 0
0,Chen M. framework ontologydriven similarity measure use vector learn trick  ontology learning problem raise much attention semantic structure expression information retrieval powerful tool ontology evenly employ various subject neuroscience medical science pharmacopedia chemistry education social science ontology similarity measuring play vital role practical implementation since essential issue ontology mapping also similarity calculate ontology function learn one learn real value score function assign score ar Guangdong Polyechnic of Environmental Protection Engineering Engineering Letters Journal 0
0,Ebrahimzadeh A. tactile internet g fiji architecture  summary tactile internet ti hold great promise profound socioeconomic impact broad array application everyday life range industry automation transport systems healthcare telesurgery education chapter focus propose fiberwireless fiji enhance lteadvance heterogeneous network emerge g system envision rely present indepth technical insights realize humanintheloop centric teleoperation ti fiji enhance network include tracebase haptic traffic model perceptual deadband code haptic sample forecast tracedriven simulation collaborative computing base humantorobot communication advance fiji base ti infrastructure may offer significant benefit term improve task execution time cost reduction scalability collaboration communication among humansarebetteratmachinesarebetterat member important cope dynamic change task environment ti traffic expect require underlying communication network undergo profound modification architectural medium access control viewpoint ch Institut National de la Recherche Scientifique Optical and Wireless Convergence for 5G Networks Book 0
,Vega J. pybokid innovative pythonbase educational framework use real simulated arduino robot  western country robotic become increasingly common primary secondary education specific discipline tool make science technology engineering mathematic stem subject appeal child impact robotic society also grow yearly new robotic application thing autonomous car vacuum cleaners area logistics addition labor market constantly demand professional robotic skill paper present pybokid framework teach robotic secondary school aim improve preuniversity robotic education base python programming language robot use arduino microprocessor include software infrastructure collection practical exercise direct preuniversity student software infrastructure provide support real simulated robot moreover describe pilot teaching project base framework use real student last two year view fulltext ar Universidad Rey Juan Carlos Electronics (Switzerland) Journal 0
0,"Wolz U. program embroidery turtlestitch  turtlestitch turtlestitchorg browserbase educational programming language descendant snap scratch support creative computation generate pattern embroidery machine easy use require prior knowledge programming yet powerful create novel embroidery use designer experiment generative aesthetic precision embroidery also vehicle innovative workshop combine introduction programming haptic output use part semester long undergraduate course contextualize compute emphasize textile craft installation provide participant opportunity develop expertise use webbase turtlestitch software create embroidery pattern own embroidery machine view robot use store algorithm navigate sewing needle fabric render design attendee opportunity learn use available embroidery machine become familiar simulated perfection translate realtime machine robotic participant take away small embroidery patch design interested collaborative design may contribute one large tapestry quilt project complete siggraph interest computation may explore foundational concept power parameter unravel concurrency efficiently support multiple color path find algorithm produce design without jump stitch cp RiverSound Solutions ACM SIGGRAPH 2019 Studio, SIGGRAPH 2019 Conference Proceeding 0"
0,Chunlai T. mechanical design service robot shuttlecock sport  shuttlecock ball popular sport modern society include entertainment skill mass fitness popularity education current status artificial ball pick training sport shuttlecock sports review paper base main structure work principle pick robot design present here design threedimensional cad software motion simulation analysis actual work process shuttlecock collection robot show structure design motion simulation analysis whole machine carry verified feasibility design shuttlecock collection robot use retrieve sort placing shuttlecock could effectively solve inconvenience because manual collect shuttlecock ball sport cp Pingxiang University IOP Conference Series: Materials Science and Engineering Conference Proceeding 0
,"Sergeyev A. university community college industry partnership revamp robotic education meet st century workforce need nsfsponsore project final report  recently educator work improve stem education level challenge remain capitalize appeal robotic one strategy propose increase stem interest interdisciplinary nature robot involve motor sensor program make robotic useful stem pedagogical tool also significant need industrial certification program robotic robot increasingly use across industry sector improve production throughput maintain product quality benefit robotic cp Michigan Technological University ASEE Annual Conference and Exposition, Conference Proceedings Conference Proceeding 0"
,"Chu Y. embed system learn use current technical platform  paper describes study embed system hanson labs provide student explore current technical issue hardware software design pedagogical approach paper base teambase learning paper recommend use one two popular board raspberry pi arduino embed system platform raspberry pi small mhz quadcore arm cortex cpu singleboard computer develop raspberry pi foundation arduino cp University of Texas Rio Grande Valley ASEE Annual Conference and Exposition, Conference Proceedings Conference Proceeding 0"
,"Mikhail M. virtual robot lab program industrial robot course  robotic automation continue implement across multitude process control application require everincrease number individual technical background electrical engineering mechatronic thus increasingly important institution high learning facilitate mean learn skill position graduate immediate contribution area present educational institution offer robotic undoubtedly access industrial robot however due cp Purdue University Northwest ASEE Annual Conference and Exposition, Conference Proceedings Conference Proceeding 0"
,"Ross R.A. assessment quantum mechanical concept  university xx offer comprehensive engineering program degree mechanical civil robotic mechatronic system electrical computer environmental architectural engineering college engineering amp science wellestablishe cooperative education program long history placing graduate workforce upon graduation cp University of Detroit Mercy ASEE Annual Conference and Exposition, Conference Proceedings Conference Proceeding 0"
0,"Chiou R. workshop new horizon next generation manufacturing student robotic learn experience  swift development manufacturing within generate much interest various industry industry include food electronic medical energy urban manufacturing due traction interest large investment promote commercial governmental organization promote innovative solution various discipline reduce cost increase revenue remain global competitor workshop provide insight historical contexts manufacturing provide industry cp Drexel University ASEE Annual Conference and Exposition, Conference Proceedings Conference Proceeding 0"
0,"Vejdani H. development bioinspire robotic course  paper development new senior level course outcome result present course offer spring lawrence technological university lt senior level undergraduate graduate student course entitle bioinspire robotic offer techelective course undergraduate student mechanical engineering department robotic engineering course focus legged locomotion nature development robotic engineering cp Lawrence Technological University ASEE Annual Conference and Exposition, Conference Proceedings Conference Proceeding 0"
0,"Matin N.H. learn modules geometric pattern identification mathematical modeling facade system  past decade responsive facade system emerge improve user comfort energy consumption cost efficiency capable respond adapt environmental stimulus design responsive facade system involve various field engineer architecture robotic material science mathematic physics structure fabrication geometry process design geometry facade sociocultural design parameter affect visual performance facade however exist cp Eastern Michigan University ASEE Annual Conference and Exposition, Conference Proceedings Conference Proceeding 0"
0,"Constans E. new method teach fourbar linkage engineering student  optimization projection method final formula elegant geometric interpretation find method easy mechanical engineering student understand could therefore become new standard method mechanical design cp Rose Hulman Institute Technology ASEE Annual Conference and Exposition, Conference Proceedings Conference Proceeding 0"
0,Wu Y. phoenix drone opensource dualrotor tailsitter platform research education  paper introduce phoenix drone first completely opensource tailsitter micro aerial vehicle mav platform vehicle highly versatile dualrotor design engineer lowcost easily extensiblemodifiable opensource release include design document software resource simulation tool need build fly highperformance tailsitter research educational purposesthe drone develop precision flight high degree control authority design methodology include extensive testing characterization aerodynamic propertie vehicle platform incorporate many offtheshelf component print part order keep cost down nonetheless paper include result flight trial demonstrate vehicle capable stable hovering accurate trajectory trackingour hope opensource phoenix reference design useful researcher educator particular detail paper available opensource material enable learner gain understanding aerodynamic flight control state estimation software design simulation experiment unique aerial robot cp University of Toronto Institute for Aerospace Studies Proceedings - IEEE International Conference on Robotics and Automation Conference Proceeding 0
0,"Moosaei M. model synthesize idiopathic facial paralysis  million people worldwide affect parkinson disease stroke bell palsy bp because facial paralysis fp people fp trouble expression understand layperson clinician difficulty understanding often misinterpret result poor social interaction poor care delivery one way address problem well education training computational tool may prove invaluable thus paper explore build system recognize synthesize asymmetrical facial expression introduce novel computational model asymmetric facial expression bp synthesize either virtual robotic patient simulator explore within context clinical education build patient simulator synthesize fp order help clinician perceive facial paralysis patient conduct computational humanfocused evaluation model include feedback clinical expert result suggest bp model realistic comparable expression people bp thus work potential provide practical training tool clinical learner better understand expression people bp work also help researcher facial recognition community explore new method asymmetric facial expression analysis synthesis cp Department of Computer Science and Engineering Proceedings - 14th IEEE International Conference on Automatic Face and Gesture Recognition, FG 2019 Conference Proceeding 0"
1,Pietrzik S. set use roskinetic gazebo educational robotic project learn  paper introduce readers robot operating system ros gazebo robot simulator educational use paper cover set proper environment ros kinetic step need properly install ros setup environment include explanation ros inner working notably node package include limited information message topic subscriber publishers foundation ros understand establish gazebo introduce reader test node without need physical robot gazebo section include understand gazebo use model build mapenvironment run node sensor furthermore paper introduce current project along team current progress use teleop liar within project lastly paper cover future work direction current project cp Florida Polytechnic University Journal of Physics: Conference Series Conference Proceeding 0
,Oliveira A. emerge technology pedagogical tool teach learn science literature review  paper reviews literature emergent technology field science education effort summarize current state research identify specific type technology recently emerge k science classroom review paper feature lead science education venue recent year report trend suggest field science education become increasingly characterize hermeneutic alterity relation wherein physical world experience indirectly technological representation become secondary student experience push aside emergent technological artifact computer simulation virtual labs mobile devices robot games digital photography draw result science educator face challenge help student view technological instrument transparent neutral device simply depict reality nave instrumentalist reveal really nave realism powerful epistemic tool help coconstitute reality investigate often shape count real revolutionary way argue new technology actually emerge sociocultural vacuum attention need give sociocultural aspect technological innovation science classroom ar University at Albany Human Behavior and Emerging Technologies Journal 0
,"Ribeiro T. learn autonomous mobile robot obstacle avoidance  approach problem autonomous mobile robot obstacle avoidance use reinforcement learn precisely learn present paper reinforcement learning robotic challenge topic past year ability equip robot powerful enough tool allow autonomous discovery optimal behavior trialanderror interaction environment reason numerous deep research project paper two different learning approach present well extensive hyperparameter study algorithm develop simplistically simulate bot n roll one fig simulated robot communicate control script via ros robot must surpass three level iterative complexity make similar one present roboparty educational event challenge algorithm extensive hyperparameter search take account testing hundred simulation different parameter learn solution develop different strategy try solve three labyrinth enhance learn ability well discover different approach certain situation finish task complex environment cp Universidade do Minho 19th IEEE International Conference on Autonomous Robot Systems and Competitions, ICARSC 2019 Conference Proceeding 0"
,"Plaza P. stem educational robotic use scratch  educational robotic apply stem science technology engineering mathematic activity combine projectbase learning pl methodology provide quite good result throughout work describe make use scratch visual programming environment costeffective tool great potential student work concept related robotic student work scratch develop animation video game real life application simulate paper find description intermediate scratch module module part introductory robotic course consist use three tool scratch rumble arduino three difficulty level basic intermediate advanced addition result obtain intermediate scratch module discussion important aspect relate finding obtain also provide cp Universidad Nacional de Educacion a Distancia IEEE Global Engineering Education Conference, EDUCON Conference Proceeding 0"
0,"Ferro M. portable da vince simulator virtual reality  research activity minimally invasive robotic surgery miss gain considerable momentum last year due availability reliable clinically relevant research platform like da vince research kit dark however despite wide share dark research community access platform remain limited high maintenance cost difficulty replace component work complete robotic simulator dark previously develop group cheap haptic interface oculus rift replicate extend functionality master console complete system represent efficient safe lowcost tool useful design validate new surgical instrument control strategy well provide easytoaccess educational tool student cp UniversitÃ  degli Studi di Roma La Sapienza Proceedings - 3rd IEEE International Conference on Robotic Computing, IRC 2019 Conference Proceeding 0"
0,Lee D. mecca studio graphical tool highlevel programming humanrobot social interaction  paper introduce handy affordable solution develop education humanrobot social interaction solution consist smart devicecontrolle robot d print body cloudbase integrate development environment provide intuitive programming simulation robot embed function enable intelligent natural response robot outline architecture propose system briefly explain cp Hansung University ACM/IEEE International Conference on Human-Robot Interaction Conference Proceeding 0
0,Qi X. build plutchiks wheel inspire affective model social robot  social robot apply humanpopulated environment need affective model communicate human being naturally believable addition model flexible apply different area entertainment education easily understand operate robot designer meet requirement propose affective model include emotion mood personality trait social robot mimic affect change human being inspire plutchiks wheel emotion first construct affective space simultaneously represent affective concept accord affective space model visualize vividly easily understand describe interaction among concept change robot state make robot interact human being naturally believable tuning parameter model flexible apply different area evaluate propose model simulation humanrobot interaction experiment experimental result show model effective ar Beihang University Journal of Bionic Engineering Journal 0
0,"Tanha S. control mobile robot social environment consider human moving obstacle  paper comprehensive control method mobile robot nonholonomic constraint use dynamic environment fix move unpredictable obstacle present issue become complicated obstacle involve human act move obstacle without datum erratic behavior reaction important regard fuzzy logic algorithm whose rule develop condition suggest two distinct strategy regulation two point path track main contribution paper include define fuzzy logic role human environment affect robot speed rout consider target position variation robot motion propose controller algorithm simulate three mode fix obstacle move obstacle move obstacle target approach use social robotic humanoid robot educational robot cp Iran University of Science and Technology Proceedings of the 6th RSI International Conference on Robotics and Mechatronics, IcRoM 2018 Conference Proceeding 0"
0,Fang B. collaborative task assignment interconnect affective robot towards autonomous healthcare assistant  highlight method scheduling collaborative robot maximize outcomes efficiency interconnect robot leverage emotion personality well synergy improve performance promising result healthcare application emotion render behavior decisionmake autonomous intelligent diversify deal cooperation affective robot new research field explore application healthcare education paper study interaction affective robot cooperative system build model personality emotion map personality behavior devise emotional interaction personalize multirobot systems propose algorithm pursuit task allocation base emotional contagion ptaec experimental result base simulation demonstrate great contribution among type robot group frank type sympathetic indifferent robot little effect group progress addition show emotional contagion positively impact task allocation efficiency propose algorithm competitive stateoftheart method ar Hefei University of Technology Future Generation Computer Systems Journal 0
0,Ferreira Chame H. dynamic computational model motivation base selfdetermination theory can  hierarchical model intrinsic extrinsic motivation hmiem framework base principles selfdetermination theory sdt describe human motivation multilevel perspective integrates knowledge personality social psychological determinant motivation consequence although last decade hmiem ground numerous correlational study diverse field conceptually define schematic representation dynamic motivation suitable human artificial agent research base tracking work propose analytic description name dynamic computational model motivation dcmm inspire hmiem base continuous attractor neural network consist computational framework motivation dcmm motivation state represent within selfdetermination continuum recurrent feedback connection receive input heterogeneous layer simulation show model complete scenario dcmm field study faculty subject illustrate dcmm provide data sdt construct observation believe dcmm relevant investigate unresolved issue hmiem potentially interesting related field include psychology artificial intelligence behavioral developmental robotic educational technology ar Universidade Federal do Rio Grande Information Sciences Journal 0
0,Osinski G.R. canmars mars sample return analogue mission  highlight stand remote spectrometer microimager ideal rover mission situational awareness rover operation area remain challenge mission operation walkabout method exploration effective approach rover exploration autonomous geological target enable complex multisol plan execute conditional contingency sequencing enhance science return rover mission return sample know location mars among high priority goal international planetary science community possible scenario mars sample return sr series mission sample cache fetch retrieval nasa mars mission represent first cache mission focus canmar analogue mission describe paper major objective canmar include compare accuracy select sample remotely use rover datum versus traditional human field party testing efficiency remote science operation periodic preplanne strategic observation strategic traverse day assess utility realistic autonomous science capability remote science team investigating factor affect quality sample selection decisionmake light return sample analysis canmar conduct two week november continue three week october november at analogue site near hanksville utah usa unknown mission control team located university western ontario western london ontario canada operations architecture canmars base phoenix mars exploration rover mission together previous analogue mission lead western mission control team divide plan science subteam advance operation science team use satellite datum choose mimic dataset available marsorbiting instrument produce predictive geological map landing ellipse set hypothesis geology astrobiological potential landing site site propose consist series weakly cement multicoloure sedimentary rock comprise carbonate sulfate clay sinuous ridge resistant capping unit interpret invert paleochannel canmar mission achieve sell operation first part mission sell conduct mars exploration science rover mess series integrate handheld instrument design mimic payload mars rover part campaign sell implement without mess rover conduct exclusively field team fast motion field test fmt handcarried instrument equivalent three sell operation execute single actual day total sample cache sell science team prioritize return earth various science autonomy capability base flightproven nearfuture technique intend actual rover mission test throughout canmar activity autonomous geological classification target autonomous pointing refinement use extensively fmt blind targeting contingency sequence conditional sequencing also employ validation canmar cache mission achieve various method approach use dedicated documentarian mission control provide detailed record decision make multiple separate field validation exercise employ human use traditional geological technique carry out select sample plus range sample landing site region collect outofsimulation analyse use range laboratory analytical technique variety lesson learn future analogue mission planetary exploration mission provide include dynamic collaboration science planning team key mission success frequent use spectrometer microimager remote capability rather contact instrument utility strategic traverse day provide additional time scientific discussion meaningful interpretation datum benefit walkabout traverse strategy along multisol plan complex decision tree acquire large amount contextual datum availability autonomous geological target enable complex multisol plan gather large suite geological geochemical survey datum finally canmar sr activity demonstrate utility analogue mission provide opportunity engage educate child public provide tangible hanson linkages current robotic mission future human space mission public education outreach priority canmar dedicated lead coordinate strong presence social medium primarily twitter facebook article local regional national news network interaction local community london ontario core objective canmar provide valuable learning opportunity student postdoctoral fellow preparation future planetary exploration mission learn goal survey conduct end activity participant somewhat agree strongly agree participation mission help increase understand four learning outcome ar The University of Western Ontario Planetary and Space Science Journal 0
0,Liu T. efficient blind signal reconstruction wavelet transform regularization educational robot infrare vision sensing  courier transform infrare fair imaging spectrometer often corrupt problem band overlap random noise infrare spectrum acquisition process noise would degrade quality acquire infrare spectrum limit precision subsequent processing paper present novel blind reconstruction method wavelet transform regularization infrare spectrum obtain age instrument inspire find wavelet coefficient distribution clean spectrum sparse degrade spectrum blind reconstruction model infrare spectrum propose paper regularize distribution degrade spectrum total variation regularization method outperform suppress random noise preserve spectral structure detail addition effective optimization scheme introduce overcome issue formulate optimization instrument response function latent spectrum simultaneously estimate propose method efficiently mitigate effect cause instrument degradation finally extensive experiment simulate real noisy infrare spectra carry demonstrate superiority propose method exist stateoftheart one thus reconstruct spectrum better serve feature extraction educational robot infrare vision sense industrial application ar Carnegie Mellon University;Huazhong Normal University IEEE/ASME Transactions on Mechatronics Journal 0
0,"Garibay M.T. space maker place creativity innovation hanson learn join improve engineering education  traditional engineering education successful end th century however fundamental technological change past decade pose question whether traditional education approach meet need st century likely future engineer face multidisciplinary problem need systemic approach solve meet challenge necessary revise exist engineer curricula incorporate facility student design implement project early curriculum integrate throughout experience first hand theory computer simulation experiment use develop solution engineering problem correspond well know paradigm hanson learn goals space maker create facility student develop project project propose faculty member part course teach allow develop stem science technology engineering mathematic skill well capability team work communicate idea paper several project carry space maker electronic engineering student describe project area mobile robot signal processing cp Universidad Nacional de Rosario 2018 World Engineering Education Forum - Global Engineering Deans Council, WEEF-GEDC 2018 Conference Proceeding 0"
1,"Baygin N. so base path planning approach multi service robot dynamic environment  create path planning multirobot travel dynamic environment difficult problem paper aim create appropriate path plan reach target overcoming obstacle encounter service robot particle swarm optimization so base navigation propose multirobot environment communicate order form path plan robot position suitability function constantly update ensure good result study design simulate virtual reality educational pathfinder rep simulated environment work synchronously code create matlab look experimental result observe propose method provide effective solution path planning problem cp Kafkas Ãniversitesi 2018 International Conference on Artificial Intelligence and Data Processing, IDAP 2018 Conference Proceeding 0"
0,"Indra Purnama I.L. development medical prop production towards industry  use medical prop important education well general public paper aim identify development medical prop production towards industry model datum take actual manufacturing process use invesalius software cura software d printer datum transfer manually use human medium sdcard simulation use arena software student version find utilization every process result show bottleneck process high utilization solidification process invesalius software printing process d printer develop medical prop process towards industry use artificial intelegent especially neural network algorithm combine solidification slicing make gcode process transfer datum human movement process change internet thing load material unloading product d printer use robot arm cp Universitas Atma Jaya Yogyakarta;Universitas Gadjah Mada Proceedings - 2018 1st International Conference on Bioinformatics, Biotechnology, and Biomedical Engineering, BioMIC 2018 Conference Proceeding 0"
0,Sarama J. technology early childhood education  educational technology potential make multiple contribution early education whether potential realize depend technology use how research different model educational technologytechnologyassisted instruction include practice tutorial task tool game ebook word processing tool digital manipulative exploratory environment scientific tool simulation programming code robotic combination theseha identify specific benefit each benefit may especially promise child ie unfortunately reality often fall short realize promise procure benefit teacher require resource support professional development fortunately grow research base provide ch University of Denver Handbook of Research on the Education of Young Children Book 0
0,Ho J.W.K. classroom activity teach artificial intelligence primary school student  inevitable primary school student today grow world computer program incorporate artificial intelligence ai capability prevalent many aspect live future workplace experience primary school student often find concept ai quite mysterious possibly scary teacher often well equip thoroughly explain key concept ai paper summary experience design implement classroom activity teach fundamental cp Victor Chang Cardiac Research Institute;The University of Hong Kong Proceedings of International Conference on Computational Thinking Education Conference Proceeding 0
0,"Chiou R.Y. virtual reality laboratory green robotic ultrasonic welding  paper describe recent development ongoing project develop series virtual reality vr base robotic ultrasonic welding laboratory simulation design impress upon user importance proper laboratory safety procedure potential consequence so robotic ultrasonic weld virtual reality laboratory develop educational project laboratory component undergraduate engineering curricula ultrasonic weld relatively fast clean process require adhesive bind agent soldier flute solvent however do either experience elder welding robot since difficult weld due highfrequency mechanical vibration complex weld path paper explore use virtual reality simulation industrial robots application field industrial design automation labonachip device virtual reality base weld simulator learn ultrasonic welding make easy faster accordingly educational approach combine integrate multiple discipline afford efficient effective use time resource conclude section discusse student learning outcomes project cp Drexel University ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE) Conference Proceeding 0"
,Daineko Y. use virtual reality technology study physics  field education relatively conservative time fast evolve sphere human activity around world kazakhstan well due constant advance technology area information technology particular new teaching learn approach method technique introduce educational process apply various technology like artificial intelligence computer vision robotic etc virtual reality one those virtual laboratory one computerbase learning system help study various process physical chemical etc simulate visualize personal computer without use actual equipment reagent moreover help simulation possible observe process detail different point enlarge image convenient size paper application help study physics secondary school present contain set practical problem task number physics section task visualization scene virtual reality integrate article content architecture interface application present along short review research field application virtual reality education cp International Information Technology University Communications in Computer and Information Science Book Series 0
0,Nguyen H.T. deep hierarchical reinforcement learner aerial shepherding ground swarm  paper introduce deep reinforcement learning method train autonomous aerial agent act shepherd provide guidance swarm ground vehicle learner situate within highfidelity roboticoperatingsystem ros base simulation environment consist unmanned aerial vehicle uav learn guide swarm unmanned ground vehicle uggs target location approach use combination machine education apprenticeship bootstrappe deeplearningbased methodology decompose complex shepherd strategy subproblem require simple skill get fuse form overall skill require shepherd propose methodology effective training uav agent multiple reward designing scheme cp University of New South Wales at Australian Defence Force Academy Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics) Book Series 0
,"Gholami A. simulation platform design kinematic analysis mrlhsl humanoid robot  paper introduces mrlhsl multibody simulation humanoid robot base matlabsimulink simscape software use design control system enhance stability robot etc purpose mrlhsl realtime simulation virtual humanoid robot safe way educational research purpose without damage robot real environment reduce cost implementation structure robot include rigid multibody robot actuator sensor develop simply type robot wait purpose movement control designing aim forward kinematic solve denavit hartenberg dh method analytical solution use solve inverse kinematic kinematic chain consist head leg arms humanoid robot cad model part virtual humanoid robot design solidwork software cp Islamic Azad University, Qazvin Branch Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics) Book Series 0"
1,Hughes J. review robot rescue simulation platform robotic education  review explore natural learn curve give appropriate robocup rescue challenge right age child get involve age group continue learn experience reach graduate level reduce cost learning experience simulation attractive option large part world realism simulation challenge increase stepbystep support powerful also complex interface levelagegroup result natural learning curve allow lifelong learn paper detail requirement platform review number different simulation platform accompany interface focus suitability use education rescue robotic result review simulation platform casestudy example game field rescue simulation platform suitable student different point along learn curve cp Downing College Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics) Book Series 0
,Gerndt R. bridge gap humanoid robotics rookie league  robothuman soccer game among prominent goal robocup robocup league contribute goal example simulation league research strategic game play standard platform league stable walking vision algorithm humanoid league mechatronics bipedal robot however especially humanoid league swift improvement performance robot make significantly hard newcomer enter field research robot increase size new challenge mechatronics bipedal robot software increase complexity gap new team widen course game many approach easy entry introduction twoleague system standard platform spl small size league ssl educational challenge regional home event spl ssl approach require fully develop hard software order compete home challenge propose entrylevel league reduce set requirement bridge gap junior level advance humanoid league believe humanoid league reach goal new researcher university attract regular basis attract new researcher require easy entry path new team suitable undergraduate student universitie limited budget humanoid rookie sub league url give new researcher team time gather experience fund necessary successfully participate contribute humanoid league development towards game paper intend spark discussion current state roadmap humanoid league within robocup community cp Ostfalia Hochschule fÃ¼r angewandte Wissenschaften- Hochschule Braunschweig/WolfenbÃ¼ttel Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics) Book Series 0
0,Rudnik M. use lego mindstorm create model surgical robot arm education medical student  aim work assess use legobase robotic education medical student train specialized robotic surgery simulator available small group specialist lego mindstorm use create model surgical robot arm model control specially prepare panel create labview functionality model surgical robot arm allow people use robot become familiar basic operation medical student use arm able observe structural problem stiffness construction utility range movement limitation motion force control use different robotic manipulator use modular computer programming language modular building platform problem lego education contribute development critical thinking problem solve skill useful physician work ar Uniwersytet JagielloÅski w Krakowie Bio-Algorithms and Med-Systems Journal 0
,Angarita A. increase virtual reality immersion smartwatch low limb motion tracking  virtual reality locomotion subject study play important role affect immersion presence walking constitute challenging interaction virtual reality installment complex task recreate approach focus input device employ diverse technology include robotic omnidirectional treadmills reorientation track recently inertial measurement unit optical tracking lowfriction surface amongst various solution target consumerlevel vr product gain momentum vr headset become affordable create opportunity mass impact content creation entertainment tourism healthcare training education simulation application employ vr paper present development low limb virtual reality roomscale environment user walk use smartwatch tool capture walking datum without require external sensor track system preliminary study focus usability assessment gather perception use smartwatch suitable tracking tool vr installment cp Universidad Pontificia Bolivariana Communications in Computer and Information Science Book Series 0
,Almeida C. transoral robotic surgery ton emulation use highly flexible robotic system  gap progress transoral robotic surgery ton adoption training encourage industry develop variety multiplescenario endoscopic procedure without need physical environment word surgical simulation platform consequently author aim develop initial form virtual platform reproduction toss embed highly flexible robotic manipulator patient head neck threedimensional d model acquire compute tomography ct image simulate surgery platform intent provide experience inexperienced surgeon medical student way preplanne replace practice surgery outside operating room platform develop c window operate system use mobilebody sdk simulation system use two c program library open inventor mobile stage virtual system develop provide total visualization patient head neck anatomy different perspective different camera view provide movement possible robotic system reality training tool allow proper placement robot short path possible significantly influence success operation also platform efficient educational tool medical student doctor inexperienced toss ch Universidade do Minho Mechanisms and Machine Science Book Series 0
