:INCLUDE?,:doi,:title,:description,:subtype,:coverDate,:publicationName,:authkeywords,:eid,:pii,:pubmed_id,:subtypeDescription,:creator,:afid,:affilname,:affiliation_city,:affiliation_country,:author_count,:author_names,:author_ids,:author_afids,:coverDisplayDate,:issn,:source_id,:eIssn,:aggregationType,:volume,:issueIdentifier,:article_number,:pageRange,:openaccess,:fund_acr,:fund_no,:fund_sponsor,:citedby_count,:YEAR,:URL,:FULL_ARTICLE,:NOTES
SI,10.1145/3211332.3211335,MakeCode and CODAL: Intuitive and efficient embedded systems programming for education,"Across the globe, it is now commonplace for educators to engage in the making (design and development) of embedded systems in the classroom to motivate and excite their students. This new domain brings its own set of unique requirements. Historically, embedded systems development requires knowledge of low-level programming languages, local installation of compilation toolchains, device drivers, and applications. For students and educators, these requirements can introduce insurmountable barriers. We present the motivation, requirements, implementation, and evaluation of a new programming platform that enables novice users to create software for embedded systems. The platform has two major components: 1) Microsoft MakeCode (www.makecode.com), a web app that encapsulates an entire beginner IDE for microcontrollers; and 2) CODAL, an efficient component-oriented C++ runtime for microcontrollers. We show how MakeCode and CODAL provide an accessible, cross-platform, installation-free programming experience for the BBC micro:bit and other embedded devices.",ar,2018-06-19,ACM SIGPLAN Notices,classroom | education | embedded systems,2-s2.0-85084177795,,,Article,Devine J.,60026532;60023643,Microsoft Corporation;Lancaster University,Redmond;Lancaster,United States;United Kingdom,6,"Devine, James;Finney, Joe;De Halleux, Peli;Moskal, Michał;Ball, Thomas;Hodges, Steve",57202452071;7101854678;24461416400;23486057200;7102130944;15044574300,60023643;60023643;60026532;60026532;60026532;60026532,19 June 2018,15232867,19700185000,,Journal,53,6,,19-30,1,,undefined,,3,2018,https://dl.acm.org/doi/10.1145/3211332.3211335,https://drive.google.com/file/d/1_75upoGgnddf_FbuHi4xK5v4FktrWba3/view?usp=sharing,
NO,10.13973/j.cnki.robot.180164,Demonstration Programming and Optimization Method of Cooperative Robot Based on Multi-Source Information Fusion,"In order to solve the problems of complex assembly and learning process of robot and high requirements for the programming technology, an implicit interaction method based on the fusion of forearm sEMG (surface electromyography) and inertial multi-source information is proposed to realize robot demonstration programming. Based on the assembly experience obtained from the demonstration learning by presenters, a multiple deep deterministic policy gradient (M-DDPG) algorithm is proposed to modify the assembly parameters in order to improve the adaptability to the changes of assembly objects and environment. On the basis of demonstration programming, reinforcement learning is carried out to ensure that the robot performs its tasks stably. In demonstration programming experiment, an improved PCNN (parallel convolution neural network) is proposed, named 1-D PCNN (1D-PCNN), which automatically extracts feature inertia and EMG through 1-dimensional convolution and pooling and enhances the generalization performance and accuracy of gesture recognition. In the demonstration reproduction experiment, the Gaussian mixture model (GMM) is used to statistically encode the demo data, and Gaussian mixture regression (GMR) is used to reproduce the robot's trajectory and eliminate noise points. Finally, the environmental changes in the X-axis and Y-axis directions are acquired respectively with Primesense Carmine camera by using the fusion tracking algorithm based on the frame difference method and the multiple kernel correlation filter (MKCF) algorithm. Two identical network structures are used to concurrently carry out the deep reinforcement learning of continuous processes. When the relative position of the peg and hole changes, the robotic arm can automatically adjust the end-effector position according to the generalization strategy model learned by reinforcement learning so as to realize the demonstration learning of the peg-in-hole assembly.",ar,2018-07-01,Jiqiren/Robot,Deep learning | Demonstration programming | Implicit HCI (human-computer interaction) | Multi-source information fusion | Reinforcement learning,2-s2.0-85055471712,,,Article,Wang F.,60118700;60031863,Faculty of Robot Science and Engineering;Northeastern University,Shenyang;Shenyang,China;China,4,"Wang, Fei;Qi, Huan;Zhou, Xingqun;Wang, Jianhui",56835458100;57208494285;57207144722;55904629000,60118700;60031863;60031863;60031863,1 July 2018,10020446,18056,,Journal,40,4,,551-559,0,,undefined,,2,2018,https://doi.org/10.13973/j.cnki.robot.180164,,Excluido por no educación
NO,10.1109/LRA.2018.2801479,A Solution to Time-Varying Markov Decision Processes,"We consider a decision-making problem where the environment varies both in space and time. Such problems arise naturally when considering, e.g., the navigation of an underwater robot amidst ocean currents or the navigation of an aerial vehicle in wind. To model such spatiotemporal variation, we extend the standard Markov decision process (MDP) to a new framework called the time-varying Markov decision process (TVMDP). The TVMDP has a time-varying state transition model and transforms the standard MDP that considers only immediate and static uncertainty descriptions of state transitions, to a framework that is able to adapt to future time-varying transition dynamics over some horizon. We show how to solve a TVMDP via a redesign of the MDP value propagation mechanisms by incorporating the introduced dynamics along the temporal dimension. We validate our framework in a marine robotics navigation setting using spatiotemporal ocean data and show that it outperforms prior efforts.",ar,2018-07-01,IEEE Robotics and Automation Letters,AI-based methods | marine robotics | motion and path planning,2-s2.0-85060317628,,,Article,Liu L.,60029311;60021121,University of Southern California;Indiana University Bloomington,Los Angeles;Bloomington,United States;United States,2,"Liu, Lantao;Sukhatme, Gaurav S.",56093079100;7003730870,60021121;60029311,July 2018,,21100900379,23773766,Journal,3,3,,1631-1638,1,NSF,1619319,National Science Foundation,17,2018,https://ieeexplore.ieee.org/document/8279444,,Excluido por nada que ver
NO,10.13973/j.cnki.robot.180139,Personalized Gait Planning Method for the Lower-Limb Rehabilitation Training Robot with the Physiotherapist Interaction,"A gait planning method for the lower-limb rehabilitation training robot with the physiotherapist interaction is proposed to solve the problems of individual differences and pathological conditions for stroke patients. In the complex environment where the physiotherapist, the body weight support treadmill training robot and the patient coexist, the physiotherapist wears on the master exoskeleton mechanism and walks directly to plan the space-time gait parameters. It integrates rehabilitation experience of the physiotherapist and the assessment of patients. Firstly, the kinematics model is established based on the screw theory, and the motion mapping is realized from the physiotherapist space to the robot space. Then, the joint moving trajectories of the robot, the gravity adjustment trajectory of the weight support mechanism and the walking velocity of the treadmill are planned as a whole. Finally, the effectiveness of the space-time gait planning method is verified by real-time acquisition of the physiotherapist gait parameters, motion mapping test and robot trajectory tracking tests. Results show that the planning angles of the hip and knee joints are in the range of human joint motion, and the angular velocities of the joints are smooth. The joint trajectory planning and gravity adjustment planning conform to the physiological characteristics of human walking. The participation of the physiotherapist achieves personalized gait planning in the progressive rehabilitation training.",ar,2018-07-01,Jiqiren/Robot,Human-machine interaction | Lower-limb rehabilitation training robot | Motion mapping | Screw theory | Space-time gait planning,2-s2.0-85055544839,,,Article,Guo B.,60073587;119127198;116449622,Henan University of Science and Technology;Henan Provincial Key Laboratory of Robotics and Intelligent Systems;Collaborative Innovation Center of Machinery Equipment Advanced Manufacturing of Henan Province,"Luoyang;Luoyang;Luoyang, Henan",China;China;China,5,"Guo, Bingjing;Han, Jianhai;Li, Xiangpan;Zhang, Yanbin;You, Aimin",57186085600;16232750100;56103283100;35249988200;57191095031,60073587-119127198;60073587-119127198-116449622;60073587-119127198;60073587-119127198-116449622;60073587,1 July 2018,10020446,18056,,Journal,40,4,,,0,,undefined,,1,2018,https://doi.org/10.13973/j.cnki.robot.180139,,Excluido por nada que ver (healthcare)
NO,10.1109/LRA.2018.2800031,Vision-Based Online Adaptation of Motion Primitives to Dynamic Surfaces: Application to an Interactive Robotic Wiping Task,"Elderly or disabled people usually need augmented nursing attention both in home and clinical environments, especially to perform bathing activities. The development of an assistive robotic bath system, which constitutes a central motivation of this letter, would increase the independence and safety of this procedure, ameliorating in this way the everyday life for this group of people. In general terms, the main goal of this letter is to enable natural, physical human-robot interaction, involving human-friendly and user-adaptive online robot motion planning and interaction control. For this purpose, we employ imitation learning using a leader-follower framework called coordinate change dynamic movement primitives (CC-DMP), in order to incorporate the expertise of professional carers for bathing sequences. In this letter, we propose a vision-based washing system, combining CC-DMP framework with a perception-based controller, to adapt the motion of robot's end effector on moving and deformable surfaces, such as a human body part. The controller guarantees globally uniformly asymptotic convergence to the leader movement primitive while ensuring avoidance of restricted areas, such as sensitive skin body areas. We experimentally tested our approach on a setup including the humanoid robot ARMAR-III and a Kinect v2 camera. The robot executes motions learned from the publicly available KIT whole-body human motion database, achieving good tracking performance in challenging interactive task scenarios.",ar,2018-07-01,IEEE Robotics and Automation Letters,human-centered robotics | learning and adaptive systems | Motion and path planning,2-s2.0-85063306812,,,Article,Dometios A.C.,60102538;60002947,Karlsruher Institut für Technologie;National Technical University of Athens,Karlsruhe;Athens,Germany;Greece,5,"Dometios, Athanasios C.;Zhou, You;Papageorgiou, Xanthi S.;Tzafestas, Costas S.;Asfour, Tamim",56043770000;57192426317;8532478500;6701475189;15724268700,60002947;60102538;60002947;60002947;60102538,July 2018,,21100900379,23773766,Journal,3,3,,1410-1417,0,H2020,643666,Horizon 2020 Framework Programme,8,2018,https://ieeexplore.ieee.org/document/8276623,,Excluido por no educación
NO,10.2316/Journal.206.2018.4.206-5084,Reinforcement learning and ega-based trajectory planning for dual robots,"In robot drilling processes, generating a smooth drilling trajectory is an important issue to guarantee well-drilling performance. This paper proposed a Markov reinforcement learning model and an improved genetic algorithm optimization model to solve such problems. Compared with several common global optimization algorithms, the proposed Markov decision process (MDP) surrogated greedy policy is more effective and accurate in dealing such sequential small-scale decision-making problems under uncertainties. The proposed MDP model is used to generate drilling trajectory in Cartesian space, where quintic splines were applied on motion planning of the tool centre point. Inverse kinematics in the joint space is applied to generate a high smooth trajectory. The damped reciprocals method is used to avoid the singularities generated in motion. The minimum-time motion planning has been discussed based on the combination of elitist genetic algorithm (EGA) and inverse kinematics. At the same time, the kinetic constraints of the axes were set during the movement of the robot manipulators. Simulation results for the 6-DOF serial robots also demonstrate good motion performance and the effectiveness on account of EGA.",ar,2018-07-26,International Journal of Robotics and Automation,Dual-robot cooperation | Elitist genetic algorithm | Markov decision process | Reinforcement learning | Trajectory planning,2-s2.0-85050679106,,,Article,Liu Y.,60004538,Dalian University of Technology,Dalian,China,4,"Liu, Yi;Cong, Ming;Dong, Hang;Liu, Dong",57192563871;16306181000;56924174500;57137089900,60004538;60004538;60004538;60004538,26 July 2018,8268185,25482,,Journal,33,4,,367-378,0,NSFC,51575078,National Natural Science Foundation of China,3,2018,https://www.actapress.com/PaperInfo.aspx?paperId=45810,,Excluido por machine learning
NO,10.1115/1.4040226,Using Hands-On Physical Computing Projects to Teach Computer Programming to Biomedical Engineering Students,"Rapid advancements in the multidisciplinary field of biomedical engineering (BME) require competitive engineers with skill sets in a broad range of subjects including biology, physiology, mechanics, circuits, and programming. Accordingly, such a need should be reflected in the training of BME students. Among those skills, computer programming is an essential tool that is used in a wide variety of applications. In this paper, we have provided our experience in incorporating project-based learning, a promising approach in active learning, for teaching computer programming to BME students. We describe a low-cost method for using physical, hands-on computing that directly relates to BME. Additionally, we detail our efforts to teach multiple programming languages in one semester and provide a detailed analysis of the outcomes. We also provide basic materials for other instructors to adapt to fit their own needs.",ar,2018-08-01,Journal of Biomechanical Engineering,,2-s2.0-85050211442,,30003254,Article,Ham T.,60032143,University of Akron,Akron,United States,4,"Ham, Trevor;Rezvanifar, S. Cyrus;Thomas, Vineet S.;Amini, Rouzbeh",57147318000;57196468250;57199147560;36069086000,60032143;60032143;60032143;60032143,1 August 2018,1480731,15845,15288951,Journal,140,8,81007,,0,UA,undefined,University of Akron,1,2018,https://asmedigitalcollection.asme.org/biomechanical/article-abstract/140/8/081007/424586/Using-Hands-On-Physical-Computing-Projects-to?redirectedFrom=fulltext,https://drive.google.com/file/d/1CkrHuuFz5Lcw50jFKxYl89wBgtyZfppN/view?usp=sharing,"Mencionan en el abstract que trataron de enseñar múltiples lenguajes de programación, revisar si alguno de ellos es una herramienta específica para robótica educativa

Usaron matlab y el entorno de arduino, al que llamaron AIDE (Arduino IDE) y me costó un huevo entender a qué se referían...

Excluido por no proponer un entorno de programación para robótica educativa. Arduino IDE no cuenta como robótica educativa"
NO,10.1007/s00521-016-2717-6,Chaotic metaheuristic algorithms for learning and reproduction of robot motion trajectories,"Most of today’s mobile robots operate in controlled environments prone to various unpredictable conditions. Programming or reprogramming of such systems is time-consuming and requires significant efforts by number of experts. One of the solutions to this problem is to enable the robot to learn from human teacher through demonstrations or observations. This paper presents novel approach that integrates Learning from Demonstrations methodology and chaotic bioinspired optimization algorithms for reproduction of desired motion trajectories. Demonstrations of the different trajectories to reproduce are gathered by human teacher while teleoperating the mobile robot in working environment. The learning (optimization) goal is to produce such sequence of mobile robot actuator commands that generate minimal error in the final robot pose. Four different chaotic methods are implemented, namely chaotic Bat Algorithm, chaotic Firefly Algorithm, chaotic Accelerated Particle Swarm Optimization and newly developed chaotic Grey Wolf Optimizer (CGWO). In order to determine the best map for CGWO, this algorithm is tested on ten benchmark problems using ten well-known chaotic maps. Simulations compare aforementioned algorithms in reproduction of two complex motion trajectories with different length and shape. Moreover, these tests include variation of population in swarm and demonstration examples. Real-world experiment on a nonholonomic mobile robot in indoor environment proves the applicability of the proposed approach.",ar,2018-08-01,Neural Computing and Applications,Bat Algorithm | Bioinspired algorithms | Chaos | Firefly Algorithm | Grey Wolf Optimizer | Learning from Demonstration | Metaheuristic optimization | Mobile robot | Particle Swarm Optimization,2-s2.0-85000997254,,,Article,Mitić M.,60068815,University of Belgrade,Belgrade,Serbia,4,"Mitić, Marko;Vuković, Najdan;Petrović, Milica;Miljković, Zoran",55149778100;55240426700;56745016500;23667778000,60068815;60068815;60068815;60068815,1 August 2018,9410643,24800,,Journal,30,4,,1065-1083,0,MPNTR,TR35004,"Ministarstvo Prosvete, Nauke i Tehnološkog Razvoja",14,2018,https://link.springer.com/article/10.1007%2Fs00521-016-2717-6,,Excluido por no educación
NO,10.1002/rob.21767,Data-driven learning and planning for environmental sampling,"Robots such as autonomous underwater vehicles (AUVs) and autonomous surface vehicles (ASVs) have been used for sensing and monitoring aquatic environments such as oceans and lakes. Environmental sampling is a challenging task because the environmental attributes to be observed can vary both spatially and temporally, and the target environment is usually a large and continuous domain whereas the sampling data are typically sparse and limited. The challenges require that the sampling method must be informative and efficient enough to catch up with the environmental dynamics. In this paper, we present a planning and learning method that enables a sampling robot to perform persistent monitoring tasks by learning and refining a dynamic “data map” that models a spatiotemporal environment attribute such as ocean salinity content. Our environmental sampling framework consists of two components: To maximize the information collected, we propose an informative planning component that efficiently generates sampling waypoints that contain the maximal information; to alleviate the computational bottleneck caused by large-scale data accumulated, we develop a component based on a sparse Gaussian process whose hyperparameters are learned online by taking advantage of only a subset of data that provides the greatest contribution. We validate our method with both simulations running on real ocean data and field trials with an ASV in a lake environment. Our experiments show that the proposed framework is both accurate in learning the environmental data map and efficient in catching up with the dynamic environmental changes.",ar,2018-08-01,Journal of Field Robotics,environmental monitoring | Gaussian process | informative planning | learning | marine robotics,2-s2.0-85035001913,,,Article,Ma K.C.,60029311;60010875,"University of Southern California;Luddy School of Informatics, Computing, and Engineering",Los Angeles;Bloomington,United States;United States,4,"Ma, Kai Chieh;Liu, Lantao;Heidarsson, Hordur K.;Sukhatme, Gaurav S.",57192423086;56093079100;35107506200;7003730870,60029311;60010875;60029311;60029311,August 2018,15564959,4700152301,15564967,Journal,35,5,,643-661,1,NSF,2017-67007-26154,National Science Foundation,33,2018,https://onlinelibrary.wiley.com/doi/10.1002/rob.21767,,Excluido por no educación
NO,10.1080/09720529.2018.1526405,Sports mental behaviours of college students based on cluster analysis,"To improve the sports mental behaviours of college students is a subject that should be studied for every physical education teacher in colleges. Cluster analysis can classify samples and help the teachers to adopt the hierarchical teaching model to improve the sports mental behaviours. This paper analyses the necessity of cluster analysis of sports mental behaviours of college students and elaborates the concept and methods of cluster analysis. The process of sports mental behaviours classification of college students based on cluster analysis include four steps of indexes selection, data collection, clustering analysis and result analysis. According to the different psychological behaviour of college students, we use cluster analysis to classify the students into class A, class B and class C to use different kinds of teaching methods for different kinds of students. The cluster analysis based on the psychological behaviour of college students has important reference significance for improving the quality of physical education in colleges.",ar,2018-08-18,Journal of Discrete Mathematical Sciences and Cryptography,Cluster analysis | College students | Sports mental behaviours,2-s2.0-85055895243,,,Article,Li T.,60073720;60033270,Henan Institute of Science and Technology;Wonkwang University,Xinxiang;Iksan,China;South Korea,1,"Li, Ting",57204511759,60073720-60033270,18 August 2018,9720529,19700186892,,Journal,21,6,,1299-1304,0,,2017SJGLX390,,0,2018,https://www.tandfonline.com/doi/abs/10.1080/09720529.2018.1526405,,Excluido por nada que ver
NO,10.13195/j.kzyjc.2017.0620,Mobile robot autonomous path planning method based on intrinsic motivation mechanism,"Based on the intrinsic motivation mechanism, this paper builds up a new kind of path planning method. The curiosity function existing in such a mechanism is extended from state-based to motion-based, and the corresponding motion choosing mechanism is designed, which is more biologically explicable. The energy function of the mobile robot under the environment with obstacles is designed, which is used to decide the learning direction. Simulation results show that the proposed path planning method can help the robot learn its environment, and achieve obstacle-free navigation from any start position. What is more, the energy function is environment independent, and even though the target position changes, the robot can still complete the tasks through relearning, which proves that the proposed method is with high autonomy and not task specific.",ar,2018-09-01,Kongzhi yu Juece/Control and Decision,Intrinsic motivation | Mobile robot | Operant conditioning | Path planning,2-s2.0-85059076455,,,Article,Zhang X.,60022281,Beijing University of Technology,Beijing,China,5,"Zhang, Xiao Ping;Ruan, Xiao Gang;Xiao, Yao;Sie, Quattara;Chai, Jie",55888841000;7102376701;56502713900;57205210987;57203962715,60022281;60022281;60022281;60022281;60022281,1 September 2018,10010920,79015,,Journal,33,9,,1605-1611,0,,undefined,,3,2018,https://doi.org/10.13195/j.kzyjc.2017.0620,,Excluido por no robótica educativa
NO,10.1109/JPROC.2018.2849003,SMC: Satisfiability Modulo Convex Programming,"The design of cyber-physical systems (CPSs) requires methods and tools that can efficiently reason about the interaction between discrete models, e.g., representing the behaviors of 'cyber' components, and continuous models of physical processes. Boolean methods such as satisfiability (SAT) solving are successful in tackling large combinatorial search problems for the design and verification of hardware and software components. On the other hand, problems in control, communications, signal processing, and machine learning often rely on convex programming as a powerful solution engine. However, despite their strengths, neither approach would work in isolation for CPSs. In this paper, we present a new satisfiability modulo convex programming (SMC) framework that integrates SAT solving and convex optimization to efficiently reason about Boolean and convex constraints at the same time. We exploit the properties of a class of logic formulas over Boolean and nonlinear real predicates, termed monotone satisfiability modulo convex formulas, whose satisfiability can be checked via a finite number of convex programs. Following the lazy satisfiability modulo theory (SMT) paradigm, we develop a new decision procedure for monotone SMC formulas, which coordinates SAT solving and convex programming to provide a satisfying assignment or determine that the formula is unsatisfiable. A key step in our coordination scheme is the efficient generation of succinct infeasibility proofs for inconsistent constraints that can support conflict-driven learning and accelerate the search. We demonstrate our approach on different CPS design problems, including spacecraft docking mission control, robotic motion planning, and secure state estimation. We show that SMC can handle more complex problem instances than state-of-the-art alternative techniques based on SMT solving and mixed integer convex programming.",ar,2018-09-01,Proceedings of the IEEE,Cyber-physical systems | system verification | system-level design,2-s2.0-85051405342,,,Article,Shoukry Y.,60121438;60078684;60029311;60027550;60025038;60006297,"Department of Electrical Engineering and Computer Sciences;A. James Clark School of Engineering;University of Southern California;University of California, Los Angeles;University of California, Berkeley;University of Pennsylvania",Berkeley;College Park;Los Angeles;Los Angeles;Berkeley;Philadelphia,United States;United States;United States;United States;United States;United States,6,"Shoukry, Yasser;Nuzzo, Pierluigi;Sangiovanni-Vincentelli, Alberto L.;Seshia, Sanjit A.;Pappas, George J.;Tabuada, Paulo",35776891900;15049691600;35513835900;56434045800;57203254826;6603754297,60027550-60025038-60078684;60029311;60121438;60121438;60006297;60027550,September 2018,189219,17915,15582256,Journal,106,9,8428633,1655-1679,1,NSF,1136174,National Science Foundation,21,2018,https://ieeexplore.ieee.org/document/8428633,,Excluido por no robótica educativa
NO,10.17851/1983-3652.11.3.317-330,Free robotics and the teaching of physics and programming: Developing an electronic music keyboard,"Robotics has been used in some researches as an innovative technological resource for Education, so that Free Robotics has been contributing to be more accessible and allow schools to work with this technology from the reuse of materials, low cost materials and free software. From the concepts defended by the Free Robotics, an electric musical keyboard was developed with the aim of providing more creative and interactive educational activities, so the students could acquire some more knowledge of Physics and Programming related to the prototype. This equipment has been developed by three high school students in public school, with the collaboration of a student of the Federal University of Paraíba - Brazil. From the use of participant observation as a research tool, it was verified that this type of pedagogical practice using Robotics as a resource favors the teaching of such subjects, in addition to providing a reflection of the students in relation to the awareness about consumerism and discarding of materials. In this way, Robotics can be a good innovative tool to be used in schools, as well as changing the posture of students as citizens.",ar,2018-09-01,Texto Livre,Arduino | Free robotics | Physics teaching | Programming | Technology,2-s2.0-85067572832,,,Article,Marques de Andrade T.G.,60011324;60000958;115892485,Universidade Federal da Paraíba;Universidade Federal Rural de Pernambuco;Instituto Federal da Paraíba,Joao Pessoa;Recife;Cajazeiras,Brazil;Brazil;Brazil,7,"Marques de Andrade, Thais Gabrielly;Santos Vicente, Zaíne Raquel;Lemos Leite, Heryverton Araújo;Chaves Cabral, Ana Paula;Baldow, Rodrigo;Rocha, Nady;Carneiro Leão, Marcelo Brito",57209367270;57209366694;57209361840;57209363769;57209364184;14632371500;56341039500,60011324;60011324;115892485;60011324;60000958;60011324;60000958,September 2018,,21100833036,19833652,Journal,11,3,,317-330,1,ANR,undefined,Agence Nationale de la Recherche,0,2018,https://doi.org/10.17851/1983-3652.11.3.317-330,,Excluido por no estar en inglés o español
SI,10.1002/cae.21966,European Robotics Week to introduce robotics and promote engineering,"We present an activity framed within the European Robotics Week event. Robotics and computational practice are ideal tools for developing science, technology, engineering, and mathematics (STEM) pedagogy. A modular and adaptive hands-on workshop is described in detail. The workshop is based on multiplatform educational robotics content as a first step into the robotics world. Three educational tools are used to introduce examples of robotics applications. The operational details, materials, and examples of activities for selected modules are presented with the expectation that all teachers can adapt these activities to their classes. Despite the small number of students, the experience delivered results that might be useful for other instructors to promote workshops with similar or identical content to generate further benefits. This study demonstrates that it is important to combine theory and practice and include fun tasks that intertwine the challenges of applying theory to problem solving. Furthermore, the results show how the same content can be deployed using three different robotics education tools.",ar,2018-09-01,Computer Applications in Engineering Education,education | programming | robotics | STEM,2-s2.0-85053839343,,,Article,Plaza P.,60028711,Universidad Nacional de Educacion a Distancia,Madrid,Spain,6,"Plaza, Pedro;Sancristobal, Elio;Carro, German;Garcia-Loro, Felix;Blazquez, Manuel;Castro, Manuel",57191608645;6508164379;36245883600;56141440900;34871348500;26643374700,60028711;60028711;60028711;60028711;60028711;60028711,September 2018,10613773,18156,10990542,Journal,26,5,,1068-1080,0,ICTS,561727-EPP-1-2015-1-BG-EPPKA2-CBHE-JP,International Centre for Theoretical Sciences,18,2018,https://onlinelibrary.wiley.com/doi/10.1002/cae.21966,https://drive.google.com/file/d/1ZXmPMgrRTJyopqHNn-hMQb1eDhWu8l4a/view?usp=sharing,"Pareciera que mencionan varias herramientas, revisar...
Los ejercicios parecen medio demasiado sencillos, creo que lo más complicado fue un semáforo

Usaron Scratch, Crumble (creo que es un kit de robótica con interfaz de programación propia), y Arduino:
""This operating system was chosen for its compatibility with Scratch, Crumble, and Arduino because these items do not require resources such as high microprocessor speeds or large amounts of random access memory (RAM).""
""In conclusion, this work shows that Scratch, Crumble, and Arduino are well-suited choices for introducing robotics in an inexpensive, simple, and convenient manner such that users can develop scalable concepts. Moreover, the participants find programming with Scratch, Crumble, and Arduino to be an enjoyable activity while they acquire familiarity with STEM concepts."""
SI,10.1016/j.ijcci.2018.03.002,Physical computing with plug-and-play toolkits:Key recommendations for collaborative learning implementations,"Physical computing toolkits have long been used in educational contexts to learn about computational concepts by engaging in the making of interactive projects. This paper presents a comprehensive toolkit that can help educators teach programming with an emphasis on collaboration, and provides suggestions for its effective pedagogical implementation. The toolkit comprises the Talkoo kit with physical computing plug-and-play modules and a visual programming environment. The key suggestions are inspired by the results of the evaluation studies which show that children (aged 14–18 in a sample group of 34 students) are well motivated when working with the toolkit but lack confidence in the kit's support for collaborative learning. If the intention is to move beyond tools and code in computer education to community and context, thus encouraging computational participation, collaboration should be considered as a key aspect of physical computing activities. Our approach expands the field of programming with physical computing for teenage children with a focus on empowering teachers and students with not only a kit but also its appropriate classroom implementation for collaborative learning.",ar,2018-09-01,International Journal of Child-Computer Interaction,Collaborative learning | Education | Motivation | Physical computing | Programming | Toolkit,2-s2.0-85045182549,S2212868917300351,,Article,Katterfeldt E.S.,60008293;60007905;60006242;120513014,Universität Bremen;Malmö Högskola;UCL Institute of Education;Arduino Verkstad AB Malmö,Bremen;Malmo;London;,Germany;Sweden;United Kingdom;Sweden,4,"Katterfeldt, Eva Sophie;Cukurova, Mutlu;Spikol, Daniel;Cuartielles, David",35183217100;56904209900;24345016200;16238266600,60008293;60006242;60007905;120513014,September 2018,22128689,21100228541,,Journal,17,,,72-82,0,FP7,619738,Seventh Framework Programme,14,2018,https://www.sciencedirect.com/science/article/abs/pii/S2212868917300351?via%3Dihub,https://drive.google.com/file/d/1kq2lLj8RM6qshB8qrxC9KbbfjA0kwDyj/view?usp=sharing,
NO,10.1109/TASE.2017.2783342,MASD: A Multimodal Assembly Skill Decoding System for Robot Programming by Demonstration,"Programming by demonstration (PBD) transforms the robot programming from the code level to automated interface between robot and human, promoting the flexibility of robotized automation. In this paper, we focus on programming the industrial robot for assembly tasks by parsing the human demonstration into a series of assembly skills and compiling the skill to the robot executables. To achieve this goal, an identification system using multimodal information to recognize the assembly skill, called MASD, is proposed including: 1) an initial learning stage using a hierarchical model to recognize the action by considering the features from action-object effect, gesture, and trajectory and 2) a retrospective thinking stage using a segmentation method to cut the continuous demonstrations into multiple assembly skills optimally. Using MASD, the demonstration of assembly tasks can be explained with high accuracy in real time, driving a hypothesis that a PBD system on the top of MASD can be extended to more realistic assembly tasks beyond pure positional moving and picking. In experiments, the skill identification module is used to recognize the five kinds of assembly skills in demonstrations of both single and multiple assembly skills, and outperforms the comparative action identification methods. Besides integrated with the MASD, the PBD system can generate the program based on the demonstration and successfully enable an ABB industrial robotic arm simulator to assemble a flashlight and a switch, verifying the initial hypothesis. Note to Practitioners - In the conventional robotized automation, the key role of the robot mainly owes to its capacity for repeating a wide variety of tasks with high speed and accuracy in long term, with a cost of days to months of programming for deployment. On the other hand, the new trend of customization brings the new characteristics: production in short cycle and small volume. This irreversible momentum urges the robot to switch from task to task efficiently. The biggest bottleneck here is the tedious programming, which also has high prerequisites for most practitioners in manufacturing. This situation motivates the development of a PBD system that can understand the assembly skills performed by the human experts in the demonstration and accordingly generate the program for robot's execution of the taught task. In this paper, we present a skill decoding system to parse the observational raw demonstration into symbolic sequences, which is the crucial bridge to enable the automatic programming. The system achieves high performance in recognition and is tailored for the PBD in assembly tasks by considering both advantages and disadvantages in the background of assembly, such as controllable environment and limited computational resources. It is particularly useful for assembly tasks with modularized actions based on a set of standard parts. At the perspective of industrial application, the PBD upon the proposed system is a promising solution to improve the flexibility of manufacture, which is expected to be true in midterm but an important step toward this goal.",ar,2018-10-01,IEEE Transactions on Automation Science and Engineering,Activity recognition | robot learning | robot programming,2-s2.0-85040942552,,,Article,Wang Y.,60117978;60102726,"State Key Laboratory of Industrial Control Technology;ABB Group, China",Hangzhou;Beijing,China;China,6,"Wang, Yue;Jiao, Yanmei;Xiong, Rong;Yu, Hongsheng;Zhang, Jiafan;Liu, Yong",57200067965;57216352160;7102951376;57200333651;55870821300;56011543900,60117978;60117978;60117978;60117978;60102726;60117978,October 2018,15455955,17340,,Journal,15,4,8263146,1722-1734,0,NSFC,61473258,National Natural Science Foundation of China,10,2018,https://ieeexplore.ieee.org/document/8263146,,Excluido por no educación
