doi,subtype,creator,affilname,publicationName,aggregationType,include?,proc_pubmed_id,proc_abstract,proc_title
10.1109/TAMD.2015.2427233,ar,Worgotter F.,Bernstein Center for Computational Neuroscience GÃ¶ttingen,IEEE Transactions on Autonomous Mental Development,Journal,0,0,human also robot learn improv behavior without exist knowledg learn either need explor thus slow ordo efficientit need reli supervis may alway avail howev knowledg base exist agent make use improv learn effici speed happen children age around three quick begin assimil new inform make guid guess fit prior knowledg effici generat learn mechan sens exist knowledg general asset unexplor novel domain far generat learn employ robot robot learn remain slow tedious process goal current studi devis first time general framework generat process improv learn appli differ level robot cognit architectur end introduc concept structur bootstrappingborrow modifi child languag acquisitionto defin probabilist process use exist knowledg togeth new observ supplement robot databas miss inform plan object well actionrelev entiti kitchen scenario use exampl make batter pour mix two compon show agent effici acquir new knowledg plan oper object well requir motor pattern stir structur bootstrap benchmark shown demonstr structur bootstrap improv perform,structur bootstrappinga novel generat mechan faster effici acquisit actionknowledg
10.1109/TRO.2015.2409912,ar,Song D.,The Royal Institute of Technology (KTH),IEEE Transactions on Robotics,Journal,0,0,grasp manipul everyday object goaldirect manner import abil servic robot robot need reason task requir ground sensorimotor inform grasp interact object challeng realworld scenario sensorimotor uncertainti preval paper present probabilist framework represent model robotgrasp task framework consist gaussian mixtur model generic data discret discret bayesian network encod probabilist relat among various taskrelev variabl includ object action featur well task constraint evalu framework use grasp databas generat simul environ includ human two robot hand model generat model approach allow predict grasp task given uncertain sensori data well object grasp select taskori manner furthermor graphic model framework provid insight depend variabl featur relev object grasp,taskbas robot grasp plan use probabilist infer
10.5772/60093,ar,Lin H.I.,National Taipei University of Technology,International Journal of Advanced Robotic Systems,Journal,0,0,program robot human demonstr intuit approach especi gestur robot pickandplac task wide use industri factori paper propos framework learn robot pickandplac task understand human hand gestur propos framework compos modul gestur recognit modul robot behaviour control modul gestur recognit transport empti te transport load tl grasp g releas rl gilbreth therblig hand gestur recogn convolut neural network cnn adopt recogn gestur camera imag achiev robust perform skin model gaussian mixtur model mm use filter nonskin colour imag calibr posit orient appli obtain neutral hand pose train test cnn modul robot behaviour control correspond robot motion primit te tl g rl respect implement robot manag primit robot system behaviourbas program platform base extens agent behavior specif languag xabsl adopt xabsl provid flexibl reusabl robot primit hand motion sequenc modul gestur recognit easili use xabsl program platform implement robot pickandplac task experiment evalu seven subject perform seven hand gestur show averag recognit rate moreov xabsl program platform experi show cubestack task easili program human demonstr,understand human hand gestur learn robot pickandplac task
10.3390/s150510399,ar,Stoppe J.,German Research Center for Artificial Intelligence (DFKI),Sensors (Switzerland),Journal,0,0,complex hardwar design still increas accord moor law embed system intertwin work togeth also environ cyber physic system css streamlin develop workflow employ handl increas complex system design phase system c librari design hardwaresoftwar system enabl design quick prototyp eg distribut cps without decid particular implement detail whether implement featur hardwar softwar earli design process therebi approach reduc initi implement complex offer abstract layer build work prototyp howev system base c analyz design becom difficult task due complex languag featur avail design sever fundament differ approach analyz system design suggest work illustr sever differ system analysi approach includ specif advantag shortcom allow design pick right tool assist specif problem design system use system view fulltext,analyz system design system analysi approach vari applic
10.1109/TLA.2015.7111976,ar,GuimarÃ£es D.,Instituto Nacional de TelecomunicaÃ§Ãµes,IEEE Latin America Transactions,Journal,0,0,mani area knowledg situat model solv optim problem recurr among mathemat theori support solut problem convex optim unveil import tool main due exist algorithm whose comput solut matur lot term speed solut reliabl past year context deserv attent cv system model solv convex optim problem cv use disciplin convex program concept set convent rule permit verif convex automat convers problem instanc form direct handl embed solver tutori present cv didact manner whose object facilit learn use tool along disciplin convex program besid number exampl tutori also provid applic correspond cv code numer solut discuss,tutori cv system model solv convex optim problem
10.1007/s10270-013-0325-9,ar,Elaasar M.,IBM Canada Ltd.,Software and Systems Modeling,Journal,0,0,design pattern recur wellunderstood design fragment modeldriven engin methodolog detect occurr design pattern support activ model comprehens mainten recent explos domainspecif model languag syntax semant correspond explos approach detect design pattern much tailor mani languag difficult reus make develop generic analysi tool extrem hard generic tool howev desir reduc learn curv pattern design specifi pattern differ languag use model differ aspect system paper propos unifi approach detect design pattern mofbas model languag mof increas use defin model languag includ url bpm approach pattern model visual pattern model languag map correspond qvtrelat transform transform run input model pattern occurr detect report occurr result model approach prototyp eclips valid two larg case studi involv detect design patternsspecif subset of pattern url model subset control flow pattern bpm model result show approach adequ model complex design pattern mofbas model languag detect occurr high accuraci perform,pml approach detect design pattern mofbas model languag
10.1007/s11858-014-0623-x,ar,Khan S.,University of Calgary,ZDM Mathematics Education,Journal,0,0,wit push toward studi spatial reason princip compon mathemat compet instruct twenti first centuri argu enactiv strong explicit foi coupl organ environ action cognit sensori motor coordin provid inclus expans apt fit framework illustr fit enactiv theori learn data ongo research project involv teacher elementaryag children engag design assembl motor robot offer spatial reason consider physic context dynam bodi move space sensorimotor coordin cognit appear differ conceptu compet mathemat specif argu learner engag divers type inform dens visuospati interfac eg blueprint program icon block map research studi afford necessari experi within vast number case describ varela et al enabl develop mathemat compet,accumul experi vast number case enactiv fit framework studi spatial reason mathemat educ
10.1016/j.eswa.2014.10.053,ar,MitiÄ M.,University of Belgrade,Expert Systems with Applications,Journal,0,0,highlight propos robust bioinspir learn control approach blica mobil robot novel approach treat robot trajectori learn visual home problem first paper integr metaheurist algorithm trajectori learn problem robot first paper integr metaheurist techniqu visual home strategi robot various simul real world experi confirm applic use blica paper novel bioinspir learn control approach blica mobil robot base learn demonstr led firefli algorithm fa tomographi current target camera view develop blica consist two step first step actuat command learn use fa demonstr desir behavior ii second step obtain wheel command evalu real world experi two differ problem consid studi trajectori reproduct generat visual control command correct robot orient develop simul use evalu blica domain learn actuat command reproduct differ complex trajectori result show bigger firefli swarm produc better result term accuraci final mobil robot pose desir trajectori reproduc minim error final control iter likewis simul prove fa outperform metaheurist techniqu experi conduct real mobil robot indoor environ unifi two consid problem within singl transport task depend featur posit imag plane tomographi control forward motion blica base control robot orient correct employ experiment result show applic effect develop intellig approach real world condit,bioinspir approach learn robot motion trajectori visual control command
10.1080/01691864.2014.964314,ar,Morante S.,Universidad Carlos III de Madrid,Advanced Robotics,Journal,0,0,humanoid learn motor skill program demonstr framework allow match cinemat movement robot human continu goaldirect action cda framework complement paradigm robot imit instead cinemat paramet encod center chang action produc object featur featur measur characterist object color area etc execut action encod cda allow robotconfigur independ achiev task avoid correspond problem track object featur action execut creat trajectori dimension featur space repres object tempor state allow general recognit execut action effect environ experi perform use humanoid robot simul environ evolutionari comput use joint paramet calcul humanoid robot object generat motor trajectori lead featur trajectori equal object one one experi robot perform spatial trajectori base spatial object featur new experi robot paint wall follow color featur encod,humanoid robot imit continu goaldirect action evolutionari approach
10.1177/0278364914554471,ar,Niekum S.,The Robotics Institute;University of Massachusetts Amherst,International Journal of Robotics Research,Journal,0,0,robot exhibit flexibl behavior larg proport degre knowledg world knowledg often meticul handcod narrow class task limit scope possibl robot compet thus primari limit factor robot capabl often physic attribut robot limit time skill expert programm one way deal vast number situat environ robot face outsid laboratori provid user simpl method program robot requir skill expert reason learn demonstr led becom popular altern tradit robot program method aim provid natur mechan quick teach robot simpli show robot perform task user easili demonstr new task need without special knowledg robot unfortun led often yield littl knowledg world thus lack robust general capabl especi complex multistep task present seri algorithm draw recent advanc bayesian nonparametr statist control theori automat detect leverag repeat structur multipl level abstract demonstr data discoveri repeat structur provid critic insight task invari featur import highlevel task structur appropri skill task culmin discoveri finitest represent task compos ground skill flexibl reusabl provid robust general transfer complex multistep robot task algorithm test evalu use pr mobil manipul show success sever complex realworld task furnitur assembl,learn ground finitest represent unstructur demonstr
10.1007/s00500-014-1299-4,ar,Chen Y.,Wuhan University of Science and Technology,Soft Computing,Journal,0,0,path plan import field mobil robot howev tradit path plan techniqu optim navig path sole base model robot environ owe timevari environ robot expect launch replan procedur realtim continu slow wast comput resourc repeat decis studi new perspect adopt util knowledgedriven approach path plan concept relat state tree propos develop increment learn method base path plan knowledg base knowledg librari store collect map environment inform robot decis establish offlin onlin learn robot plan onlin movement guid optim decis retriev librari base inform match most current environ larg number simul execut verifi propos method compar kd tree novel method shown use smaller storag space higher effici,knowledgedriven path plan mobil robot relat state tree
10.1016/j.engappai.2014.11.004,ar,MartÃ­nez D.,CSIC-UPC - Instituto de Robotica e Informatica Industrial (IRII),Engineering Applications of Artificial Intelligence,Journal,0,0,paper present new approach plan highlevel manipul action clean surfac household environ like remov dirt tabl use rag drag action chang distribut dirt unpredict manner thus plan becom challeng propos defin problem use explicit uncertain action plan effect sequenc action term time howev issu tackl plan effici stochast action state becom hard predict execut action replan everi action newer percept give best result tradeoff plan time plan qualiti also import final learner integr provid adapt chang differ rag grass robot clean surfac demonstr experiment use two differ robot platform plan advantag simpl reactiv strategi accomplish complex task still provid similar perform easi task also perform experi rag grasp chang thus behaviour drag action show learn capabl allow robot doubl perform new rag grasp clean iter,plan robot manipul clean planar surfac
10.7641/CTA.2015.40630,ar,Chen Y.J.,Hunan University,Kongzhi Lilun Yu Yingyong/Control Theory and Applications,Journal,0,0,deal collis avoid target arriv servic robot work propos improv geometr learningbas plan algorithm base geometr learn plan algorithm nonholonom constraint mobil robot first introduc obtain higher plan feasibl second influenc obstacl modifi make detect obstacl effect known area reduc influenc unknown area path generat order improv poor converg perform geometr learn plan algorithm robot get close target random select point method modifi consid target first select point target appear detect area moreov adapt veloc move strategi design ensur good converg abil high effici plan final simul experiment result show improv geometr learn higher plan effici better converg abil tradit one,improv geometr learn plan servic robot dynam environ
10.1016/j.rcim.2014.08.013,ar,Navarro-Gonzalez J.L.,Center for Research and Advanced Studies of the National Polytechnic Institute (Cinvestav),Robotics and Computer-Integrated Manufacturing,Journal,0,0,highlight novel multimod assembl control mac design minim assembl inform z assembl direct demonstr knowledg refin differ bat pair assembl without need acquir anoth primit knowledg base pub robot learn new assembl improv skill experi observ reduc number pattern lower compliant forc shorter assembl trajectori mac demonstr use nonstructur environ sit process uncertainti posit geometri kit peg industri robot reliabl machin manufactur task weld paint assembl pallet sit oper tradit program oper use teach pendant pointtopoint scheme limit sens capabl industri vision system forcetorqu sens use sens capabl associ particular robot control oper system program languag today robot react environ chang specif task domain still unabl learn skill effect use current knowledg need skill unstructur environ knowledg acquir enhanc desir robot effect interact multimod realworld scenario articl present multimod assembl control mac approach emb effect enhanc knowledg industri robot work multimod manufactur scenario assembl sit oper vari shape toler learn robot use vision forc capabl resembl human oper carri oper approach consist use mac base fuzzi artman artifici neural network conjunct knowledg base robot start oper limit initi knowledg task accomplish oper robot learn skill recognis assembl part assembl them skill acquisit evalu count step complet assembl length follow assembl path compliant behaviour perform improv time robot becom expert demonstr assembl kit differ part geometri kit unknown robot begin oper therefor kit type locat orient unknown well part assembl sinc random fed conveyor belt,onlin knowledg acquisit enhanc robot assembl task
10.1155/2015/597956,ar,Dou J.,Nanjing University,Mathematical Problems in Engineering,Journal,0,0,new hybrid solut present improv effici intellig warehous multirobot system genet algorithm ga base task schedul combin reinforc learn rl base path plan mobil robot reinforc learn effect approach search collisionfre path unknown dynam environ genet algorithm simpl splendid evolutionari search method provid good solut task alloc order achiev higher effici intellig warehous system design new solut combin two techniqu provid effect altern way compar stateoftheart method simul result demonstr effect propos approach regard optim travel time overal effici intellig warehous system,genet schedul reinforc learn multirobot system intellig warehous
10.1017/S1471068415000174,ar,Blackmore C.,University of Bristol,Theory and Practice of Logic Programming,Journal,0,0,paper introduc new logicbas method optim select compil flag embed architectur particular use induct logic program ip learn logic rule relat effect compil flag specif program featur unlik earlier work aim infer humanread rule seek develop relat firstord approach automat discov relev featur rather reli vector predetermin attribut end generat data set measur execut time benchmark embed system develop board develop ip prototyp outperform current stateoftheart learn approach benchmark final combin strength current state art ip method hybrid approach reduc execut time averag case,logic program approach predict effect compil set embed softwar
10.1007/s00779-014-0774-3,ar,Sapounidis T.,Aristotle University of Thessaloniki,Personal and Ubiquitous Computing,Journal,1,0,paper present crossag studi explor children perform robot introductori program activ one tangibl one isomorph graphic system subsystem part innov system name proteam kit tangibl subsystem consist cubeshap block repres simpl advanc program structur user may interconnect cubicshap command creat robot program code graphic subsystem present onscreen isomorph tangibl program space children n five differ age group let interact pair two oper equival program subsystem scope program nxt lego robot three variabl associ children perform upon task four variabl relat perform free interact studi data analysi base comput log video record show children produc fewer error made effect debug younger children particular need less time accomplish robot program task tangibl subsystem moreov free interact elder children engag creat complic program explor differ command paramet activ tangibl case final interpret find provid advantag tangibl user interfac children introductori program discuss,evalu children perform graphic tangibl robot program tool
10.1142/S021968671550016X,ar,Leo Princely F.,National Institute of Technology Tiruchirappalli,Journal of Advanced Manufacturing Systems,Journal,0,0,case convent industri robot system oper write robotlanguag program type workpiec oner task especi workpiec differ shape paper teachingless robot system finish twodimension workpiec various shape thick use comput vision propos robot system requir shape inform workpiec includ cad data input oper workpiec shape acquir segment edg straight line circular arc imag data workpiec robotlanguag program workpiec generat automat workpiec shape data finish condit data effect propos method verifi experi use newli develop robot system method provid compact inexpens finish robot system reduc program time,teach less robot system debur workpiec various shape
10.1016/j.engappai.2015.07.004,ar,Dragone M.,Trinity College Dublin,Engineering Applications of Artificial Intelligence,Journal,0,0,robot ecolog system made sever robot devic includ mobil robot wireless sensor effector embed everyday environ cooper achiev complex task paper demonstr endow robot ecolog inform process algorithm percept learn plan novelti detect make system abl deliv modular flexibl manag depend ambient assist live all solut specif show integr selforganis cognit solut implement within eu project rubicon robot ubiquit cognit network reduc need cost preprogram mainten robot ecolog illustr solut har deliv rang assist servic coordin sens amp act capabl heterogen devic ii adapt tune overal behaviour ecolog prefer behaviour inhabit also iii deal novel event due occurr new user activ chang user habit,cognit robot ecolog approach selfconfigur evolv all system
10.1177/0278364915581505,ar,Wang J.,Boston University,International Journal of Robotics Research,Journal,0,0,paper consid problem deploy robot specif given tempor logic statement properti satisfi region larg partit environ assum robot noisi sensor actuat model motion region environ markov decis process mdp robot control problem becom find control polici maxim probabl satisfi tempor logic task mdp larg environ obtain transit probabl stateact pair well solv necessari optim problem optim polici comput intens address issu propos approxim dynam program framework base leastsquar tempor differ learn method actorcrit type framework oper sampl path robot optim random control polici respect small set paramet transit probabl obtain need simul confirm converg paramet translat approxim optim polici,tempor logic motion control use actorcrit method
10.1016/j.robot.2015.04.003,ar,Wen S.,Yanshan University,Robotics and Autonomous Systems,Journal,0,0,highlight integr ekfslam learn algorithm navig present cluster algorithm appli laser sensor data one observ foi design minim motion deviat nos walk simul experi prove propos method valid two import problem slam path plan often address independ howev essenti achiev success autonom navig paper aim integr two attribut applic humanoid robot slam problem solv ekfslam algorithm wherea path plan problem tackl via learn propos algorithm implement nao equip laser head order differenti differ landmark one observ appli cluster algorithm laser sensor data fraction order pi control foi also design minim motion deviat inher nos walk behavior algorithm test indoor environ assess perform suggest new design reliabl use autonom walk unknown environ,learn obstacl avoid algorithm base ekfslam nao autonom walk unknown environ
10.1145/2699697,ar,Yue T.,Universitetet i Oslo,ACM Transactions on Software Engineering and Methodology,Journal,0,0,transit inform requir specif natur languag structur precis specif import challeng practic particular objectori method defin context omg model driven architectur mda key step transit use case model analysi model howev provid autom support transit challeng most practic requir express natur languag much less structur kind develop artifact autom transform would enabl least generat initi like incomplet analysi model enabl autom traceabl requir code various intermedi model articl propos method tool call atoucan build exist work automat generat url analysi model compris class sequenc activ diagram use case model automat establish traceabl link model element use case model generat analysi model note goal save effort autom support replac human abstract decis make seven six case studi perform compar class sequenc diagram generat atoucan one creat expert master student train fourthyear undergradu student result show atoucan perform well regard consist eg class diagram consist complet eg class complet compar generat class diagram refer class diagram creat expert master student similar sequenc diagram automat generat atoucan high consist one devis expert also rather complet instanc messag consist complet respect statist test show atoucan signific outperform fourthyear engin student respect thus demonstr valu autom also conduct two industri case studi demonstr applic atoucan two differ industri domain result show vast major model element generat atoucan correct therefor practic model would good initi model refin augment converg toward correct complet analysi model perform analysi show execut time atoucan generat class sequenc diagram depend number simpl sentenc contain use case model remain within rang minut five differ softwar system descript use case altogeth perform evalu generat activ diagram result show atoucan generat complet correct control flow inform activ diagram averag data flow inform complet moreov show atoucan outperform three commerci tool term activ diagram generat,atoucan autom framework deriv url analysi model use case model
10.1177/0278364914557874,ar,Trautman P.,"Matrix Research, Inc.",International Journal of Robotics Research,Journal,0,0,consid problem navig mobil robot dens human crowd begin explor fundament impedi classic motion plan algorithm call freez robot problem environ surpass certain level dynam complex planner decid forward path unsaf robot freez place perform unnecessari maneuv avoid collis argu problem avoid robot anticip human cooper accord develop interact gaussian process predict densiti captur cooper collis avoid multipl goal extens model goaldriven natur human decis make valid model empir studi robot navig dens human crowd run specif test cooper model effect navig perform multipl goal interact gaussian process algorithm perform compar human teleoper crowd densiti near human stateoftheart noncoop planner exhibit unsaf behavior three time often multipl goal extens twice often basic interact gaussian process approach furthermor reactiv planner base wide use dynam window approach prove insuffici crowd densiti peopl also show noncoop planner reactiv planner captur salient characterist near dynam navig algorithm base experiment result theoret observ conclud cooper model critic safe effici robot navig dens human crowd,robot navig dens human crowd statist model experiment studi humanrobot cooper
10.1016/j.neucom.2014.05.080,ar,Leboeuf-Pasquier J.,Universidad de Guadalajara,Neurocomputing,Journal,0,0,purpos paper exhibit intern process grow function modul gfm control learn base control graphic design user interconnect four kind compon global goal act modul sens modul sensat global goal specifi intrins motiv act sens modul develop respect function sensat provid control system feedback gfm control engag learn process satisfi specifi motiv interact environ thus consid artifici brain tradit system program task replac design phase consist graphic configur interconnect gfm compon paper give descript aforement compon specif role learn base control process behavior control compon exemplifi character simpl control applic,basic grow function modul artifici brain
10.1016/j.compedu.2015.01.006,ar,Chu E.,National Yunlin University of Science and Technology,Computers and Education,Journal,0,0,highlight comput assist learn system name call propos help student complet hanson assign call includ selflearn assist collabor learn websit seri embed oper system laboratori exercis propos call enhanc student learn motiv speed learn curv call reduc teach load popular embed system consequ rise demand job market profession wellvers embed oper system loss becom one core cours comput scienc studi across world object eo cours develop student abil port modifi custom embed oper system seri laboratori exercis howev teach experi reveal beginn requir consider amount time familiar develop environ relev process oper command line interfac set environ variabl kernel configur furthermor student need constant handl compil error messag malfunct target eo incompat issu relat develop tool problem may frustrat discourag student common strategi address problem dedic hour teach hire teach assist help student progress howev none method suitabl institut limit resourc therefor paper develop computerassist learn system call computerassist learn environ call assist student assign thus motiv them call consist two part selflearn assist lat collabor learn websit cl lat softwar applic provid set use function help student perform eo laboratori exercis wherea collabor learn websit seek encourag greater interact among student experi show call expedit learn improv student motiv reduc teach load,call computerassist learn system embed os laboratori exercis
10.1016/j.rcim.2014.08.012,ar,Galambos P.,Obuda University;Magyar Tudomanyos Akademia,Robotics and Computer-Integrated Manufacturing,Journal,0,0,highlight paper identifi synergi recent advanc futur internet ict survey need highfidel virtual collabor industri robot introduc circa platform remot collabor orchestr framework show integr ontolog coginfocom method industri setup present use case exampl knowledgedriven autom scenario base circa modern manufactur system often compos varieti high custom unit specif design manufactur cell optim assembl train staff requir seri demo instal excess use cost oper resourc case compon locat differ site make orchestr whole system even difficult virtual realiti vr collabor environ offer solut enabl high fidel test train complex manufactur system hand platform difficult implement engin perspect requir provid reliabl standard interfac toward robot compon human oper circa virtual collabor arena platform softwar framework support various mean collabor use d augmentedvirtu realiti communic medium circa offer function highlevel interoper heterogen compon wide rang domain span research amp develop remot educ orchestr manag industri process manufactur applic paper provid overview industri requir behind highfidel virtual collabor demonstr circa platform meet requir use case provid illustr usabl platform,design program orchestr heterogen manufactur system vrpower remot collabor
10.1016/j.asoc.2014.09.021,ar,RodrÃ­guez-Fdez I.,Universidad de Santiago de Compostela,Applied Soft Computing Journal,Journal,0,0,highlight algorithm abl learn control embed preprocess mobil robot present quantifi fuzzi proposit model abl summar lowlevel input data use algorithm test wallfollow behavior simul real environ result show better statist signific perform propos approach also success test three real world behavior automat design control mobil robot usual requir two stage first stage sensori data preprocess transform high level meaning valu variabl usual defin expert knowledg second stage machin learn techniqu appli obtain control map high level variabl control command actual sent robot paper describ algorithm abl emb preprocess stage learn stage order get control direct start sensori raw data expert knowledg involv due high dimension sensori data approach use quantifi fuzzi rule frs abl transform lowlevel input variabl highlevel input variabl reduc dimension summar propos learn algorithm call iter quantifi fuzzi rule learn iqfrl base genet program iqfrl abl learn rule differ structur manag linguist variabl multipl granular algorithm test implement wallfollow behavior sever realist simul environ differ complex pioneer at robot two real environ result compar sever wellknown learn algorithm combin differ data preprocess techniqu show iqfrl exhibit better statist signific perform moreov three real world applic iqfrl play central role also present path object track static move obstacl avoid graphic abstract download download fullsiz imag,learn fuzzi control mobil robot embed preprocess
10.1109/MCS.2016.2602090,ar,Omidshafiei S.,Massachusetts Institute of Technology,IEEE Control Systems,Journal,0,0,plan control percept learn current research challeng multirobot system transit dynam robot may unknown stochast make difficult select best action robot must take given time observ model function robot sensor system may noisi partial mean determinist knowledg team state often imposs attain moreov action robot take may associ success rate ndor probabilist complet time robot design realworld applic requir care consider sourc uncertainti regardless control scheme plan learn algorithm use specif problem understand under mechan plan algorithm challeng due latent variabl often oper on perform test algorithm hardwar simultan use debug visual tool avail workstat difficult transit experiment implement becom especi challeng experi need replic featur softwar tool set hardwar simul visual complex environ articl detail robot prototyp platform call measur augment realiti prototyp cyberphys system marcus direct address problem allow realtim visual latent state inform aid hardwar prototyp perform test algorithm,measur augment realiti prototyp cyberphys system robot platform aid hardwar prototyp perform test algorithm
10.1109/TCDS.2016.2614992,ar,Min H.,South China University of Technology,IEEE Transactions on Cognitive and Developmental Systems,Journal,0,0,afford captur relationship robot environ term action robot abl perform notabl characterist affordancebas percept object perceiv afford eg graspabl rollabl instead ident eg name color shape afford play import role basic robot capabl recognit plan predict key challeng afford research automat discov distinct featur specifi afford onlin increment manner general featur novel environ survey provid entri point interest research includ general overview classif critic analysi exist work discuss afford use development robot open question use afford concept promis research direct,afford research development robot survey
10.1109/TSMC.2016.2531656,ar,Subagdja B.,Nanyang Technological University,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",Journal,0,0,develop complex intellig system abstract behavior function reason mechan tedious time consum paper present framework develop applic softwar system base smart autonom compon collabor develop user realiz entir system inspir teachabl approach programmingbydemonstr method robot endus develop treat intellig agent teachabl compon make system built agent serv differ function may rebuilt oper accomplish design object howev agent may also equip unbuilt socialcognit trait interact user agent order adapt oper object relationship other result adapt form group multiag system new aggreg compon approach made tackl difficulti complet program entir system allow user teach compon toward desir behavior situat context applic exemplifi novel method case domain humanlik agent virtual environ agent inhous caregiv,interact teachabl cognit agent smart build block multiag system
10.1016/j.artint.2016.07.004,ar,Leonetti M.,The University of Texas at Austin;University of Leeds,Artificial Intelligence,Journal,0,0,autom plan reinforc learn character complementari view decis make former reli previous knowledg comput latter interact world experi plan allow robot carri differ task domain without need acquir knowledg one reli strong accuraci model reinforc learn hand requir previous knowledg allow robot robust adapt environ often necessit infeas amount experi present domain approxim reinforc learn darl method take advantag plan constraint behavior agent reason choic reinforc learn adapt environ increas reliabl decis make process demonstr effect propos method servic robot carri varieti task offic build find robot make decis plan alon given model often fail make decis reinforc learn alon often can not complet task reason amount time employ darl even seed model use plan alon howev robot quick learn behavior carri task improv time adapt environ chang,synthesi autom plan reinforc learn effici robust decisionmak
10.1109/TCYB.2015.2498760,ar,Zhong C.,East China University of Science and Technology,IEEE Transactions on Cybernetics,Journal,0,0,paper propos effici wayfind strategi robot navig region environ design region spatial knowledg model rsk model regionbas wayfind algorithm ie finetocoars a fica search algorithm first rsk model imit represent environ human brain present describ search environ environ divid region repres hierarch nest structur small region group togeth form superordin region second basi rsk model fica search algorithm develop plan finetocoars rout make fine plan robot surround vicin coars plan distanc fica algorithm effect reduc comput complex enhanc effici rout search meanwhil make robot react quick user command especi largescal environ final four exhaust simul physic experi carri illustr feasibl effect propos wayfind strategi,effici finetocoars wayfind strategi robot navig region environ
10.1007/s00165-016-0382-2,ar,Kirwan R.,University of Glasgow,Formal Aspects of Computing,Journal,0,0,autonom system becom preval method verif becom wide use model check formal verif techniqu help ensur safeti autonom system case can not appli novic straight offtheshelf form order wide applic crucial sophist techniqu use present way reproduc engin verifi alik paper demonstr detail two techniqu use increas power model check use model checker spin first use embed c code within promela specif order accur reflect robot movement second use abstract togeth simul relat allow us verifi multipl environ simultan appli techniqu fair simpl system robot move fix circular environ learn avoid obstacl learn algorithm inspir way insect learn avoid obstacl respons pain signal receiv antenna crucial prove abstract sound exampl system step often omit vital formal verif wide accept use meaning approach,model check learn agent system use promela embed c code abstract
10.1007/s00530-015-0488-z,ar,Aleotti J.,UniversitÃ  di Parma,Multimedia Systems,Journal,0,0,visuohapt augment realiti system present object manipul task learn human demonstr propos system consist desktop augment realiti setup user oper haptic devic object interact user haptic devic coloc environ real object present three degre freedom haptic devic provid forc feedback adopt object interact push select translat rotat system also support physicsbas anim rigid bodi virtual object simul physic plausibl manner seem coexist real object augment realiti space algorithm calibr object recognit registr haptic render develop automat modelbas object recognit registr perform d rang data acquir move laser scanner mount robot arm sever experi perform evalu augment realiti system singleus collabor task moreov potenti system program robot manipul task demonstr investig experi show preced graph encod sequenti structur task success extract multipl user demonstr learn task execut robot system,object interact task program demonstr visuohapt augment realiti
10.2200/S00728ED1V01Y201608DCS051,ar,Dang D.,Texas Instruments,Synthesis Lectures on Digital Circuits and Systems,Book Series,0,0,book provid thorough introduct texa instrument mps microcontrol mps bit processor arm cortex mf architectur builtin float point unit core msp featur bit arm cortexmf cpu riscarchitectur process unit includ builtin dsp engin float point unit extens ultralowpow msp microcontrol famili msp featur ultralow power consumpt integr digit analog hardwar peripher msp new member msp famili provid seamless transit applic requir bit process oper frequenc mhz processor may program varieti level differ program languag includ userfriend energia rapid prototyp platform assembl languag c number c program option also avail develop start registerlevel access code develop direct configur devic regist driver librari provid standard set applic program interfac app enabl softwar develop quick manipul various peripher avail devic even higher abstract layer also avail extrem userfriend energia platform enabl even beginn quick prototyp applic msp msp launchpad support host technic data applic note train modul softwar exampl encapsul insid one handi packag call mspware avail standalon download packag well ti cloud develop site devticom featur msp may extend full line boosterpack plugin modul msp also support varieti third parti modular sensor softwar compil compani back thorough introduct mps line microcontrol program techniqu interfac concept provid along consider tutori inform mani illustr exampl chapter provid laboratori exercis appli present chapter book intend upper level undergradu cours microcontrol mechatron may also use refer capston design project practic engin alreadi familiar anoth microcontrol requir quick tutori microcontrol also find book use final middl school high school student find msp high approach via energia rapid prototyp system tabl content prefac acknowledg introduct microcontrol msp brief introduct program msp oper paramet interfac msp memori system msp power system timerel system rest interrupt analog peripher communic system msp system integr system level design author biographi index,embed system design texa instrument msp bit processor
10.1177/1729881416664078,ar,Viseras A.,Deutsches Zentrum fur Luft- Und Raumfahrt,International Journal of Advanced Robotic Systems,Journal,0,0,rapid explor random tree art proven effici plan environ popul obstacl method perform uniform sampl state space need guarante algorithm complet necessarili lead effici solut previous work shown use heurist modifi sampl strategi could incur improv algorithm perform howev heurist appli solv shortest pathplan problem propos framework allow us incorpor arbitrari heurist modifi sampl strategi accord user requir framework base learn experi specif introduc util function take contribut sampl tree construct account sampl locat increas util becom frequent idea realiz introduc ant coloni optim concept rrtrrt algorithm defin novel util function permit trade exploit versus explor state space also extend algorithm allow anytim implement scheme valid three scenario one popul multipl rectangular obstacl one consist singl narrow passag mazelik environ evalu perform term cost time find first path term evolut path qualiti number iter shown propos algorithm great outperform stateoftheart art art algorithm,plan ant
