doi,subtype,creator,affilname,publicationName,aggregationType,include?,proc_pubmed_id,proc_abstract,proc_title
10.1016/j.robot.2015.04.003,ar,Wen S.,Yanshan University,Robotics and Autonomous Systems,Journal,0,0,highlight integration ekfslam learning algorithm navigation present cluster algorithm applied laser sensor datum one observation foi design minimize motion deviation nos walk simulation experiment prove propose method valid two important problem slam path planning often address independently however essential achieve successfully autonomous navigation paper aim integrate two attribute application humanoid robot slam problem solve ekfslam algorithm whereas path planning problem tackle via learn propose algorithm implement nao equipped laser head order differentiate different landmark one observation apply cluster algorithm laser sensor datum fractional order pi controller foi also design minimize motion deviation inherent nos walk behavior algorithm test indoor environment assess performance suggest new design reliably use autonomous walking unknown environment ,learn obstacle avoidance algorithm base ekfslam nao autonomous walk unknown environment 
10.1145/2699697,ar,Yue T.,Universitetet i Oslo,ACM Transactions on Software Engineering and Methodology,Journal,0,0,transition informal requirement specification natural language structure precise specification important challenge practice particularly objectoriente method define context omg model drive architecture mda key step transition use case model analysis model however provide automate support transition challenge mostly practice requirement express natural language much less structured kind development artifact automate transformation would enable least generation initial likely incomplete analysis model enable automate traceability requirement code various intermediate model article propose method tool call atoucan build exist work automatically generate url analysis model comprise class sequence activity diagram use case model automatically establish traceability link model element use case model generate analysis model note goal save effort automate support replace human abstraction decision make seven six case study perform compare class sequence diagram generate atoucan one create expert masters student train fourthyear undergraduate student result show atoucan perform well regard consistency eg class diagram consistency completeness eg class completeness compare generate class diagram reference class diagram create expert masters student similarly sequence diagram automatically generate atoucan highly consistent one devise expert also rather complete instance message consistency completeness respectively statistical test show atoucan significantly outperform fourthyear engineering student respect thus demonstrate value automation also conduct two industrial case study demonstrate applicability atoucan two different industrial domain result show vast majority model element generate atoucan correct therefore practice model would good initial model refine augment converge towards correct complete analysis model performance analysis show execution time atoucan generate class sequence diagram dependent number simple sentence contain use case model remain within range minute five different software system description use case altogether perform evaluate generation activity diagram result show atoucan generate complete correct control flow information activity diagram average datum flow information completeness moreover show atoucan outperform three commercial tool term activity diagram generation ,atoucan automate framework derive url analysis model use case model 
10.1177/0278364914557874,ar,Trautman P.,"Matrix Research, Inc.",International Journal of Robotics Research,Journal,0,0,consider problem navigate mobile robot dense human crowd begin explore fundamental impediment classical motion planning algorithm call freeze robot problem environment surpass certain level dynamic complexity planner decide forward path unsafe robot freeze place perform unnecessary maneuver avoid collision argue problem avoid robot anticipate human cooperation accordingly develop interact gaussian process prediction density capture cooperative collision avoidance multiple goal extension model goaldriven nature human decision make validate model empirical study robot navigation dense human crowd run specifically test cooperation model effect navigation performance multiple goal interact gaussian process algorithm perform comparable human teleoperator crowd density near human stateoftheart noncooperative planner exhibit unsafe behavior three time often multiple goal extension twice often basic interact gaussian process approach furthermore reactive planner base widely use dynamic window approach prove insufficient crowd densitie people also show noncooperative planner reactive planner capture salient characteristic nearly dynamic navigation algorithm base experimental result theoretical observation conclude cooperation model critical safe efficient robot navigation dense human crowd ,robot navigation dense human crowd statistical model experimental studies humanrobot cooperation 
10.1016/j.neucom.2014.05.080,ar,Leboeuf-Pasquier J.,Universidad de Guadalajara,Neurocomputing,Journal,0,0,purpose paper exhibit internal process grow functional module gfm controller learn base controller graphically design user interconnect four kind component global goal act module sense module sensation global goal specify intrinsic motivation act sense module develop respective functionality sensation provide control system feedback gfm controller engage learning process satisfy specify motivation interact environment thus consider artificial brain traditional system programming task replace design phase consist graphically configure interconnect gfm components paper give description aforementione component specific role learn base control process behavior controller component exemplify characterization simple control application ,basic grow functional module artificial brain 
10.1016/j.compedu.2015.01.006,ar,Chu E.,National Yunlin University of Science and Technology,Computers and Education,Journal,0,0,highlight computer assist learn system name calle propose help student complete hanson assignments calle include selflearne assistant collaborative learning website series embed operate system laboratory exercise propose calle enhance student learn motivation speed learn curve calle reduce teach load popularity embed system consequently rise demand job market professional wellverse embed operating system loss become one core course computer science study across world objective eos course develop student ability port modify customize embed operate system series laboratory exercise however teach experience reveal beginner require considerable amount time familiarize development environment relevant process operate command line interface set environment variable kernel configuration furthermore student need constantly handle compiler error message malfunction target eos incompatibility issue relate development tool problem may frustrate discourage student common strategy address problem dedicate hour teaching hire teach assistant help student progress however none method suitable institution limit resource therefore paper develop computerassiste learning system call computerassiste learning environment calle assist student assignment thus motivate calle consist two part selflearne assistant lat collaborative learning website cl lat software application provide set useful function help student perform eos laboratory exercise whereas collaborative learning website seek encourage great interaction among student experiment show calle expedite learning improve student motivation reduce teaching load ,calle computerassiste learn system embed os laboratory exercise 
10.1016/j.rcim.2014.08.012,ar,Galambos P.,Obuda University;Magyar Tudomanyos Akademia,Robotics and Computer-Integrated Manufacturing,Journal,0,0,highlights paper identify synergy recent advance future internet ict survey need highfidelity virtual collaboration industrial robotic introduce circa platform remote collaboration orchestration framework show integration ontology coginfocom method industrial setup present use case example knowledgedriven automation scenario base circa modern manufacturing system often compose variety highly customize unit specifically design manufacturing cell optimization assembly training staff require series demo installation excessive use costly operational resource case component locate different site make orchestration whole system even difficult virtual reality vr collaboration environment offer solution enable high fidelity testing training complex manufacturing systems hand platform difficult implement engineering perspective require provide reliable standard interface towards robotic component human operator circa virtual collaboration arena platform software framework support various mean collaboration use d augmentedvirtual reality communication medium circa offer function highlevel interoperability heterogeneous component wide range domain span research amp development remote education orchestration management industrial process manufacture application paper provide overview industrial requirement behind highfidelity virtual collaboration demonstrate circa platform meet requirement use case provide illustrate usability platform ,design programming orchestration heterogeneous manufacturing system vrpowere remote collaboration 
10.1016/j.asoc.2014.09.021,ar,RodrÃ­guez-Fdez I.,Universidad de Santiago de Compostela,Applied Soft Computing Journal,Journal,0,0,highlight algorithm able learn controller embed preprocesse mobile robotic present quantify fuzzy proposition model able summarize lowlevel input datum use algorithm test wallfollowe behavior simulate real environment result show better statistically significant performance proposal approach also successfully test three real world behavior automatic design controller mobile robot usually require two stage first stage sensorial datum preprocesse transform high level meaningful value variable usually define expert knowledge second stage machine learning technique apply obtain controller map high level variable control command actually send robot paper describe algorithm able embed preprocesse stage learn stage order get controller directly start sensorial raw data expert knowledge involve due high dimensionality sensorial data approach use quantify fuzzy rule frs able transform lowlevel input variable highlevel input variable reduce dimensionality summarization propose learn algorithm call iterative quantify fuzzy rule learn iqfrl base genetic programming iqfrl able learn rule different structure manage linguistic variable multiple granularity algorithm test implementation wallfollowe behavior several realistic simulated environment different complexity pioneer at robot two real environment result compare several wellknown learn algorithm combine different datum preprocessing technique show iqfrl exhibit well statistically significant performance moreover three real world application iqfrl play central role also present path object track static move obstacle avoidance graphical abstract download download fullsize image ,learn fuzzy controller mobile robotic embed preprocesse 
10.1109/MCS.2016.2602090,ar,Omidshafiei S.,Massachusetts Institute of Technology,IEEE Control Systems,Journal,0,0,plan control perception learn current research challenge multirobot systems transition dynamic robot may unknown stochastic make difficult select good action robot must take give time observation model function robot sensor system may noisy partial mean deterministic knowledge team state often impossible attain moreover action robot take may associate success rate ndor probabilistic completion time robot design realworld application require careful consideration source uncertainty regardless control scheme planning learn algorithm use specific problem understand underlying mechanism plan algorithm challenge due latent variable often operate on performance testing algorithms hardware simultaneous use debug visualization tool available workstation difficult transition experimentation implementation become especially challenge experiment nee replicate feature software tool set hardware simulation visually complex environment article detail robotic prototyping platform call measurable augment reality prototype cyberphysical system marcus directly address problem allow realtime visualization latent state information aid hardware prototyping performance testing algorithm ,measurable augment reality prototype cyberphysical system robotic platform aid hardware prototyping performance testing algorithm 
10.1109/TCDS.2016.2614992,ar,Min H.,South China University of Technology,IEEE Transactions on Cognitive and Developmental Systems,Journal,0,0,affordance capture relationship robot environment term action robot able perform notable characteristic affordancebase perception object perceive afford eg graspable rollable instead identity eg name color shape affordance play important role basic robot capability recognition planning prediction key challenge affordance research automatically discover distinctive feature specify affordance online incremental manner generalize feature novel environment survey provide entry point interested researcher include general overview classification critical analysis exist work discussion affordance useful developmental robotic open question use affordance concept promise research direction ,affordance research developmental robotic survey 
10.1109/TSMC.2016.2531656,ar,Subagdja B.,Nanyang Technological University,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",Journal,0,0,develop complex intelligent system abstract behavior functionality reasoning mechanism tedious time consume paper present framework develop application software system base smart autonomous component collaborate developer user realize entire system inspire teachable approach programmingbydemonstration method robotic enduser development treat intelligent agent teachable component make system build agent serve different functionality may rebuilt operation accomplish design objective however agent may also equipped unbuilt socialcognitive trait interact user agent order adapt operation objective relationship other result adaptation form group multiagent system new aggregated component approach make tackle difficulty completely program entire system allow user teach component toward desire behavior situate context application exemplify novel method case domain humanlike agent virtual environment agent inhouse caregiving ,interactive teachable cognitive agent smart building block multiagent system 
10.1016/j.artint.2016.07.004,ar,Leonetti M.,The University of Texas at Austin;University of Leeds,Artificial Intelligence,Journal,0,0,automate plan reinforcement learn characterize complementary view decision make former rely previous knowledge computation latter interaction world experience planning allow robot carry different task domain without need acquire knowledge one rely strongly accuracy model reinforcement learning hand require previous knowledge allow robot robustly adapt environment often necessitate infeasible amount experience present domain approximation reinforcement learning darling method take advantage planning constraint behavior agent reasonable choice reinforcement learn adapt environment increase reliability decision make process demonstrate effectiveness propose method service robot carry variety task office building find robot make decision plan alone give model often fail make decision reinforcement learn alone often can not complete task reasonable amount time employ darle even seed model use planning alone however robot quickly learn behavior carry task improve time adapt environment change ,synthesis automate planning reinforcement learn efficient robust decisionmaking 
10.1109/TCYB.2015.2498760,ar,Zhong C.,East China University of Science and Technology,IEEE Transactions on Cybernetics,Journal,0,0,paper propose efficient wayfinde strategy robot navigation regionalize environment design regionalize spatial knowledge model rsk model regionbase wayfinding algorithm ie finetocoarse a fica search algorithm first rsk model imitate representation environment human brain present describe search environment environment divide region represent hierarchical nest structure small region group together form superordinate region second basis rsk model fica search algorithm develop plan finetocoarse route make fine planning robot surrounding vicinity coarse plan distance fica algorithm effectively reduce computational complexity enhance efficiency route search meanwhile make robot react quickly user command especially largescale environment finally four exhaustive simulation physical experiment carry illustrate feasibility effectiveness propose wayfinde strategy ,efficient finetocoarse wayfinde strategy robot navigation regionalize environment 
10.1007/s00165-016-0382-2,ar,Kirwan R.,University of Glasgow,Formal Aspects of Computing,Journal,0,0,autonomous system become prevalent method verification become widely use model check formal verification technique help ensure safety autonomous system case can not apply novice straight offtheshelf form order widely applicable crucial sophisticated technique use present way reproducible engineer verifie alike paper demonstrate detail two technique use increase power model check use model checker spin first use embed c code within promela specification order accurately reflect robot movement second use abstraction together simulation relation allow verify multiple environment simultaneously apply technique fairly simple system robot move fix circular environment learn avoid obstacle learn algorithm inspire way insect learn avoid obstacle response pain signal receive antennae crucially prove abstraction sound example system step often omit vital formal verification widely accept useful meaningful approach ,model check learning agent system use promela embed c code abstraction 
10.1007/s00530-015-0488-z,ar,Aleotti J.,UniversitÃ  di Parma,Multimedia Systems,Journal,0,0,visuohaptic augment reality system present object manipulation task learn human demonstration propose system consist desktop augment reality setup user operate haptic device object interaction user haptic device colocate environment real object present three degree freedom haptic device provide force feedback adopt object interaction push selection translation rotation system also support physicsbase animation rigid body virtual object simulate physically plausible manner seem coexist real object augment reality space algorithms calibration object recognition registration haptic rendering develop automatic modelbase object recognition registration perform d range datum acquire move laser scanner mounted robot arm several experiment perform evaluate augment reality system singleuser collaborative task moreover potential system programming robot manipulation task demonstration investigate experiment show precedence graph encode sequential structure task successfully extract multiple user demonstration learn task execute robot system ,object interaction task programming demonstration visuohaptic augment reality 
10.2200/S00728ED1V01Y201608DCS051,ar,Dang D.,Texas Instruments,Synthesis Lectures on Digital Circuits and Systems,Book Series,0,0,book provide thorough introduction texas instrument mps microcontroller mps bit processor arm cortex mf architecture builtin float point unit core msp feature bit arm cortexmf cpu riscarchitecture processing unit include builtin dsp engine float point unit extension ultralowpower msp microcontroller family msp feature ultralow power consumption integrate digital analog hardware peripheral msp new member msp family provide seamless transition application require bit processing operating frequency mhz processor may program variety level different programming language include userfriendly energia rapid prototyping platform assembly language c number c programming option also available developer start registerlevel access code developer directly configure device register driver library provide standardize set application program interface apps enable software developer quickly manipulate various peripheral available device even high abstraction layer also available extremely userfriendly energia platform enable even beginner quickly prototype application msp msp launchpad support host technical data application note train module software example encapsulate inside one handy package call mspware available standalone download package well ti cloud development site devticom feature msp may extend full line boosterpack plugin modules msp also support variety third party modular sensor software compiler company back thorough introduction mp line microcontroller programming technique interface concept provide along considerable tutorial information many illustrate example chapter provide laboratory exercise apply present chapter book intend upper level undergraduate course microcontroller mechatronic may also used reference capstone design project practice engineer already familiar another microcontroller require quick tutorial microcontroller also find book useful finally middle school high school student find msp highly approachable via energia rapid prototyping system table content preface acknowledgment introduction microcontroller msp brief introduction programming msp operating parameter interface msp memory system msp power system timerelate system rest interrupt analog peripheral communication systems msp system integrity system level design author biography index ,embed systems design texas instrument msp bit processor 
10.1177/1729881416664078,ar,Viseras A.,Deutsches Zentrum fur Luft- Und Raumfahrt,International Journal of Advanced Robotic Systems,Journal,0,0,rapidly explore random tree art prove efficient planning environment populate obstacle method perform uniform sampling state space need guarantee algorithm completeness necessarily lead efficient solution previous work show use heuristic modify sample strategy could incur improvement algorithm performance however heuristic apply solve short pathplanne problem propose framework allow incorporate arbitrary heuristic modify sample strategy accord user requirement framework base learning experience specifically introduce utility function take contribution sample tree construction account sampling location increase utility become frequent idea realize introduce ant colony optimization concept rrtrrt algorithm define novel utility function permit trading exploitation versus exploration state space also extend algorithm allow anytime implementation scheme validate three scenario one populate multiple rectangular obstacle one consist single narrow passage mazelike environment evaluate performance term cost time find first path term evolution path quality number iteration show propose algorithm greatly outperform stateoftheart art art algorithm ,planning ant 
10.1007/s10489-016-0788-9,ar,Roozegar M.,UniversitÃ© McGill,Applied Intelligence,Journal,0,0,reinforcement learning rl algorithm base extended classifier system cs use navigate spherical robot traditional motion planning strategy rely preplanne optimal trajectory feedback control technique propose learn agent approach enjoy direct modelfree methodology enable robot function dynamic ndor partially observable environment agent use set guardaction rule determine motion inputs step use number control input action develop rl scheme agent learn make nearoptimal move response incoming positionorientation signal propose method employ improve variant cs learn agent result several simulated experiment spherical robot show approach capable plan nearoptimal path predefine target give positionorientation ,xcsbased reinforcement learning algorithm motion planning spherical mobile robot 
10.1007/s10514-015-9502-8,ar,Somers T.,Oregon State University,Autonomous Robots,Journal,0,0,propose integrate learn planning framework beverage knowledge human user along prior information environment generate trajectorie scientific datum collection marine environment propose framework combine principle probabilistic plan nonparametric uncertainty model refine trajectory execution autonomous vehicle trajectorie inform utility function learn human operator implicit preference use modify coactive learning algorithm result technique allow userspecified trajectory modify reduced risk collision increase reliability test approach two marine monitoring domain show propose framework mimic humanplanne trajectory also reduce risk operation work provide insight tool necessary combine human input vehicle navigation provide persistent autonomy ,humanrobot plan learn marine datum collection 
10.1016/j.neucom.2016.05.057,ar,Das P.,VSS University of Technology,Neurocomputing,Journal,0,0,paper propose novel approach determine optimal trajectory path multirobot clutter environment use hybridization improve particle swarm optimization iso differentially perturb velocity dv algorithm objective algorithm minimize maximum path length correspond minimize arrival time robot respective destination environment robot team make independent decision coordinate cooperate determine next position current position world map use propose hybrid ipsodv propose scheme adjust velocity robot incorporate vector differential operator inherit differential evolution de iso finally analytical experimental result multirobot path planning compare obtain ipsodv iso de similar environment simulation khepera environment result compare obtain ipsodv ensure integrity algorithm result obtain simulation well khepera environment reveal propose ipsodv perform well iso de respect optimal trajectory path length arrival time ,hybrid improve psodv algorithm multirobot path plan clutter environment 
10.3390/robotics5030012,ar,Tan N.,National University of Singapore,Robotics,Journal,0,0,paper presents robot design competition call idc robocon effective tool engineering education international design contest idc robocon competition several benefit create meaningful design experience undergraduate engineering student include international flavour participant competition hail around world problem pose contestant design build test mobile robot capable accomplishing task primary goal competition provide undergraduate meaningful design experience emphasis mechanical design electronic circuit programming hope place emphasis design course encourage undergraduate go field engineering design paper present late idc robocon th edition detail discusse course event result term educational experience competition simulate space problem clean debris orbit propose late idc robocon competition team comprise student multiple country work together develop robotic system compete collect foam ball deliver rotate holder view fulltext ,idc robocon transnational teaming competition projectbase design education undergraduate robotic 
10.1016/j.robot.2016.06.012,ar,Tenorio-GonzÃ¡lez A.,Instituto Nacional de Astrofisica Optica y Electronica,Robotics and Autonomous Systems,Journal,0,0,highlight design method learn relational concept graphbase representation method design discover commonuseful concept environment method use autonomous agent like robot method learn common concept three domain polygonsfurniturefloor independent human user validate common concept learn method automatic discovery concepts elusive area machine learning paper describe system call adc automatically discover concept robotic domain perform predicate invention unlike traditional approach concept discovery approach automatically find collect instance potential relational concept agent use adc create incremental graphbased representation information gather explore environment common subgraph identify subgraph discover instance potential relational concept induce inductive logic programming predicate invention several concept induce concurrently learn concept form arbitrarily hierarchy approach test learn concept polygon furniture floor building simulate robot compare concept suggest user ,automatic discovery relational concept incremental graphbase representation 
10.1007/s10846-016-0371-y,ar,Mokhtari V.,Instituto de Engenharia ElectrÃ³nica e TelemÃ¡tica de Aveiro,Journal of Intelligent and Robotic Systems: Theory and Applications,Journal,0,0,deliberation learn require endo robot capability acquire knowledge perform variety task interaction adapt openended environment paper present notion experiencebase planning domain ebpds task level learn planning robotic ebpds provide method robot obtain robot activity experience robot performance dynamic environment ii conceptualize experience produce activity schema iii exploit learned activity schemata make plan similar situation experience episodic description planbase robot activity include environment perception sequence apply action achieve task conceptualization approach integrate different technique include seductive generalization abstraction goal inference feature extraction highlevel task planner develop find solution task follow activity schema propose approach illustrate evaluate restaurant environment service robot learn carry complex task ,experiencebase planning domain integrate learning deliberation approach intelligent robot robot task learn human instruction 
10.1080/0951192X.2015.1130251,ar,Tsarouchi P.,University of Patras,International Journal of Computer Integrated Manufacturing,Journal,0,0,wide interest research industry humanrobot interaction hi related topic proportional increase productivity flexibility production line combine human robot capability paper present review recent research progress hi relate task planningcoordination programming emphasis manufacturingproduction environment humanrobot task allocation scheduling metric hi well social aspect review role digital human modelling system humanrobot task plan relate issue also discuss process learn demonstration well instructive system review focusse mainly program visual guidance imitation voice command haptic interaction aspect physical hi well safety relate issue also discuss additionally survey multimodal communication framework present challenge encounter direction future research discuss ,humanrobot interaction review challenge task planning programming 
10.3390/s16081195,ar,Huang S.,The University of Tokyo,Sensors (Switzerland),Journal,0,0,traditionally difficult implement fast accurate position regulation industrial robot presence uncertainty uncertain factor attribute either industrial robot eg mismatch dynamic mechanical defect backlash etc external environment eg calibration error misalignment perturbation workpiece etc paper propose systematic approach implement highperformance position regulation uncertainty general industrial robot refer main robot minimal manual teaching method base coarsetofine strategy involve configuring addon module main robot end effector addon module consist hz vision sensor highspeed actuator compensate accumulate uncertainty main robot focus fast coarse motion trajectory automatically plan image information static lowcost camera fast accurate pegandhole alignment one dimension implement application scenario use commercial parallellink robot addon compensation module one degree freedom of experimental result yield almost success rate fast peginhole manipulation regulation accuracy mm workpiece randomly place view fulltext ,apply highspeed vision sense industrial robot highperformance position regulation uncertainty 
10.3969/j.issn.1004-132X.2016.14.003,ar,Yang Z.,Chongqing University,Zhongguo Jixie Gongcheng/China Mechanical Engineering,Journal,0,0,robot control technology integrate teaching programming method offline programming method propose complete finishing cut hub compare merit demerit two method base analyze structure aluminum alloy wheel hub requirement finish cutthe offline programming achieve use piper method complete robot inverse kinematic solution accord point information hub surface tool path robot cinematic equationsthe research show robot control technology integrate teach offline programming method satisfie finish cut requirement greatly enhance efficiency hub finish cut ,research robot control technology finishing cut process aluminum alloy hub 
10.3772/j.issn.1002-0470.2016.07.007,ar,Li D.,Hubei University of Science and Technology;Beihang University,Gaojishu Tongxin/Chinese High Technology Letters,Journal,0,0,robot belt grind study overcome traditional grind shortcoming create harsh working environment increase laborintensity pr belt grinding robot design curved surface workpiece grinding robot kinematic workspace analyze roughly reachable workspace robot obtain use numerical analysis method model surface point workpiece machine reachability simulation analysis carry processing machining surface point monte carlo method robot posture processing trajectory obtained surface point grinder close grind wheel analysis approach use judge whether robot machine curved surface workpiece provide guidance specific workpiece machine teaching programming provide way offline programming ,workspace machine trajectory analyses belt grind robot grind curved surface workpiece 
10.1016/j.riai.2016.05.004,ar,Caballero A.F.,Universidad Carlos III de Madrid,RIAI - Revista Iberoamericana de Automatica e Informatica Industrial,Journal,0,0,con el objetivo de alcanzar resultados satisfactorios en la else ana puesta en pr tica de cursor semestrales de ingeniera de control en los que la presencia de alumnus de distintas disciplines es m que notoria se torna necesario recurrir alto niveles de abstraccin en la programacin de los sistemas de control este alto novel de abstraccin proceed del uso de un sistema de prototipado r pid para control de car ctor avanzado que permit recurrir funcionalidade que haben side revistas en ning entorno de prototipado r pid para control disponible con anterioridad el car ctor avanzado del sistema brenda solucione desde el m alto novel de abstraccin el denominado die basado en models para las intricadas relaciones necesarias entre la ingeniera de control la inform tica en tiempo real permitiendo que los alumnus puedan central su esfuerzo en el desarrollo del algoritmo de control la identificacin de sistemas el modelado de plants ficas en lugar de preocuparse por las tediosas area de gestion configuracin bajo novel de la arquitectura hardware que est n empleando gracias este alto novel de abstraccin que cube el espectro abarcado por funcionalidade de muy bajo novel funcionalidades de muy alto novel el manejo del sistema propuesto se encuentra al alcance de audiencias multidisciplinares el sistema avanzado de prototipado r pid para control se est empleando para cursor semestrale as como en multitude de thesis de m ster doctorate ,advanced rapid control prototyping system engineering education multidisciplinary student group 
10.1145/2928270,ar,Ashouri A.H.,DEIB,ACM Transactions on Architecture and Code Optimization,Journal,0,0,variety today architecture force programmer spend great deal time sort tuning application code across different platform compiler need additional tuning considerable complexity standard optimization level usually design average case specific target architecture often fail bring good result article propose cobayn compiler autotuning framework use bayesian network approach compiler autotuning methodology use machine learning speed application performance reduce cost compiler optimization phase propose framework base application characterization do dynamically use independent microarchitecture feature bayesian network article also present evaluation base use static analysis hybrid feature collection approach addition article compare bayesian network respect several stateoftheart machinelearning model experiment carry arm embed platform gcc compiler consider two benchmark suite application set compiler configuration select model less search space demonstrate application performance speedup polybench average bench average respect standard optimization level moreover comparison propose technique random iterative compilation ii machine learning base iterative compilation iii noniterative predictive modeling technique show average speedup respectively finally propose method demonstrate speedup respectively bench polybench term exploration efficiency give quality solution generate random iterative compilation model ,cobayn compiler autotuning framework use bayesian network 
10.1109/MRA.2016.2533002,ar,Bower T.,Kansas State University Polytechnic Campus,IEEE Robotics and Automation Magazine,Journal,1,0,article consider strategy teach begin student program mobile robot autonomous operation many high school begin undergraduate student desire learn robotic may lack require knowledge experience undergraduate course describe illustrate robot programming environment software design algorithm faculty use guide begin student place prior experience write impressive autonomous mobilerobot program autonomous algorithm perform well appropriate beginning student include new wallfollowe algorithm review ,teach introductory robotic programming learning program national instruments labview 
10.1007/s10994-016-5558-8,ar,Nitti D.,KU Leuven,Machine Learning,Journal,0,0,introduce probabilistic language efficient inference algorithm base distributional clause static dynamic inference hybrid relational domain static inference base sampling sample represent partial world discrete continuous variable furthermore use backward reasoning determine fact include partial world filter dynamic model combine static inference algorithm particle filter guarantee previous partial sample safely forget condition hold logical filter framework experiment show propose framework outperform classic sampling method static dynamic inference promise robotic vision application addition provide correct result domain probabilistic programming language fail ,probabilistic logic programming hybrid relational domain 
10.1016/j.swevo.2015.10.011,ar,Das P.K.,VSS University of Technology,Swarm and Evolutionary Computation,Journal,0,0,paper propose new methodology determine optimal trajectory path multirobot clutter environment use hybridization improve particle swarm optimization iso improve gravitational search algorithm iga propose approach embed social essence iso motion mechanism iga propose hybridization ipsoigsa maintain efficient balance exploration exploitation adopt coevolutionary technique update iga acceleration particle position iso velocity simultaneously objective algorithm minimize maximum path length correspond minimize arrival time robot respective destination environment robot team make independent decision coordinate cooperate determine next position current position world map use propose hybrid ipsoigsa finally analytical experimental result multirobot path planning compare obtain ipsoigsa iso iga similar environment simulation khepera environment result show outperform ipsoigsa compare iso iga respect optimize path length redefine initial position designation position energy optimization term number turn arrival time ,hybridization improve particle swarm optimization gravitational search algorithm multirobot path planning 
10.1016/j.rcim.2015.11.002,ar,Ragaglia M.,Politecnico di Milano,Robotics and Computer-Integrated Manufacturing,Journal,0,0,highlight estimation likely direction robot tcp positionalorientational displacement accurate tracking whilst maintain safety respect workspace obstacle nowadays program industrial manipulator complex timeconsuming activity prevent industrial robot massively use company characterize high production flexibility rapidly change product introduction sensorbase leadthrough programming approach operator manually guide robot teach new position instead allow increase speed reduce complexity programming phase yield effective solution enhance flexibility nevertheless drawback arise like instance lack accuracy nee ensure human operator safety need forcetorque sensor standard device adopt leadthrough programming expensive fragile difficult integrate robot controller paper present novel approach leadthrough robot programming propose strategy rely dedicated hardware since torque due operator force estimate use modelbase observer feed joint position joint velocity motor current measure basis information external force apply manipulator reconstruct voting system identify large cartesian component forcetorque apply manipulator order obtain accurate leadthrough programming via admittance control finally optimization stage introduce order track joint position displacement compute admittance filter much possible enforcing obstacle avoidance constraint actuation bound tool centre point tcp operational space velocity limit propose approach implement experimentally test abb dualarm concept robot friday ,accurate sensorless leadthrough programming lightweight robot structure environment 
10.1080/00207721.2014.945982,ar,Gharaee Z.,K. N. ToosiÂ UniversityÂ of Technology,International Journal of Systems Science,Journal,0,0,main goal paper modelling attention use efficient path plan mobile robot key challenge concurrently aim two goal make optimal nearoptimal decision spite time processing power limitation inherently exist typical multisensor realworld robotic application efficiently recognise environment two limitation attention intelligent agent control employing reinforcement learning framework propose estimation method use estimate mixtureofexpert task attention learn perceptual space agent learn employ sensory resource stop observe estimate perceptual space paper static estimation state space learn task problem examine webotstm simulator perform simulation result show robot learn achieve optimal policy control cost estimate state space instead continually update sensory information ,attention control learning decision space use state estimation 
10.1145/2837614.2843895,ar,McKinley K.,Microsoft Research,ACM SIGPLAN Notices,Journal,0,0,compute enter era uncertain datum hardware software generate reason estimate application use estimate sensor machine learn big datum human approximate hardware software unfortunately developer face pervasive correctness programmability optimization problem due estimate program language unfortunately make problem bad propose new programming abstraction call uncertain embed languages c c java python javascript application consume estimate use familiar discrete operation estimate overload conditional operator specify hypothesis test application use control false positive negative new compositional operator express domain knowledge carefully restrict expressiveness runtime automatically implement correct statistical reasoning conditional relieve developer need implement deeply understand statistic demonstrate substantial programmability correctness efficiency benefit programming model gps sensor navigation approximate compute machine learn xbox ,program world uncertain thing keynote 
10.1145/2872362.2872380,ar,Hasabnis N.,Intel Corporation,ACM SIGPLAN Notices,Journal,0,0,translate lowlevel machine instruction higherlevel intermediate language il one central step many binary analysis instrumentation system exist system build translator manually result take great deal effort support new architecture even widely deploy architecture full instruction set may model eg mature system valgrind still lack support avg fa sse x processor overcome difficulty propose novel approach beverage knowledge instruction set semantic already embed modern compiler gcc particular present learningbased approach automate translation assembly instruction compiler architectureneutral il present experimental evaluation demonstrate ability approach easily support many architecture x arm air include advanced instruction set implementation available opensource software ,lift assembly intermediate representation novel approach leverage compiler 
10.1007/s11370-015-0193-y,ar,Arezoumand R.,Universiti Putra Malaysia,Intelligent Service Robotics,Journal,0,0,coverage connectivity two main functionality wireless sensor network stochastic node deployment random deployment almost always because hole sense coverage because redundant node area hand precise deployment node large area time consume even impossible hazardous environment one solution problem use mobile robot concern exploration algorithm mobile robot work autonomous deployment method wireless sensor node propose via multirobot system robot consider node carrier develop exploration algorithm base span tree main contribution exploration algorithm perform fast localization sensor node energy efficient manner employ multirobot system path planning span tree algorithm strategy speed sensor node deployment novel improvement technique deployment node obstacle avoidance mechanism without concern shape size obstacle result show use span tree exploration along multirobot system help fast deployment behind efficiency energy ,efficient terrain coverage deploy wireless sensor node multirobot system 
