doi,subtype,creator,affilname,publicationName,aggregationType,include?,proc_pubmed_id,proc_abstract,proc_title,text_to_proc
10.1007/978-3-319-97085-1_22,cp,Tatarian K.,American University of Beirut,Advances in Intelligent Systems and Computing,Book Series,1.0,0,impress rise popular within educ level robot rapid grow field merg scienc technolog engin mathemat stem nevertheless lack standard educ robot led sever issu name littl almost code reus educ robot curriculum differ school larg depend proprietari solut endless paradigm shift text visual flow program languag paper propos novel educ program languag architectur teach student program robot architectur combin robot oper system ros quasistandard snap visual program languag target student primari educ high school oppos limit altern avail ros solut propos requir acquisit robot platform run direct browser benefit power internet program rosen real simul robot,tailor ros educ program languag architectur,Tatarian K. tailor ros educ program languag architectur impress rise popular within educ level robot rapid grow field merg scienc technolog engin mathemat stem nevertheless lack standard educ robot led sever issu name littl almost code reus educ robot curriculum differ school larg depend proprietari solut endless paradigm shift text visual flow program languag paper propos novel educ program languag architectur teach student program robot architectur combin robot oper system ros quasistandard snap visual program languag target student primari educ high school oppos limit altern avail ros solut propos requir acquisit robot platform run direct browser benefit power internet program rosen real simul robot cp American University of Beirut Advances in Intelligent Systems and Computing Book Series 0
10.1007/978-3-319-94346-6_14,cp,Hernandez-CedeÃ±o J.,Universidad de Costa Rica,Advances in Intelligent Systems and Computing,Book Series,,0,robot combin comput scienc humancent studi substanti impact area educ innov robot proven good tool gain maintain user involv differ activ educ robot use teach assist improv particip enhanc concentr get student attent research involv nao humanoid robot workshop present aim measur impact techniqu level engag show particip robot program simul speech gesticul talk appli wizard oz techniqu,nao copresent robot workshop particip feedback engag level achiev robot classroom,Hernandez-CedeÃ±o J. nao copresent robot workshop particip feedback engag level achiev robot classroom robot combin comput scienc humancent studi substanti impact area educ innov robot proven good tool gain maintain user involv differ activ educ robot use teach assist improv particip enhanc concentr get student attent research involv nao humanoid robot workshop present aim measur impact techniqu level engag show particip robot program simul speech gesticul talk appli wizard oz techniqu cp Universidad de Costa Rica Advances in Intelligent Systems and Computing Book Series 0
10.1109/IECON.2018.8591573,cp,Ozakyol H.,Kocaeli Ãniversitesi,Proceedings: IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society,Conference Proceeding,0.0,0,cinemat dynam analysi highdegre freedom of hybrid system use serial parallel robot togeth fix mobil platform leg robot servic robot rather difficult complex time consum problem topic great interest research mani educ commerci toolbox analyz serial parallel robot separ toolbox develop highdof serial parallel hybrid robot system use fix mobil platform design studi easili forward invers kinemat jacobian matrix singular trajectori plan torqu forc joint oper space examin differ robot design use toolbox propos paper robot design research student educ easili develop robot system visual virtual realiti environ provid matlab also help understand fundament highdof multibodi hybrid robot system user friend interact simul exist toolbox literatur allow user analyz predefin robot librari limit interact capabl user defin new robot limit of user must alreadi prior knowledg design process robot propos toolbox design defin new robot system becom easi make toolbox uniqu compar exist toolbox type robot structur high of develop analyz studi detail,cinemat dynam analysi design toolbox highdof hybrid multibodi system,Ozakyol H. cinemat dynam analysi design toolbox highdof hybrid multibodi system cinemat dynam analysi highdegre freedom of hybrid system use serial parallel robot togeth fix mobil platform leg robot servic robot rather difficult complex time consum problem topic great interest research mani educ commerci toolbox analyz serial parallel robot separ toolbox develop highdof serial parallel hybrid robot system use fix mobil platform design studi easili forward invers kinemat jacobian matrix singular trajectori plan torqu forc joint oper space examin differ robot design use toolbox propos paper robot design research student educ easili develop robot system visual virtual realiti environ provid matlab also help understand fundament highdof multibodi hybrid robot system user friend interact simul exist toolbox literatur allow user analyz predefin robot librari limit interact capabl user defin new robot limit of user must alreadi prior knowledg design process robot propos toolbox design defin new robot system becom easi make toolbox uniqu compar exist toolbox type robot structur high of develop analyz studi detail cp Kocaeli Ãniversitesi Proceedings: IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society Conference Proceeding 0
10.1109/LARS/SBR/WRE.2018.00101,cp,De Lima P.V.S.G.,Universidade de Pernambuco,"Proceedings - 15th Latin American Robotics Symposium, 6th Brazilian Robotics Symposium and 9th Workshop on Robotics in Education, LARS/SBR/WRE 2018",Conference Proceeding,1.0,0,linefollow robot abil recogn follow line drawn surfac element oper principl could use develop numer autonom technolog applic educ industri simul develop aid perform sever trial order valid project take pololu pi robot model propos solut simul physic structur behavior oper abl read line surfac enabl user observ robot follow line accord code use paper aim valid develop simul altern eas process learn use pi platform appli educ competit environ,improv earli robot educ use linefollow robot simul,"De Lima P.V.S.G. improv earli robot educ use linefollow robot simul linefollow robot abil recogn follow line drawn surfac element oper principl could use develop numer autonom technolog applic educ industri simul develop aid perform sever trial order valid project take pololu pi robot model propos solut simul physic structur behavior oper abl read line surfac enabl user observ robot follow line accord code use paper aim valid develop simul altern eas process learn use pi platform appli educ competit environ cp Universidade de Pernambuco Proceedings - 15th Latin American Robotics Symposium, 6th Brazilian Robotics Symposium and 9th Workshop on Robotics in Education, LARS/SBR/WRE 2018 Conference Proceeding 0"
10.1109/ROMAN.2018.8525598,cp,Khamassi M.,National Technical University of Athens;Sorbonne Universite,RO-MAN 2018 - 27th IEEE International Symposium on Robot and Human Interactive Communication,Conference Proceeding,,0,use robot therapeut educ tool children autism requir robot abl adapt behavior specif child interact particular children may like look eye robot may not may like robot extrovert behavior other may prefer introvert behavior present algorithm adapt robot express paramet action mutual gaze durat hand movement express onlin manner interact reward signal use learn base estim child mutual engag robot measur nonverb cue child gaze distanc robot first present pilot joint attent task children autism interact robot whose level express predetermin progress increas show result suggest need onlin adapt express present propos learn algorithm promis simul task altogeth result suggest way enabl robot learn base nonverb cue cope high degre nonstationar occur interact children,framework robot learn childrobot interact human engag reward signal,Khamassi M. framework robot learn childrobot interact human engag reward signal use robot therapeut educ tool children autism requir robot abl adapt behavior specif child interact particular children may like look eye robot may not may like robot extrovert behavior other may prefer introvert behavior present algorithm adapt robot express paramet action mutual gaze durat hand movement express onlin manner interact reward signal use learn base estim child mutual engag robot measur nonverb cue child gaze distanc robot first present pilot joint attent task children autism interact robot whose level express predetermin progress increas show result suggest need onlin adapt express present propos learn algorithm promis simul task altogeth result suggest way enabl robot learn base nonverb cue cope high degre nonstationar occur interact children cp National Technical University of Athens;Sorbonne Universite RO-MAN 2018 - 27th IEEE International Symposium on Robot and Human Interactive Communication Conference Proceeding 0
10.3390/su10114040,ar,SalmerÃ³n-Manzano E.,International University of La Rioja,Sustainability (Switzerland),Journal,,0,educ integr global process support technolog advanc learn sustain univers one key point univers surviv strong depend number student enrol them thus mani educ institut develop curricula base use new technolog without doubt virtual laboratori latest technolog regard object work determin main institut research trend relat virtual laboratori methodolog follow research perform bibliometr analysi whole scientif product index scope world scientif product analys follow domain first trend time type public countri second main subject keyword third main institut main topic fourth main journal proceed publish topic case studi analys detail repres countri spain product institut field universidad de educacin distancia use rank establish averag citat per publish paper first three institut usa massachusett institut technolog mit univers washington seattl carnegi melon univers scientif categori world level case studi similar first field engin follow comput scienc highlight wide spectrum branch knowledg topic publish indic great accept teach methodolog field educ final communiti detect appli case studi six cluster found virtual realiti user learn program automaticrobot comput simul engin educ main conclus bibliograph analysi confirm research virtual laboratori activ field scientif product exponenti increas recent year tandem univers growth therefor expect high field near futur possibl virtual laboratori open new perspect higher educ sustain educ polici countri could reorient view fulltext,higher educ sustain virtual laboratori spanish univers case studi,SalmerÃ³n-Manzano E. higher educ sustain virtual laboratori spanish univers case studi educ integr global process support technolog advanc learn sustain univers one key point univers surviv strong depend number student enrol them thus mani educ institut develop curricula base use new technolog without doubt virtual laboratori latest technolog regard object work determin main institut research trend relat virtual laboratori methodolog follow research perform bibliometr analysi whole scientif product index scope world scientif product analys follow domain first trend time type public countri second main subject keyword third main institut main topic fourth main journal proceed publish topic case studi analys detail repres countri spain product institut field universidad de educacin distancia use rank establish averag citat per publish paper first three institut usa massachusett institut technolog mit univers washington seattl carnegi melon univers scientif categori world level case studi similar first field engin follow comput scienc highlight wide spectrum branch knowledg topic publish indic great accept teach methodolog field educ final communiti detect appli case studi six cluster found virtual realiti user learn program automaticrobot comput simul engin educ main conclus bibliograph analysi confirm research virtual laboratori activ field scientif product exponenti increas recent year tandem univers growth therefor expect high field near futur possibl virtual laboratori open new perspect higher educ sustain educ polici countri could reorient view fulltext ar International University of La Rioja Sustainability (Switzerland) Journal 0
10.1109/ICMA.2018.8484701,cp,Nagata F.,Sanyo-Onoda City University,"Proceedings of 2018 IEEE International Conference on Mechatronics and Automation, ICMA 2018",Conference Proceeding,0.0,0,industri robot appli various industri field four decad howev seem lowcost cadcam interfac permeat robot user yet paper outlin font handler propos three type industri robot cope problem without convent teach process special tool handler produc desir trajectori call cls cutter locat sourc data outlin font base spine interpol approach promis cadcam interfac commerciallyprovid industri robot widelyus design tool illustr photoshop establish use effect evalu simul actual draw engrav experi outlin font use industri robot fanuc ric dens vs engin educ robot robot,outlin font handler industri robot,"Nagata F. outlin font handler industri robot industri robot appli various industri field four decad howev seem lowcost cadcam interfac permeat robot user yet paper outlin font handler propos three type industri robot cope problem without convent teach process special tool handler produc desir trajectori call cls cutter locat sourc data outlin font base spine interpol approach promis cadcam interfac commerciallyprovid industri robot widelyus design tool illustr photoshop establish use effect evalu simul actual draw engrav experi outlin font use industri robot fanuc ric dens vs engin educ robot robot cp Sanyo-Onoda City University Proceedings of 2018 IEEE International Conference on Mechatronics and Automation, ICMA 2018 Conference Proceeding 0"
10.1109/ICCPS.2018.00021,cp,Schmittle M.,University of Delaware,"Proceedings - 9th ACM/IEEE International Conference on Cyber-Physical Systems, ICCPS 2018",Conference Proceeding,0.0,0,multirotor unman aerial vehicl uav grown popular research educ overcom challeng associ fix wing ground robot unfortun extens physic test expens time consum short flight time due batteri constraint safeti precaut simul tool offer low barrier entri enabl test valid field trial howev wellknown simul today high barrier entri due need power comput time requir initi set up paper present openuav open sourc test bed uav educ research overcom barrier leverag contain servic cap technolog enabl student research carri simul cloud base framework opensourc tool includ ros gazebo decker px ansibl design simul framework special hardwar requir two usecas present first show uav navig around obstacl second test multiuav swarm format algorithm knowledg first opensourc clouden test uav code avail github httpsgithubcomopenuav,openuav uav test cps robot communiti,"Schmittle M. openuav uav test cps robot communiti multirotor unman aerial vehicl uav grown popular research educ overcom challeng associ fix wing ground robot unfortun extens physic test expens time consum short flight time due batteri constraint safeti precaut simul tool offer low barrier entri enabl test valid field trial howev wellknown simul today high barrier entri due need power comput time requir initi set up paper present openuav open sourc test bed uav educ research overcom barrier leverag contain servic cap technolog enabl student research carri simul cloud base framework opensourc tool includ ros gazebo decker px ansibl design simul framework special hardwar requir two usecas present first show uav navig around obstacl second test multiuav swarm format algorithm knowledg first opensourc clouden test uav code avail github httpsgithubcomopenuav cp University of Delaware Proceedings - 9th ACM/IEEE International Conference on Cyber-Physical Systems, ICCPS 2018 Conference Proceeding 0"
10.1109/CCDC.2018.8407721,cp,Wang J.,Chongqing College of Electronic Engineering,"Proceedings of the 30th Chinese Control and Decision Conference, CCDC 2018",Conference Proceeding,,0,light fact current pcb design textbook adopt higher educ institut concern actual practic circuit design applic paper use practic engin case illustr sever point summar innov practic experi process compil altium design textbook textbook featur typic exampl use numer train case help student master schemat diagram pcb d pcb design pcb constraint rule interact rout schemat librari pcb librari integr librari creation circuit design simul technolog gradual final studi use robot circuit design exampl explor design method hierarch schemat diagram multichannel circuit purpos improv student pcb design skill teach practic indic adopt new textbook design case could optim student knowledg structur strengthen circuit pcb design capac also benefici cultiv student learn innov capac survey questionnair student think studi cours master design skill circuit pcb,textbook compil altium design highlight practic characterist,"Wang J. textbook compil altium design highlight practic characterist light fact current pcb design textbook adopt higher educ institut concern actual practic circuit design applic paper use practic engin case illustr sever point summar innov practic experi process compil altium design textbook textbook featur typic exampl use numer train case help student master schemat diagram pcb d pcb design pcb constraint rule interact rout schemat librari pcb librari integr librari creation circuit design simul technolog gradual final studi use robot circuit design exampl explor design method hierarch schemat diagram multichannel circuit purpos improv student pcb design skill teach practic indic adopt new textbook design case could optim student knowledg structur strengthen circuit pcb design capac also benefici cultiv student learn innov capac survey questionnair student think studi cours master design skill circuit pcb cp Chongqing College of Electronic Engineering Proceedings of the 30th Chinese Control and Decision Conference, CCDC 2018 Conference Proceeding 0"
10.1109/EITT.2018.00020,cp,Pei Z.,Shaanxi Normal University,"Proceedings - 2018 7th International Conference of Educational Innovation through Technology, EITT 2018",Conference Proceeding,1.0,0,educ robot product develop advanc technolog field educ research prospect epoch research summar classif core characterist applic area exist problem educ robot accord form core function educ robot divid intellig assist robot virtual simul robot multifunct suit robot noncommon educ robot educ robot characterist flexibl digit repeat human natur interact applic educ robot concentr main field stem educ languag learn special educ on howev exist gender problem teacher problem technic problem resourc problem applic educ robot,educ robot classif characterist applic area problem,"Pei Z. educ robot classif characterist applic area problem educ robot product develop advanc technolog field educ research prospect epoch research summar classif core characterist applic area exist problem educ robot accord form core function educ robot divid intellig assist robot virtual simul robot multifunct suit robot noncommon educ robot educ robot characterist flexibl digit repeat human natur interact applic educ robot concentr main field stem educ languag learn special educ on howev exist gender problem teacher problem technic problem resourc problem applic educ robot cp Shaanxi Normal University Proceedings - 2018 7th International Conference of Educational Innovation through Technology, EITT 2018 Conference Proceeding 0"
10.1145/3234825.3234839,cp,Peng L.,Baoji University of Arts and Sciences,ACM International Conference Proceeding Series,Conference Proceeding,0.0,0,artifici intellig ai simul human thought process conscious comput system expert gone far chart futur develop ai system surpass human intellig singl civilizationshift event known technolog singular singular near futur ai promis concret applic throughout everyday live includ educ challeng china alreadi taken up present main applic socal weak artifici intellig chines educ moon web class flip class model result alreadi prove outstand deeper combin ai educ look forward benefit like increas use afterschool tutor robot reviv teacher burdensom respons balanc global educ resourc howev also use ai educ reason contextu gather data strengthen legal protect develop moral guidelin machin program address three point address concern mani laypeopl ai system implement offer protect fragil begin educ encourag develop better one futur,predict potenti develop artifici intellig chines educ,Peng L. predict potenti develop artifici intellig chines educ artifici intellig ai simul human thought process conscious comput system expert gone far chart futur develop ai system surpass human intellig singl civilizationshift event known technolog singular singular near futur ai promis concret applic throughout everyday live includ educ challeng china alreadi taken up present main applic socal weak artifici intellig chines educ moon web class flip class model result alreadi prove outstand deeper combin ai educ look forward benefit like increas use afterschool tutor robot reviv teacher burdensom respons balanc global educ resourc howev also use ai educ reason contextu gather data strengthen legal protect develop moral guidelin machin program address three point address concern mani laypeopl ai system implement offer protect fragil begin educ encourag develop better one futur cp Baoji University of Arts and Sciences ACM International Conference Proceeding Series Conference Proceeding 0
10.23919/MIPRO.2018.8400156,cp,Lukac D.,IEEE,"2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics, MIPRO 2018 - Proceedings",Conference Proceeding,1.0,0,paper creation program code industri robot simul robot cell mean simul softwar kuki sim pro version present simul program realiti exist kukarobot cell industri robot type kr r six agilus signal connect conveyor belt softwar kuki sim pro applic design layout plant compon product line includ kukarobot occas layout concept design simul analyz use compon taken integr librari part newli creat industri robot kuki kr r six count quickest robot world work simul robot cell peripheri elabor well connect practic circumst issu program abovement robot topic also present didact educ point view,simul pickandplac cube robot mean simul softwar kuki sim pro,"Lukac D. simul pickandplac cube robot mean simul softwar kuki sim pro paper creation program code industri robot simul robot cell mean simul softwar kuki sim pro version present simul program realiti exist kukarobot cell industri robot type kr r six agilus signal connect conveyor belt softwar kuki sim pro applic design layout plant compon product line includ kukarobot occas layout concept design simul analyz use compon taken integr librari part newli creat industri robot kuki kr r six count quickest robot world work simul robot cell peripheri elabor well connect practic circumst issu program abovement robot topic also present didact educ point view cp IEEE 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics, MIPRO 2018 - Proceedings Conference Proceeding 0"
10.1007/s11708-018-0545-3,re,Zhang X.D.,University of Chinese Academy of Sciences;Technical Institute of Physics and Chemistry Chinese Academy of Sciences,Frontiers in Energy,Journal,0.0,0,hydrodynam characterist hybrid fluid made liquid metalaqu solut elementari design oper conduct flow varieti newli emerg area chip cool soft robot biomed practic term physic chemic properti densiti thermal conduct electr conduct huge differ two fluidic phase remain big challeng analyz hybrid flow behavior besid liquid metal immers solut move reform administr noncontact electromagnet forc even induc redox reaction entir differ case convent contact forc owe remark capabl flow deform liquid metal immers solut apt reform extrem larg scale result mark chang boundari interfac howev work mechan movement deform liquid metal lack appropri model describ scientif issu via set wellestablish unifi equat promot investig import area present paper dedic summar unconvent hydrodynam experi theori simul typic experiment phenomena basic work mechan illustr follow movement deform theori explain phenomena sever repres simul method propos tackl govern function electrohydrodynam final prospect challeng rais offer insight new physic hybrid fluid appli field,unconvent hydrodynam hybrid fluid made liquid metal aqueous solut appli field,Zhang X.D. unconvent hydrodynam hybrid fluid made liquid metal aqueous solut appli field hydrodynam characterist hybrid fluid made liquid metalaqu solut elementari design oper conduct flow varieti newli emerg area chip cool soft robot biomed practic term physic chemic properti densiti thermal conduct electr conduct huge differ two fluidic phase remain big challeng analyz hybrid flow behavior besid liquid metal immers solut move reform administr noncontact electromagnet forc even induc redox reaction entir differ case convent contact forc owe remark capabl flow deform liquid metal immers solut apt reform extrem larg scale result mark chang boundari interfac howev work mechan movement deform liquid metal lack appropri model describ scientif issu via set wellestablish unifi equat promot investig import area present paper dedic summar unconvent hydrodynam experi theori simul typic experiment phenomena basic work mechan illustr follow movement deform theori explain phenomena sever repres simul method propos tackl govern function electrohydrodynam final prospect challeng rais offer insight new physic hybrid fluid appli field re University of Chinese Academy of Sciences;Technical Institute of Physics and Chemistry Chinese Academy of Sciences Frontiers in Energy Journal 0
10.1109/ICCE.2018.8326267,cp,Kaburlasos V.G.,EMaT Institute of Technology,"2018 IEEE International Conference on Consumer Electronics, ICCE 2018",Conference Proceeding,0.0,0,engag humanoid social robot special educ may rais ethic question henc develop use therapeut treatment may hinder circumv latter propos train humanoid robot r toward simul behavior child use anoth humanoid robot r oper robot r toward develop effect treatment special educ without rais ethic question experi consid children autism preliminari applic result encourag work also suggest novel social robot model base gestalt represent,multirobot engag special educ preliminari studi autism,"Kaburlasos V.G. multirobot engag special educ preliminari studi autism engag humanoid social robot special educ may rais ethic question henc develop use therapeut treatment may hinder circumv latter propos train humanoid robot r toward simul behavior child use anoth humanoid robot r oper robot r toward develop effect treatment special educ without rais ethic question experi consid children autism preliminari applic result encourag work also suggest novel social robot model base gestalt represent cp EMaT Institute of Technology 2018 IEEE International Conference on Consumer Electronics, ICCE 2018 Conference Proceeding 0"
10.1109/APSIPA.2017.8282003,cp,Wu Y.,"A-Star, Institute for Infocomm Research","Proceedings - 9th Asia-Pacific Signal and Information Processing Association Annual Summit and Conference, APSIPA ASC 2017",Conference Proceeding,0.0,0,tradit storytel distinct human experi increas evid social scienc storytel facilit skill develop children paper explor use humanoid robot augment tradit storytel area still understudi investig effect humanrobot collabor hrc storytel preliminari experi humanoid robot aldebaran nao program recit mysteri stori student age engag gestur simul eye contact vari voic nao deliv perform either independ storytel collabor human storytel assess effect hrc compar particip prefer two set found particip believ hrc effect prefer hrc roboton perform complementarili effect role human robot storytel interact particip provid glimps evid prefer toward hrc result provid first step toward effect use robot collabor storytel daytoday situat well place guid design robot educ entertain purpos eg improv famili bond parent children allow parent effect tell stori,investig role human robot collabor storytel,"Wu Y. investig role human robot collabor storytel tradit storytel distinct human experi increas evid social scienc storytel facilit skill develop children paper explor use humanoid robot augment tradit storytel area still understudi investig effect humanrobot collabor hrc storytel preliminari experi humanoid robot aldebaran nao program recit mysteri stori student age engag gestur simul eye contact vari voic nao deliv perform either independ storytel collabor human storytel assess effect hrc compar particip prefer two set found particip believ hrc effect prefer hrc roboton perform complementarili effect role human robot storytel interact particip provid glimps evid prefer toward hrc result provid first step toward effect use robot collabor storytel daytoday situat well place guid design robot educ entertain purpos eg improv famili bond parent children allow parent effect tell stori cp A-Star, Institute for Infocomm Research Proceedings - 9th Asia-Pacific Signal and Information Processing Association Annual Summit and Conference, APSIPA ASC 2017 Conference Proceeding 0"
10.3390/fi10020021,ar,D'Amico A.,UniversitÃ  degli Studi di Palermo;MetaIntelligenze Onlus,Future Internet,Journal,,0,paper discuss new idea use educ robot socialemot learn particular educ robot could tool intend allow children acquir basic aspect human emot emot function understand relat mind bodi specif use robot lego mindstorm construct kitswhich allow user construct bodi robot provid behaviour repertorychildren opportun visual manipul relationship robot bodi mind allow simul embodi emot mind reflect new neuroscientif concept regard bodymind cognitionemot relationship view fulltext,robot construct kit   object think   object think remot,D'Amico A. robot construct kit   object think   object think remot paper discuss new idea use educ robot socialemot learn particular educ robot could tool intend allow children acquir basic aspect human emot emot function understand relat mind bodi specif use robot lego mindstorm construct kitswhich allow user construct bodi robot provid behaviour repertorychildren opportun visual manipul relationship robot bodi mind allow simul embodi emot mind reflect new neuroscientif concept regard bodymind cognitionemot relationship view fulltext ar UniversitÃ  degli Studi di Palermo;MetaIntelligenze Onlus Future Internet Journal 0
10.1115/IMECE2018-86597,cp,Zhang Z.,New York City College of Technology,"ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)",Conference Proceeding,,0,virtual realiti vr becom increas popular educ applic insuffici user feel immers often slow adopt vr mani solut focus result rather detail interact object real virtual world develop therefor real procedur distort user lose percept inperson particip order improv user feel immers simul realist oper vr procedureori approach combin real virtual environ propos here name impli approach emphas detail procedur name captur track oper interoper real virtual object mix environ order illustr idea prototyp mix real virtual assembl conjunct object recognit rigidobject track function base robot vision techniqu present exampl prototyp design base gamebas virtual laboratori system specif implement planetari gear train experi experi model part inform requir assembl creat label ad databas virtual laboratori system physic part mark order facilit object recognit object track experi main assembl one miss planetari gear accomplish pure virtual environ real world miss planetari gear track kinect user manipul gear system recogn gear base marker coupl correspond virtual model gear avatar hand virtual environ afterward camera track real part user adjust pose locat finish final assembl main benefit implement user take advantag simpl real part conjunct virtual model sophist part order get realist experi assembl process,immers educ system procedureori combin real virtual environ,"Zhang Z. immers educ system procedureori combin real virtual environ virtual realiti vr becom increas popular educ applic insuffici user feel immers often slow adopt vr mani solut focus result rather detail interact object real virtual world develop therefor real procedur distort user lose percept inperson particip order improv user feel immers simul realist oper vr procedureori approach combin real virtual environ propos here name impli approach emphas detail procedur name captur track oper interoper real virtual object mix environ order illustr idea prototyp mix real virtual assembl conjunct object recognit rigidobject track function base robot vision techniqu present exampl prototyp design base gamebas virtual laboratori system specif implement planetari gear train experi experi model part inform requir assembl creat label ad databas virtual laboratori system physic part mark order facilit object recognit object track experi main assembl one miss planetari gear accomplish pure virtual environ real world miss planetari gear track kinect user manipul gear system recogn gear base marker coupl correspond virtual model gear avatar hand virtual environ afterward camera track real part user adjust pose locat finish final assembl main benefit implement user take advantag simpl real part conjunct virtual model sophist part order get realist experi assembl process cp New York City College of Technology ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE) Conference Proceeding 0"
10.1007/978-3-030-04028-4_51,cp,Paradeda R.,Universidade do Estado do Rio Grande do Norte;Instituto Superior TÃ©cnico,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Book Series,,0,social robot use perform role storytel area like educ pediatr rehabilit use technolog possibl setup differ voic simul emot state even person robot howev find best set might defin trait storytel robot easi task element manipul person yes one work tri answer question studi sever setup allow us creat assert social robot act storytel evalu assert impress manipul three robot characterist postur pitch speech rate withinsubject studi conduct particip watch eight video social robot tell short stori video robot present differ setup particip report level assert robot found signific differ setup pitch postur well accept assert robot configur use combin three characterist,communic assert robot storytel,Paradeda R. communic assert robot storytel social robot use perform role storytel area like educ pediatr rehabilit use technolog possibl setup differ voic simul emot state even person robot howev find best set might defin trait storytel robot easi task element manipul person yes one work tri answer question studi sever setup allow us creat assert social robot act storytel evalu assert impress manipul three robot characterist postur pitch speech rate withinsubject studi conduct particip watch eight video social robot tell short stori video robot present differ setup particip report level assert robot found signific differ setup pitch postur well accept assert robot configur use combin three characterist cp Universidade do Estado do Rio Grande do Norte;Instituto Superior TÃ©cnico Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics) Book Series 0
10.1007/978-3-319-64352-6_29,ch,Verner I.,Technion - Israel Institute of Technology,Lecture Notes in Networks and Systems,Book Series,,0,paper propos explor approach robot project novic engin student focus develop learn robot implement reinforc learn scenario humanoid robot learn lift weight unknown mass autonom trialanderror search expedit process trial physic robot substitut simul virtual twin optim paramet robot postur execut weightlift task found analysi virtual trial transmit robot internet communic approach expos student concept technolog machin learn parametr design digit prototyp simul connect internet thing pilot implement approach indic potenti teach freshman hs student teacher educ,robot onlin learn digit twin experi weightlift project,Verner I. robot onlin learn digit twin experi weightlift project paper propos explor approach robot project novic engin student focus develop learn robot implement reinforc learn scenario humanoid robot learn lift weight unknown mass autonom trialanderror search expedit process trial physic robot substitut simul virtual twin optim paramet robot postur execut weightlift task found analysi virtual trial transmit robot internet communic approach expos student concept technolog machin learn parametr design digit prototyp simul connect internet thing pilot implement approach indic potenti teach freshman hs student teacher educ ch Technion - Israel Institute of Technology Lecture Notes in Networks and Systems Book Series 0
10.1155/2018/2312984,ar,CasaÃ± G.A.,Universidad Jaume I,Journal of Robotics,Journal,1.0,0,sinc creation robot program network run environ learn teach robot general public also allow us learn educ paper aim present run activ cours system also show evolut initi front chang learn environ possibl futur evolut toward massiv onlin open cours moon cloud simul,experi robot program network initi,CasaÃ± G.A. experi robot program network initi sinc creation robot program network run environ learn teach robot general public also allow us learn educ paper aim present run activ cours system also show evolut initi front chang learn environ possibl futur evolut toward massiv onlin open cours moon cloud simul ar Universidad Jaume I Journal of Robotics Journal 0
10.1016/j.ifacol.2018.06.062,ar,PeidrÃ³ A.,Universidad Miguel Hernandez de Elche,IFAC-PapersOnLine,Journal,1.0,0,paper present mparola educ virtual laboratori consist javascript simul analyz parallel robot simul run indistinct web browser desktop comput mobil devic smartphon tablet turn mparola mobil virtual laboratori readi integr learn methodolog teach robot mechan present simul high intuit visual allow user analyz divers cinemat problem parallel robot,mparola mobil virtual laboratori studi kinemat fivebar rr planar parallel robot supsup,PeidrÃ³ A. mparola mobil virtual laboratori studi kinemat fivebar rr planar parallel robot supsup paper present mparola educ virtual laboratori consist javascript simul analyz parallel robot simul run indistinct web browser desktop comput mobil devic smartphon tablet turn mparola mobil virtual laboratori readi integr learn methodolog teach robot mechan present simul high intuit visual allow user analyz divers cinemat problem parallel robot ar Universidad Miguel Hernandez de Elche IFAC-PapersOnLine Journal 0
10.1155/2018/8464298,re,George L.C.,Rutgers New Jersey Medical School,Minimally Invasive Surgery,Journal,,0,object robot surgeri continu expand minim invas surgeri howev literatur insuffici understand current train process general surgeri resid therefor object studi identifi current approach perspect robot surgeri train method electron survey distribut general surgeri program director identifi accredit council graduat medic educ websit multipl choic openend question regard current practic opinion robot surgeri train general surgeri resid program use result program director survey major mediums program graduat resid per year respond formal robot surgeri curriculum institut incorpor simul train approxim half respond believ time dedic robot surgeri train simul train prior consol use twothird respond believ formal robot surgeri curriculum establish part general surgeri resid half believ exposur occur postgradu year one conclus formal robot curriculum simul train earli surgic exposur general surgeri resid given consider surgic resid train,resid train robot general surgeri survey program director,George L.C. resid train robot general surgeri survey program director object robot surgeri continu expand minim invas surgeri howev literatur insuffici understand current train process general surgeri resid therefor object studi identifi current approach perspect robot surgeri train method electron survey distribut general surgeri program director identifi accredit council graduat medic educ websit multipl choic openend question regard current practic opinion robot surgeri train general surgeri resid program use result program director survey major mediums program graduat resid per year respond formal robot surgeri curriculum institut incorpor simul train approxim half respond believ time dedic robot surgeri train simul train prior consol use twothird respond believ formal robot surgeri curriculum establish part general surgeri resid half believ exposur occur postgradu year one conclus formal robot curriculum simul train earli surgic exposur general surgeri resid given consider surgic resid train re Rutgers New Jersey Medical School Minimally Invasive Surgery Journal 0
