doi,subtype,creator,affilname,publicationName,aggregationType,include?,proc_pubmed_id,proc_abstract,proc_title
10.1007/978-3-030-15857-6_10,ch,DÄbek P.,"PrzemysÅowy Instytut Automatyki i PomiarÃ³w, Warsaw",Advances in Intelligent Systems and Computing,Book Series,0.0,0,paper describ concept behind iri social robot system accompani tool applic educ entertain area import develop area point out concept multifacet solut system describ includ robot high fidel comput simul main assumpt robot highlevel control system given includ concept lesson scenario system alreadi develop current state describ particular current state robot head neck upper trunk bust import mechatron aspect highlight illustr exampl emot express mean develop robot bust simul present possibl direct develop indic,concept physic design simul iri social robot head
10.1177/1729881419830204,ar,Wen S.,Yanshan University,International Journal of Advanced Robotic Systems,Journal,,0,nao first robot creat softbank robot famous around world nao tremend program tool especi becom standard educ research aim larg error poor stabil humanoid robot nao manipul trajectori track novel framework base fuzzi control reinforc learn trajectori plan strategi propos first takagisugeno fuzzi model base dynam equat nao right arm establish second design gain solut state feedback control base parallel feedback compens strategi studi final ideal trajectori motion plan reinforc learn algorithm end manipul track desir trajectori realiz valid obstacl avoid simul experi show end manipul base scheme good control stabil meet accuraci requir trajectori track accuraci verifi effect propos framework,learn trajectori plan base takagisugeno fuzzi parallel distribut compens structur humanoid manipul
10.1007/978-3-319-97085-1_22,cp,Tatarian K.,American University of Beirut,Advances in Intelligent Systems and Computing,Book Series,1.0,0,impress rise popular within educ level robot rapid grow field merg scienc technolog engin mathemat stem nevertheless lack standard educ robot led sever issu name littl almost code reus educ robot curriculum differ school larg depend proprietari solut endless paradigm shift text visual flow program languag paper propos novel educ program languag architectur teach student program robot architectur combin robot oper system ros quasistandard snap visual program languag target student primari educ high school oppos limit altern avail ros solut propos requir acquisit robot platform run direct browser benefit power internet program rosen real simul robot,tailor ros educ program languag architectur
10.1007/978-3-319-94346-6_14,cp,Hernandez-CedeÃ±o J.,Universidad de Costa Rica,Advances in Intelligent Systems and Computing,Book Series,,0,robot combin comput scienc humancent studi substanti impact area educ innov robot proven good tool gain maintain user involv differ activ educ robot use teach assist improv particip enhanc concentr get student attent research involv nao humanoid robot workshop present aim measur impact techniqu level engag show particip robot program simul speech gesticul talk appli wizard oz techniqu,nao copresent robot workshop particip feedback engag level achiev robot classroom
10.1109/IECON.2018.8591573,cp,Ozakyol H.,Kocaeli Ãniversitesi,Proceedings: IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society,Conference Proceeding,0.0,0,cinemat dynam analysi highdegre freedom of hybrid system use serial parallel robot togeth fix mobil platform leg robot servic robot rather difficult complex time consum problem topic great interest research mani educ commerci toolbox analyz serial parallel robot separ toolbox develop highdof serial parallel hybrid robot system use fix mobil platform design studi easili forward invers kinemat jacobian matrix singular trajectori plan torqu forc joint oper space examin differ robot design use toolbox propos paper robot design research student educ easili develop robot system visual virtual realiti environ provid matlab also help understand fundament highdof multibodi hybrid robot system user friend interact simul exist toolbox literatur allow user analyz predefin robot librari limit interact capabl user defin new robot limit of user must alreadi prior knowledg design process robot propos toolbox design defin new robot system becom easi make toolbox uniqu compar exist toolbox type robot structur high of develop analyz studi detail,cinemat dynam analysi design toolbox highdof hybrid multibodi system
10.1109/LARS/SBR/WRE.2018.00100,cp,Kusumota V.,Universidade Federal de Sao Carlos,"Proceedings - 15th Latin American Robotics Symposium, 6th Brazilian Robotics Symposium and 9th Workshop on Robotics in Education, LARS/SBR/WRE 2018",Conference Proceeding,0.0,0,paper present inexpens educ robot capabl interact user use smartphon control unit turn use cloud servic perform pattern recognit task propos robot use featur android platform cloud process tool recognit speech synthesi recognit visual pattern seen smartphon camera well simplifi person simul robot pattern display mobil screen robot program interact algorithm subject portugues mathemat anim guess game,develop smartphonebas educ robot cloud architectur evalu perform
10.1109/LARS/SBR/WRE.2018.00101,cp,De Lima P.V.S.G.,Universidade de Pernambuco,"Proceedings - 15th Latin American Robotics Symposium, 6th Brazilian Robotics Symposium and 9th Workshop on Robotics in Education, LARS/SBR/WRE 2018",Conference Proceeding,1.0,0,linefollow robot abil recogn follow line drawn surfac element oper principl could use develop numer autonom technolog applic educ industri simul develop aid perform sever trial order valid project take pololu pi robot model propos solut simul physic structur behavior oper abl read line surfac enabl user observ robot follow line accord code use paper aim valid develop simul altern eas process learn use pi platform appli educ competit environ,improv earli robot educ use linefollow robot simul
10.1109/CCRA.2018.8588120,cp,Marin L.,Universidad de Costa Rica,"2018 IEEE 2nd Colombian Conference on Robotics and Automation, CCRA 2018",Conference Proceeding,0.0,0,robot platform essenti valid algorithm develop mobil robot research usual simul result reflect real world circumst error sourc nowaday sever avail commerci solut use valid develop algorithm usual expens close hardwar modif anoth option build robot platform solut normal open hardwar easili modifi maintain mani assembl use low cost compon intend robot educ reason suitabl advanc algorithm implement employ advanc sensor possibl solut present paper open hardwar modular omnidirect platform develop robust hardwar implement use modular commerci avail compon lower cost expens avail solut similar perform capabl suitabl mobil robot research experiment,modular open hardwar omnidirect platform mobil robot research supsup
10.23919/AADECA.2018.8577386,cp,Del Vigo L.,UNQ,"2018 Argentine Conference on Automatic Control, AADECA 2018",Conference Proceeding,0.0,0,work approach educ point view electromechan design robot five degre freedom of solidwork use computeraid d cad design mechan matlab simescap simscap multibodi sub design electromechan system calcul evolut state variabl propos work approach allow student integr minimum content relat subject control robot direct invers kinemat gl robot first program tradit tool bibliographi present result simul differenti equat obtain lagrangian mechan result generat sub simpl mechan system of mechan part test sub use educ of robot design driven servomotor independ pid control joint show robot work satisfactorili wide oper envelop,computeraid design simul robot manipul educ purpos
10.1109/ROMAN.2018.8525598,cp,Khamassi M.,National Technical University of Athens;Sorbonne Universite,RO-MAN 2018 - 27th IEEE International Symposium on Robot and Human Interactive Communication,Conference Proceeding,,0,use robot therapeut educ tool children autism requir robot abl adapt behavior specif child interact particular children may like look eye robot may not may like robot extrovert behavior other may prefer introvert behavior present algorithm adapt robot express paramet action mutual gaze durat hand movement express onlin manner interact reward signal use learn base estim child mutual engag robot measur nonverb cue child gaze distanc robot first present pilot joint attent task children autism interact robot whose level express predetermin progress increas show result suggest need onlin adapt express present propos learn algorithm promis simul task altogeth result suggest way enabl robot learn base nonverb cue cope high degre nonstationar occur interact children,framework robot learn childrobot interact human engag reward signal
10.1109/INES.2018.8523983,cp,Skarpetis M.,Technological Educational Institute of Sterea Ellada,"INES 2018 - IEEE 22nd International Conference on Intelligent Engineering Systems, Proceedings",Conference Proceeding,0.0,0,problem control visual graphic environ motion leader follow format mobil robot studi motion leader vehicl control use joystick command asymptot track control provid follow input command order keep distanc angl attitud format desir valu use measur vision system data variabl leader follow vehicl pi type multivari control comput via simpl algorithm base wellestablish result asymptot command track control attenu unknown step ramp disturb produc leader posit orient effect control illustr simul educ purpos better understand correct action control visual environ construct,control visual mobil robot format
10.3390/su10114040,ar,SalmerÃ³n-Manzano E.,International University of La Rioja,Sustainability (Switzerland),Journal,,0,educ integr global process support technolog advanc learn sustain univers one key point univers surviv strong depend number student enrol them thus mani educ institut develop curricula base use new technolog without doubt virtual laboratori latest technolog regard object work determin main institut research trend relat virtual laboratori methodolog follow research perform bibliometr analysi whole scientif product index scope world scientif product analys follow domain first trend time type public countri second main subject keyword third main institut main topic fourth main journal proceed publish topic case studi analys detail repres countri spain product institut field universidad de educacin distancia use rank establish averag citat per publish paper first three institut usa massachusett institut technolog mit univers washington seattl carnegi melon univers scientif categori world level case studi similar first field engin follow comput scienc highlight wide spectrum branch knowledg topic publish indic great accept teach methodolog field educ final communiti detect appli case studi six cluster found virtual realiti user learn program automaticrobot comput simul engin educ main conclus bibliograph analysi confirm research virtual laboratori activ field scientif product exponenti increas recent year tandem univers growth therefor expect high field near futur possibl virtual laboratori open new perspect higher educ sustain educ polici countri could reorient view fulltext,higher educ sustain virtual laboratori spanish univers case studi
10.1109/ICMA.2018.8484701,cp,Nagata F.,Sanyo-Onoda City University,"Proceedings of 2018 IEEE International Conference on Mechatronics and Automation, ICMA 2018",Conference Proceeding,0.0,0,industri robot appli various industri field four decad howev seem lowcost cadcam interfac permeat robot user yet paper outlin font handler propos three type industri robot cope problem without convent teach process special tool handler produc desir trajectori call cls cutter locat sourc data outlin font base spine interpol approach promis cadcam interfac commerciallyprovid industri robot widelyus design tool illustr photoshop establish use effect evalu simul actual draw engrav experi outlin font use industri robot fanuc ric dens vs engin educ robot robot,outlin font handler industri robot
10.1109/TAEE.2018.8476126,cp,Artal-Sevil J.,Universidad de Zaragoza,"Proceedings of 2018 Technologies Applied to Electronics Teaching, TAEE 2018",Conference Proceeding,0.0,0,purpos paper construct low cost robot prosthesi control arduino platform implement emgecg electromyograph surfac sensor allow develop control robot arm simpl effect way system sought simul natur movement arm hand em sensor serv bridg detect small electr puls produc muscl activ transform analog signal microprocessor capabl interpret nowaday immin advanc relat robot modern control techniqu caus disciplin knowledg use educ complement basic higher educ hand d print techniqu facilit model robot prosthesi final year project tag final master project fm constitut academ activ allow evalu detail differ compet acquir student univers educ period develop implement advanc control strategi robot element remot local control clear exampl academ work caus extra motiv scienc technolog engin student paper present novel current electron applic construct biopic prosthesi time differ detail relat implement discuss result obtain also obtain,design lowcost robot arm control surfac em sensor
10.1109/TAEE.2018.8476122,cp,Artal-Sevil J.,Universidad de Zaragoza,"Proceedings of 2018 Technologies Applied to Electronics Teaching, TAEE 2018",Conference Proceeding,0.0,0,document shown develop implement control algorithm oper small biopic hand realtim gestur recognit system leap motion control commerci devic use purpos simul natur movement hand finger nowaday technolog advanc relat robot modern control techniqu caus disciplin knowledg use educ complement thus concept incorpor basic educ higher educ develop implement advanc control strategi robot element remot control clear exampl academ work caus extra motiv scienc technolog engin student hand final year project tag final master project fm constitut academ activ allow evalu detail differ compet acquir student univers educ period paper novel current electron applic present base manag biopic hand use realtim gestur recognit techniqu result control biopic hand simul degre freedom of human hand develop initi object satisfactorili resolv robot prototyp built exceed initi expect addit cost low,control biopic hand use realtim gestur recognit techniqu leap motion control
10.1109/ICCPS.2018.00021,cp,Schmittle M.,University of Delaware,"Proceedings - 9th ACM/IEEE International Conference on Cyber-Physical Systems, ICCPS 2018",Conference Proceeding,0.0,0,multirotor unman aerial vehicl uav grown popular research educ overcom challeng associ fix wing ground robot unfortun extens physic test expens time consum short flight time due batteri constraint safeti precaut simul tool offer low barrier entri enabl test valid field trial howev wellknown simul today high barrier entri due need power comput time requir initi set up paper present openuav open sourc test bed uav educ research overcom barrier leverag contain servic cap technolog enabl student research carri simul cloud base framework opensourc tool includ ros gazebo decker px ansibl design simul framework special hardwar requir two usecas present first show uav navig around obstacl second test multiuav swarm format algorithm knowledg first opensourc clouden test uav code avail github httpsgithubcomopenuav,openuav uav test cps robot communiti
10.1109/MED.2018.8442759,cp,Silano G.,UniversitÃ  degli Studi del Sannio,MED 2018 - 26th Mediterranean Conference on Control and Automation,Conference Proceeding,1.0,0,paper propos crazi extens ros robot oper system packag rotor aim model develop integr crazyfli nanoquadcopt physic base simul environ gazebo simul platform allow understand quick behavior flight control system compar evalu differ indoor outdoor scenario detail level quit close realiti propos extens expand rotor capabl consid crazyfli physic model flight control system well simpl case studi consid order show packag work use opensourc softwar make platform avail scientif educ activ,crazi softwareintheloop platform crazyfli nanoquadcopt
10.1109/CCDC.2018.8407721,cp,Wang J.,Chongqing College of Electronic Engineering,"Proceedings of the 30th Chinese Control and Decision Conference, CCDC 2018",Conference Proceeding,,0,light fact current pcb design textbook adopt higher educ institut concern actual practic circuit design applic paper use practic engin case illustr sever point summar innov practic experi process compil altium design textbook textbook featur typic exampl use numer train case help student master schemat diagram pcb d pcb design pcb constraint rule interact rout schemat librari pcb librari integr librari creation circuit design simul technolog gradual final studi use robot circuit design exampl explor design method hierarch schemat diagram multichannel circuit purpos improv student pcb design skill teach practic indic adopt new textbook design case could optim student knowledg structur strengthen circuit pcb design capac also benefici cultiv student learn innov capac survey questionnair student think studi cours master design skill circuit pcb,textbook compil altium design highlight practic characterist
10.1109/AQTR.2018.8402734,cp,Covaciu F.,Technical University of Cluj-Napoca,"2018 IEEE International Conference on Automation, Quality and Testing, Robotics, AQTR 2018 - THETA 21st Edition, Proceedings",Conference Proceeding,,0,nowaday virtual realiti vr evolv field research provid monitor control tool appli mani scientif educ field main vr applic train simul task various domain explor militari healthcar digit manufactur paper two develop applic base vr technolog present highlight research cooper result ssl dynam simul system laboratori center research center robot simul test name custom control interfac mobil robot space explor robot assist rehabilit upper limb poststrok patient,vr interfac cooper robot appli dynam environ
10.1109/EITT.2018.00020,cp,Pei Z.,Shaanxi Normal University,"Proceedings - 2018 7th International Conference of Educational Innovation through Technology, EITT 2018",Conference Proceeding,1.0,0,educ robot product develop advanc technolog field educ research prospect epoch research summar classif core characterist applic area exist problem educ robot accord form core function educ robot divid intellig assist robot virtual simul robot multifunct suit robot noncommon educ robot educ robot characterist flexibl digit repeat human natur interact applic educ robot concentr main field stem educ languag learn special educ on howev exist gender problem teacher problem technic problem resourc problem applic educ robot,educ robot classif characterist applic area problem
10.1145/3234825.3234839,cp,Peng L.,Baoji University of Arts and Sciences,ACM International Conference Proceeding Series,Conference Proceeding,0.0,0,artifici intellig ai simul human thought process conscious comput system expert gone far chart futur develop ai system surpass human intellig singl civilizationshift event known technolog singular singular near futur ai promis concret applic throughout everyday live includ educ challeng china alreadi taken up present main applic socal weak artifici intellig chines educ moon web class flip class model result alreadi prove outstand deeper combin ai educ look forward benefit like increas use afterschool tutor robot reviv teacher burdensom respons balanc global educ resourc howev also use ai educ reason contextu gather data strengthen legal protect develop moral guidelin machin program address three point address concern mani laypeopl ai system implement offer protect fragil begin educ encourag develop better one futur,predict potenti develop artifici intellig chines educ
10.23919/MIPRO.2018.8400156,cp,Lukac D.,IEEE,"2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics, MIPRO 2018 - Proceedings",Conference Proceeding,1.0,0,paper creation program code industri robot simul robot cell mean simul softwar kuki sim pro version present simul program realiti exist kukarobot cell industri robot type kr r six agilus signal connect conveyor belt softwar kuki sim pro applic design layout plant compon product line includ kukarobot occas layout concept design simul analyz use compon taken integr librari part newli creat industri robot kuki kr r six count quickest robot world work simul robot cell peripheri elabor well connect practic circumst issu program abovement robot topic also present didact educ point view,simul pickandplac cube robot mean simul softwar kuki sim pro
10.1109/ICCRE.2018.8376423,cp,LukaÄ D.,IEEE,"2018 3rd International Conference on Control and Robotics Engineering, ICCRE 2018",Conference Proceeding,1.0,0,first part paper simul industri robot assist robot play chess realis real idea present simul part project realis softwar kuki sim pro version softwar kuki sim pro applic use design layout plant compon includ kukarobot plan concept design virtual project analys industri robot use project type kr r six agilus count quickest industri robot worldwid part system plc control conveyor belt connect robot control unit second part paper practic realis simul present especi construct chess board pawn explain aluminium use materi white pawn graphit black pawn order pick paw vacuum cup ventur nozzl design project appli educ purpos form interest exampl learn program simul industri robot,play chess assist industri robot
10.1007/s11708-018-0545-3,re,Zhang X.D.,University of Chinese Academy of Sciences;Technical Institute of Physics and Chemistry Chinese Academy of Sciences,Frontiers in Energy,Journal,0.0,0,hydrodynam characterist hybrid fluid made liquid metalaqu solut elementari design oper conduct flow varieti newli emerg area chip cool soft robot biomed practic term physic chemic properti densiti thermal conduct electr conduct huge differ two fluidic phase remain big challeng analyz hybrid flow behavior besid liquid metal immers solut move reform administr noncontact electromagnet forc even induc redox reaction entir differ case convent contact forc owe remark capabl flow deform liquid metal immers solut apt reform extrem larg scale result mark chang boundari interfac howev work mechan movement deform liquid metal lack appropri model describ scientif issu via set wellestablish unifi equat promot investig import area present paper dedic summar unconvent hydrodynam experi theori simul typic experiment phenomena basic work mechan illustr follow movement deform theori explain phenomena sever repres simul method propos tackl govern function electrohydrodynam final prospect challeng rais offer insight new physic hybrid fluid appli field,unconvent hydrodynam hybrid fluid made liquid metal aqueous solut appli field
10.1109/ICCE.2018.8326267,cp,Kaburlasos V.G.,EMaT Institute of Technology,"2018 IEEE International Conference on Consumer Electronics, ICCE 2018",Conference Proceeding,0.0,0,engag humanoid social robot special educ may rais ethic question henc develop use therapeut treatment may hinder circumv latter propos train humanoid robot r toward simul behavior child use anoth humanoid robot r oper robot r toward develop effect treatment special educ without rais ethic question experi consid children autism preliminari applic result encourag work also suggest novel social robot model base gestalt represent,multirobot engag special educ preliminari studi autism
10.1109/APSIPA.2017.8282003,cp,Wu Y.,"A-Star, Institute for Infocomm Research","Proceedings - 9th Asia-Pacific Signal and Information Processing Association Annual Summit and Conference, APSIPA ASC 2017",Conference Proceeding,0.0,0,tradit storytel distinct human experi increas evid social scienc storytel facilit skill develop children paper explor use humanoid robot augment tradit storytel area still understudi investig effect humanrobot collabor hrc storytel preliminari experi humanoid robot aldebaran nao program recit mysteri stori student age engag gestur simul eye contact vari voic nao deliv perform either independ storytel collabor human storytel assess effect hrc compar particip prefer two set found particip believ hrc effect prefer hrc roboton perform complementarili effect role human robot storytel interact particip provid glimps evid prefer toward hrc result provid first step toward effect use robot collabor storytel daytoday situat well place guid design robot educ entertain purpos eg improv famili bond parent children allow parent effect tell stori,investig role human robot collabor storytel
10.3390/fi10020021,ar,D'Amico A.,UniversitÃ  degli Studi di Palermo;MetaIntelligenze Onlus,Future Internet,Journal,,0,paper discuss new idea use educ robot socialemot learn particular educ robot could tool intend allow children acquir basic aspect human emot emot function understand relat mind bodi specif use robot lego mindstorm construct kitswhich allow user construct bodi robot provid behaviour repertorychildren opportun visual manipul relationship robot bodi mind allow simul embodi emot mind reflect new neuroscientif concept regard bodymind cognitionemot relationship view fulltext,robot construct kit   object think   object think remot
10.1080/01969722.2017.1412905,ar,Ajwad S.A.,COMSATS University Islamabad,Cybernetics and Systems,Journal,,0,robot becom integr part industri autom ultim role contribut sector essenti function associ control strategi ensur precis repeat reliabl particular environ pollut disturb uncertainti research aim present design modern control strategi degre freedom robot manipul base deriv cinemat dynam model robot optim robust control strategi simul practic realiz custom develop pseudoindustri framework name autonom articul robot educ platform result experiment trial term trajectori track demonstr effici use present control approach,optim robust control multi of robot manipul design hardwar realize
10.1115/IMECE2018-86597,cp,Zhang Z.,New York City College of Technology,"ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)",Conference Proceeding,,0,virtual realiti vr becom increas popular educ applic insuffici user feel immers often slow adopt vr mani solut focus result rather detail interact object real virtual world develop therefor real procedur distort user lose percept inperson particip order improv user feel immers simul realist oper vr procedureori approach combin real virtual environ propos here name impli approach emphas detail procedur name captur track oper interoper real virtual object mix environ order illustr idea prototyp mix real virtual assembl conjunct object recognit rigidobject track function base robot vision techniqu present exampl prototyp design base gamebas virtual laboratori system specif implement planetari gear train experi experi model part inform requir assembl creat label ad databas virtual laboratori system physic part mark order facilit object recognit object track experi main assembl one miss planetari gear accomplish pure virtual environ real world miss planetari gear track kinect user manipul gear system recogn gear base marker coupl correspond virtual model gear avatar hand virtual environ afterward camera track real part user adjust pose locat finish final assembl main benefit implement user take advantag simpl real part conjunct virtual model sophist part order get realist experi assembl process,immers educ system procedureori combin real virtual environ
10.1007/978-3-030-04028-4_51,cp,Paradeda R.,Universidade do Estado do Rio Grande do Norte;Instituto Superior TÃ©cnico,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Book Series,,0,social robot use perform role storytel area like educ pediatr rehabilit use technolog possibl setup differ voic simul emot state even person robot howev find best set might defin trait storytel robot easi task element manipul person yes one work tri answer question studi sever setup allow us creat assert social robot act storytel evalu assert impress manipul three robot characterist postur pitch speech rate withinsubject studi conduct particip watch eight video social robot tell short stori video robot present differ setup particip report level assert robot found signific differ setup pitch postur well accept assert robot configur use combin three characterist,communic assert robot storytel
10.1115/DETC2018-86359,cp,Sharifzadeh M.,Arizona State University Polytechnic Campus,Proceedings of the ASME Design Engineering Technical Conference,Conference Proceeding,,0,lamin mechan reliabl concept produc lowcost robot educ commerci purpos mechan produc use lowcost manufactur techniqu improv signific recent year access novic lobbyist howev iter design space come best design robot still time consum rather expens task therefor still need modelbas analysi manufactur integr design analysi softwar lamin robot paper address issu surround lamin analysi introduc companion exist lamin design tool autom generat dynam equat produc simul result via render plot video valid accuraci softwar compar posit veloc acceler simul mechan measur taken physic lamin prototyp use motion captur system,integr design simul environ rapid prototyp lamin robot mechan
10.1007/978-3-319-64352-6_29,ch,Verner I.,Technion - Israel Institute of Technology,Lecture Notes in Networks and Systems,Book Series,,0,paper propos explor approach robot project novic engin student focus develop learn robot implement reinforc learn scenario humanoid robot learn lift weight unknown mass autonom trialanderror search expedit process trial physic robot substitut simul virtual twin optim paramet robot postur execut weightlift task found analysi virtual trial transmit robot internet communic approach expos student concept technolog machin learn parametr design digit prototyp simul connect internet thing pilot implement approach indic potenti teach freshman hs student teacher educ,robot onlin learn digit twin experi weightlift project
10.1155/2018/2312984,ar,CasaÃ± G.A.,Universidad Jaume I,Journal of Robotics,Journal,1.0,0,sinc creation robot program network run environ learn teach robot general public also allow us learn educ paper aim present run activ cours system also show evolut initi front chang learn environ possibl futur evolut toward massiv onlin open cours moon cloud simul,experi robot program network initi
10.1016/j.ifacol.2018.06.062,ar,PeidrÃ³ A.,Universidad Miguel Hernandez de Elche,IFAC-PapersOnLine,Journal,1.0,0,paper present mparola educ virtual laboratori consist javascript simul analyz parallel robot simul run indistinct web browser desktop comput mobil devic smartphon tablet turn mparola mobil virtual laboratori readi integr learn methodolog teach robot mechan present simul high intuit visual allow user analyz divers cinemat problem parallel robot,mparola mobil virtual laboratori studi kinemat fivebar rr planar parallel robot supsup
10.1155/2018/8464298,re,George L.C.,Rutgers New Jersey Medical School,Minimally Invasive Surgery,Journal,,0,object robot surgeri continu expand minim invas surgeri howev literatur insuffici understand current train process general surgeri resid therefor object studi identifi current approach perspect robot surgeri train method electron survey distribut general surgeri program director identifi accredit council graduat medic educ websit multipl choic openend question regard current practic opinion robot surgeri train general surgeri resid program use result program director survey major mediums program graduat resid per year respond formal robot surgeri curriculum institut incorpor simul train approxim half respond believ time dedic robot surgeri train simul train prior consol use twothird respond believ formal robot surgeri curriculum establish part general surgeri resid half believ exposur occur postgradu year one conclus formal robot curriculum simul train earli surgic exposur general surgeri resid given consider surgic resid train,resid train robot general surgeri survey program director
10.1007/978-3-319-65864-3_3,ch,Heinze A.,ORSI Academy;Hospital Regional de Alta Especialidad de la PenÃ­nsula de YucatÃ¡n,"Robotic Urology, Third Edition",Book,,0,present chapter aim give overview import train robot surgeri includ past experi robot urolog surgeri introduct virtual realiti simul advanc train modal wet lab modular train text highlight major problem encount develop robot program possibl solut maxim avail resourc center summar today avail academ program assess tool knowledg surgic skill acquisit final emphas necess standard program defin educ object urg intern standard certif process chapter also explain attract robot curriculum european associ urolog robot urolog section er propos wellstructur program univers adopt train center provid stepwis scheme abl undu experienc inexperienc surgeon opportun perform robot surgeri end cours,train educ robot surgeri recommend er eau robot urolog section
10.4995/riai.2017.8827,ar,á¹erez J.,Universidad Jaume I,RIAI - Revista Iberoamericana de Automatica e Informatica Industrial,Journal,,0,la crecient demand social de nueva aplicacion de la robtica desd robot dom stick coach autnomo confirma la conveniencia de utilizar ficha tecnologia como factor motiv en el context educ as el present trabajo analiza cmo canalizar esta motivacin hacia fine productivo poniendo el nfasi en las posibilidad que ofrecen los simulador de robot submarin en particular se propos un entorno de aprendizaj en la tube con un simul capaz de evaluar al alumni como eye central del sistema utilizando est tipo de herramienta tan solo es necesario un dispositivo capaz de acced internet trap de un navegador para alcanzar una cantidad virtualment ilimitada de recurso como caso de studio se detallan las mejor implementada en una aplicacin de seguimiento de tubera submarin creando un entorno de comparacin en la tube que permit los alumnus competir por obten el mejor resultado possibl finalment es import destacar que se aorta una primera experiencia de aplicacin en un context de els ana real de la herramienta propuesta demostr nose la viabilidad e idoneidad de la mismo para el aprendizaj de robtica ros,uwsim underwat robot simul cloud educ tool
10.1007/978-3-319-62875-2_26,cp,De Martini D.,UniversitÃ  degli Studi di Pavia,Advances in Intelligent Systems and Computing,Book Series,1.0,0,increas spread robot applic requir format expert knowledg core aspect robot system paper introduc edumors novel framework educ scope mobil robot framework address accur simul singl multirobot system special focus possibl implement path plan navig control strategi handl sensor actuat communic among robot thus allow simul multirobot coordin strategi edumors beverag opensourc tool build modular clientserv framework simul mobil robot aim simpl setup simul primari goal paper describ compon edumors architectur exampl applic also present show effect robot simul usag workflow system,edumors opensourc framework mobil robot educ
10.1007/978-3-319-65960-2_42,cp,Talian P.,Technical University of Kosice,Advances in Intelligent Systems and Computing,Book Series,,0,paper focus develop univers hardwareintheloop simul workplac use educ research field mechatron system model control workplac concept base general avail employ hardwar programm logic control softwar mean matlab configur enabl work practic type continu discret system technolog equip workplac expand work larger mio system found real technolog practic workplac main use solv task relat electr drive mechatron robot technolog plant control case studi involv dc motor drive control includ paper,univers hil test platform mechatron system
10.1007/978-3-319-60483-1_47,cp,Shinohara K.,Tokyo University of Technology,Advances in Intelligent Systems and Computing,Book Series,,0,ontolog investig appli health care field sever area diseas terminolog medic servic clinic guidelin howev report adopt ontolog approach surgic procedur studi appli ontolog analysi procedur surgic endoscopi physician action gastrointestin endoscopi decompos classifi upperlevel subclass concept ontolog approach upperlevel concept subdivid subclass concept way procedur gastrointestin endoscopi success classifi within ontolog concept ontolog analysi descript surgic procedur appli mani area includ medic educ train ergonom evalu workflow manag develop endoscop robot simul howev difficulti remain map concurr repetit process also ontolog analysi complic troublesom procedur improv need comput softwar provid simpl easi analysi surgic procedur made clear studi,preliminari studi ontolog process analysi surgic endoscopi
10.1007/s12273-017-0409-5,ar,Thomas A.,"University of Michigan, Ann Arbor",Building Simulation,Journal,,0,coupl distribut simul help understand complex aris combin effect interdepend system connect exchang inform across sever softwar program build energi analysi domain sever tool creat past facilit analys howev exist coupl framework build control virtual test bed bcvtb mle highlevel architectur la function mockup unit character inher complex make challeng build practition wide deploy everyday decisionmak addit sever framework embodi tight coupl mean lack flexibl incorpor model compon decisionmak choic studi address gap propos lightweight adapt build simul lab framework capit lightweight communic marshal cm interprocess communic framework wide use robot communiti case studi demonstr new framework build energi simul model coupl agentbas occup behavior model understand energi effect occup thermal comfort relat action eg adjust thermostat set point behavior pattern also influenc various intervent eg peer pressur energybas educ may occur build measur effect real build lengthi period impract resourceintens lab framework use understand system better result also highlight opportun achiev energi save influenc occup comfort relat behavior,lightweight adapt build simul lab framework integr build energi thermal comfort analysi
10.1007/s00521-016-2398-1,ar,Jimenez-Romero C.,The Open University,Neural Computing and Applications,Journal,,0,scientif interest attract spike neural network son lead develop tool simul studi neuron dynam rang phenomenolog model sophist biolog accur hodgkinandhuxleybas multicompartment model howev despit multipl featur offer neural model tool integr environ simul robot agent challeng time consum implement artifici neural circuit control robot general involv follow task understand simul tool creat neural circuit neural simul link simul neural circuit environ agent program appropri interfac robot agent use neural control accomplish abovement task challeng especi undergradu student novic research paper present altern tool facilit simul simpl son circuit use multiag simul program environ netlogo educ softwar simplifi studi experiment complex system engin propos implement netlogo simul function model son simplif integr fire if model characterist engin includ neuron dynam stop learn synapt delay demonstr implement agent repres artifici insect control simpl neural circuit setup experi outcom describ work,spikinglab model agent control spike neural network netlogo
10.1109/UBMK.2017.8093389,cp,Yayan U.,EskiÅehir Osmangazi Ãniversitesi,"2nd International Conference on Computer Science and Engineering, UBMK 2017",Conference Proceeding,,0,studi remot control mobil robot develop educ studi planet research simul laboratori anadolu univers yunusemr gozlemevi main object studi increas interest student technolog develop within scope planetari research context mobil robot system develop consid intern standard autonom mobil robot webbas control manag interfac develop mobil robot system mani scenario could conduct similar mar real environ task remot photograph shoot drill delay calibr amp analysi test conduct develop system show usabl system,develop remot control mobil robot planet research simul laboratori
